DATE,TOTALSL,3m growth rate,12m growth rate
1943-01-01,6.57783,,
1943-02-01,6.46304,,
1943-03-01,6.23421,,
1943-04-01,6.12575,-24.784647718506537,
1943-05-01,5.93626,-28.82880112376861,
1943-06-01,5.82223,-23.926793704273773,
1943-07-01,5.71837,-24.06326242517266,
1943-08-01,5.63875,-18.58963466494319,
1943-09-01,5.64759,-11.469032286894654,
1943-10-01,5.65074,-4.647454589259114,
1943-11-01,5.57687,-4.317894512256992,
1943-12-01,5.46252,-12.477539574181897,
1944-01-01,5.39857,-16.690668925730566,-17.927796857018187
1944-02-01,5.35436,-15.029497514630574,-17.154156557904642
1944-03-01,5.37036,-6.579661308466845,-13.856607332765503
1944-04-01,5.37918,-1.4289551161215552,-12.187405623801173
1944-05-01,5.4305,5.810557290517027,-8.519842459730532
1944-06-01,5.46779,7.456751597409483,-6.087701791238064
1944-07-01,5.4982,9.148513602591056,-3.850223053072821
1944-08-01,5.53396,7.841219574575398,-1.858390600753701
1944-09-01,5.54923,6.092234455688894,-1.741627844797522
1944-10-01,5.56593,5.01922922618796,-1.50086537338473
1944-11-01,5.5701,2.6379349966684678,-0.12139425878674448
1944-12-01,5.58569,2.654127161839992,2.254820119651746
1945-01-01,5.60273,2.671005535487847,3.7817422021016567
1945-02-01,5.57381,0.2666888026611858,4.098529049223432
1945-03-01,5.66769,6.002726434709604,5.5365003463454965
1945-04-01,5.58245,-1.4400233663963369,3.7788287434144197
1945-05-01,5.60525,2.2754285161834087,3.2179357333578684
1945-06-01,5.70445,2.619704374804499,4.328256937446384
1945-07-01,5.74878,12.4613747346338,4.557491542686698
1945-08-01,5.76701,12.052840059071212,4.211270048934201
1945-09-01,5.75827,3.827641127439452,3.7670091165801445
1945-10-01,5.93202,13.372486194931966,6.577337479989853
1945-11-01,6.09555,24.8098249619876,9.433403350029623
1945-12-01,6.56705,69.16604384304435,17.5691812470796
1946-01-01,6.50451,44.55992573511875,16.09536779391474
1946-02-01,6.76595,51.79712428873129,21.3882425127516
1946-03-01,7.00545,29.4979398060365,23.603266939440925
1946-04-01,7.33322,61.55504108436174,31.362036381875335
1946-05-01,7.53237,53.6071543662491,34.380625306632176
1946-06-01,7.70221,46.12255953467166,35.02108003400855
1946-07-01,7.93364,36.99701438553981,38.00562902041824
1946-08-01,8.34516,50.66490114480846,44.705141832596084
1946-09-01,8.5996,55.40020319942533,49.343466006283144
1946-10-01,8.89514,58.02332358884952,49.951281351040635
1946-11-01,9.21828,48.88841643352792,51.22966754435612
1946-12-01,9.44439,45.47308424831395,43.81480268918312
1947-01-01,9.7702,45.5468011081996,50.20654899446693
1947-02-01,10.089,43.48050824590231,49.114315062925385
1947-03-01,10.34585,44.00217746395923,47.682875475522636
1947-04-01,10.64594,40.9685526358301,45.174152691450686
1947-05-01,10.92631,37.56298285025059,45.05806273457094
1947-06-01,11.13565,34.21392571369335,44.57733559588741
1947-07-01,11.36412,29.83960553557992,43.239673088267175
1947-08-01,11.58288,26.290928340318366,38.79757847662597
1947-09-01,11.8603,28.68277218986901,37.916879854876974
1947-10-01,12.20513,33.053527842722104,37.211218710441884
1947-11-01,12.53487,37.1554624422308,35.978403780314764
1947-12-01,12.85562,38.03506013136398,36.11911409842246
1948-01-01,13.22861,38.00258250452073,35.397535362633306
1948-02-01,13.52428,35.511851015964815,34.04975716126473
1948-03-01,13.92124,37.51167633770653,34.55868778302409
1948-04-01,14.26407,35.18141681700004,33.9860078114286
1948-05-01,14.50028,32.14445365101608,32.70976203311089
1948-06-01,14.77527,26.890766409321287,32.68439651030699
1948-07-01,15.04157,23.651341050140907,32.36018275062214
1948-08-01,15.2297,21.691386701203964,31.48457033138563
1948-09-01,15.51514,21.585305898713504,30.815746650590636
