DATE,NFORBRES,3m growth rate,12m growth rate
1999-08-01,0.818,-68.74324226040254,-35.182250396196515
1999-09-01,0.876,-66.68044477375692,-39.46095369730477
1999-10-01,0.867,206.98078331695035,-38.15977175463623
1999-11-01,1.093,218.76265329077523,-28.46858638743456
1999-12-01,0.975,53.46241846953208,-30.15759312320917
2000-01-01,1.64,1180.2624335875132,27.725856697819307
2000-02-01,1.005,-28.520155471446085,-6.771799628942499
2000-03-01,1.029,24.063216394944156,-14.534883720930235
2000-04-01,0.863,-92.3322527188113,-12.740141557128414
2000-05-01,0.609,-86.51642908798969,-44.332723948811704
2000-06-01,0.636,-85.40624794019112,-44.839549002601906
2000-07-01,0.573,-80.56541349059646,-12.519083969465662
2000-08-01,0.475,-62.9911774585274,-41.93154034229829
2000-09-01,0.669,22.42666199825152,-23.630136986301366
2000-10-01,0.73,163.43468321030338,-15.801614763552486
2000-11-01,0.92,1307.26818977755,-15.82799634034766
2000-12-01,1.116,674.3767538504676,14.461538461538481
2001-01-01,1.191,608.5256961376589,-27.378048780487795
2001-02-01,1.294,291.3684352922731,28.756218905472664
2001-03-01,1.193,30.588518906558583,15.937803692905739
2001-04-01,1.207,5.482893511345699,39.860950173812306
2001-05-01,0.806,-84.94769319135462,32.3481116584565
2001-06-01,1.02,-46.56338833693668,60.377358490566046
2001-07-01,1.119,-26.126059424957504,95.28795811518327
2001-08-01,1.02,156.48414275320195,114.73684210526316
2001-09-01,15.63,5513499.609753835,2236.322869955157
2001-10-01,1.2,32.252727698444026,64.3835616438356
2001-11-01,1.355,211.42716607985847,47.28260869565217
2001-12-01,1.576,-99.98966313271184,41.21863799283154
2002-01-01,1.356,63.04736100000006,13.85390428211588
2002-02-01,1.343,-3.4956544607533724,3.7867078825347678
2002-03-01,1.324,-50.18879043815493,10.980720871751881
2002-04-01,1.134,-51.08822088662941,-6.0480530240265225
2002-05-01,1.147,-46.7953462826085,42.30769230769229
2002-06-01,1.096,-53.04408841732074,7.4509803921568585
2002-07-01,1.186,19.64279162932716,5.987488829311882
2002-08-01,1.274,52.20329007773579,24.901960784313726
2002-09-01,1.255,71.92248768071838,-91.97056941778631
2002-10-01,1.39,88.67764412609513,15.833333333333321
2002-11-01,1.366,32.16762482240871,0.811808118081192
2002-12-01,1.928,456.99746035272335,22.33502538071066
2003-01-01,1.681,113.90042759406629,23.96755162241888
2003-02-01,1.939,305.9835519877966,44.37825763216681
2003-03-01,1.607,-51.73465789861058,21.374622356495454
2003-04-01,1.51,-34.891613123191355,33.156966490299844
2003-05-01,1.562,-57.88731984725258,36.181342632955534
2003-06-01,1.879,86.91476684778779,71.44160583941606
2003-07-01,1.804,103.72219351110664,52.107925801011824
2003-08-01,3.45,2279.864671872651,170.8006279434851
2003-09-01,1.327,-75.12422780288176,5.737051792828685
2003-10-01,1.36,-67.69948099330632,-2.1582733812949506
2003-11-01,1.415,-97.17024146074836,3.5871156661786197
2003-12-01,1.001,-67.62180618144724,-48.080912863070544
2004-01-01,0.782,-89.0687109375,-53.48007138607971
2004-02-01,1.15,-56.371970113002455,-40.69107787519341
2004-03-01,1.756,847.025637835382,9.27193528313628
2004-04-01,1.719,2234.944136342565,13.841059602649008
2004-05-01,1.572,249.15543394175995,0.6402048655569814
2004-06-01,1.751,-1.134096846456556,-6.812134113890378
2004-07-01,1.476,-45.64469672856223,-18.181818181818187
2004-08-01,1.33,-48.76150121438707,-61.449275362318836
2004-09-01,1.319,-67.80157727310117,-0.6028636021100264
2004-10-01,1.577,30.31107975857508,15.955882352941163
2004-11-01,1.602,110.49582340898472,13.215547703180208
2004-12-01,1.845,282.8302965415148,84.31568431568432
2005-01-01,1.677,27.88083905375711,114.45012787723785
2005-02-01,1.447,-33.438350257483584,25.826086956521756
2005-03-01,1.732,-22.3384473843582,-1.3667425968109326
2005-04-01,1.532,-30.352936404973573,-10.878417684700414
2005-05-01,1.387,-15.58264902704396,-11.76844783715013
2005-06-01,1.49,-45.2286402378543,-14.905768132495712
2005-07-01,1.378,-34.54213906645008,-6.639566395663965
2005-08-01,1.261,-31.67895475693705,-5.187969924812041
2005-09-01,1.668,57.05042339483566,26.459438968915848
2005-10-01,1.628,94.8142549599588,3.2339885859226314
2005-11-01,1.655,196.7096328412049,3.3083645443195975
2005-12-01,1.731,15.985603427210004,-6.178861788617884
2006-01-01,1.466,-34.24659021740466,-12.581991651759095
2006-02-01,1.499,-32.700081399088965,3.5936420179682127
2006-03-01,1.338,-64.3026331616491,-22.748267898383368
2006-04-01,1.577,33.90318034443482,2.937336814621405
2006-05-01,1.623,37.42557029972604,17.015140591204037
2006-06-01,1.529,70.53184388722065,2.6174496644295164
2006-07-01,1.203,-66.1361964507241,-12.699564586357026
2006-08-01,1.151,-74.70543499251914,-8.723235527359229
2006-09-01,1.357,-37.95747719739069,-18.645083932853712
2006-10-01,1.464,119.33189835346572,-10.073710073710075
2006-11-01,1.529,211.40719822402093,-7.613293051359527
2006-12-01,1.672,130.47599670109798,-3.4084344309647685
2007-01-01,1.334,-31.06194734021248,-9.004092769440653
2007-02-01,1.423,-24.97782363991923,-5.070046697798536
2007-03-01,1.569,-22.456271004071915,17.264573991031384
2007-04-01,1.508,63.29844447382615,-4.37539632213062
2007-05-01,1.352,-18.513218244799532,-16.697473813924823
2007-06-01,1.566,-0.7626275987290598,2.419882275997387
2007-07-01,1.372,-31.48099001065337,14.048212801330017
2007-08-01,3.871,6620.257571581516,236.3162467419635
2007-09-01,0.166,-99.98737401348144,-87.76713338246131
2007-10-01,1.218,-37.88840130821518,-16.803278688524593
2007-11-01,1.328,-98.6148410424844,-13.145846958796593
2007-12-01,-2.032,2245138.4051597607,-221.5311004784689
2008-01-01,0.505,-97.04487157541494,-62.14392803598201
2008-02-01,1.457,44.892500357987686,2.3893183415319763
2008-03-01,-16.395,423690.1609586583,-1144.9330783938815
2008-04-01,-33.672,1976560520.159432,-2332.89124668435
2008-05-01,-26.523,10981165.05075106,-2061.7603550295858
2008-06-01,-18.983,79.72715800074445,-1312.1966794380587
2008-07-01,-13.644,-97.3041781315316,-1094.460641399417
2008-08-01,-16.202,-86.07536146824476,-518.548178765177
2008-09-01,-80.774,32681.360159579857,-48759.03614457831
2008-10-01,-136.345,997117.8004511584,-11294.170771756979
2008-11-01,253.227,5967030.39514101,18968.298192771083
2008-12-01,552.131,218214.2914848789,-27271.801181102357
2009-01-01,636.902,47513.881372470096,126019.20792079209
2009-02-01,498.408,1400.721065919932,34107.82429649965
2009-03-01,588.049,28.672439861467147,-3686.758157974992
2009-04-01,709.381,53.89615100101097,-2206.7385364694705
2009-05-01,720.68,337.149374227234,-2817.188854956076
2009-06-01,627.567,29.713844460804097,-3405.9421587736397
2009-07-01,620.468,-41.47258488786846,-4647.552037525652
2009-08-01,659.266,-29.97182067920288,-4169.0408591531905
2009-09-01,750.344,104.36252607565618,-1028.9424814915692
2009-10-01,885.242,314.35300260292934,-749.2661997139609
2009-11-01,969.791,368.2414790279468,282.9729847133205
2009-12-01,987.804,200.3595640560348,78.90754186959255
2010-01-01,958.834,37.6339771337326,50.5465519028045
2010-02-01,1075.175,51.078976093343066,115.72185839713644
2010-03-01,1036.669,21.30461546303461,76.28956090393831
2010-04-01,971.369,5.332709358219234,36.93191669920679
2010-05-01,969.577,-33.86785815309202,34.53641005716823
2010-06-01,965.242,-24.84041107719913,53.80700387368997
2010-07-01,955.799,-6.259054505919437,54.04485001643921
2010-08-01,959.475,-4.102908800709059,45.53685462317185
2010-09-01,928.311,-14.44820162975008,23.71805465226615
2010-10-01,925.018,-12.2727636813295,4.493234618330355
2010-11-01,924.876,-13.66251640606948,-4.631410272935099
2010-12-01,961.15,14.918697373029024,-2.6983085713360166
2011-01-01,1004.219,38.90343988985363,4.733353218596759
2011-02-01,1168.068,154.41251172997764,8.639802822796284
2011-03-01,1342.265,280.35434581716873,29.47864747571307
2011-04-01,1434.105,315.92024831943905,47.63750953551123
2011-05-01,1497.343,170.03041339700547,54.432603083612754
2011-06-01,1575.482,89.80197137554447,63.22145120083875
2011-07-01,1605.722,57.1656492110933,67.99787403000003
2011-08-01,1571.51,21.33424975694791,63.78853018577868
2011-09-01,1539.403,-8.850239564564754,65.82837001823742
2011-10-01,1533.927,-16.720648062886045,65.82671904762934
2011-11-01,1487.428,-19.74442425556609,60.82458621480071
2011-12-01,1492.68,-11.598926044346348,55.30146179056339
2012-01-01,1510.837,-5.8865529268476,50.448955855246716
2012-02-01,1552.187,18.58570962967385,32.884986148066716
2012-03-01,1502.263,2.5928343238492246,11.920000894011217
2012-04-01,1479.312,-8.088749982418896,3.1522796447958745
2012-05-01,1451.274,-23.577455734157603,-3.0767165572617716
2012-06-01,1452.261,-12.663694782089262,-7.821162031683004
2012-07-01,1478.791,-0.1408018937312904,-7.9049175386524
2012-08-01,1474.479,6.5507980862481885,-6.174380054851703
2012-09-01,1407.475,-11.776545449883823,-8.570075542271915
2012-10-01,1416.809,-15.74066392479807,-7.635174294474245
2012-11-01,1434.252,-10.474348461178328,-3.575030186335082
2012-12-01,1457.956,15.137000690472323,-2.326285607095968
2013-01-01,1518.894,32.088387457952926,0.5332805590543499
2013-02-01,1616.323,61.29123043628353,4.13197636624969
2013-03-01,1697.76,83.87704624972268,13.013500299215263
2013-04-01,1768.434,83.75770498380079,19.54435575456699
2013-05-01,1862.936,76.47334971820034,28.3655601905636
