DATE,HOUST,3m growth rate,12m growth rate
1959-01-01,1657.0,,
1959-02-01,1667.0,,
1959-03-01,1620.0,,
1959-04-01,1590.0,-15.219013899903544,
1959-05-01,1498.0,-34.791403311373514,
1959-06-01,1503.0,-25.90722441319919,
1959-07-01,1547.0,-10.386640769342325,
1959-08-01,1430.0,-16.95817282772083,
1959-09-01,1540.0,10.216587658354849,
1959-10-01,1355.0,-41.14329758940779,
1959-11-01,1416.0,-3.8589494223789536,
1959-12-01,1601.0,16.810651004578126,
1960-01-01,1460.0,34.78893513520192,-11.888955944477974
1960-02-01,1503.0,26.935444726478707,-9.838032393521301
1960-03-01,1109.0,-76.97705601165688,-31.54320987654321
1960-04-01,1289.0,-39.24245093558349,-18.93081761006289
1960-05-01,1271.0,-48.86170079243589,-15.153538050734316
1960-06-01,1247.0,59.85993399524181,-17.032601463739184
1960-07-01,1197.0,-25.63562500406392,-22.62443438914027
1960-08-01,1344.0,25.03018467641631,-6.013986013986017
1960-09-01,1097.0,-40.10911972477128,-28.76623376623376
1960-10-01,1246.0,17.40742622532676,-8.04428044280443
1960-11-01,1246.0,-26.128810129047896,-12.005649717514121
1960-12-01,1063.0,-11.832901701364174,-33.60399750156152
1961-01-01,1183.0,-18.741872700243533,-18.972602739726028
1961-02-01,1226.0,-6.267605559264212,-18.429807052561543
1961-03-01,1312.0,132.0610655563022,18.304779080252477
1961-04-01,1166.0,-5.625378429108141,-9.542280837858808
1961-05-01,1228.0,0.6541270109952091,-3.3831628638867017
1961-06-01,1382.0,23.11099234728364,10.82598235765837
1961-07-01,1335.0,71.84261033184507,11.528822055137855
1961-08-01,1312.0,30.29923710160709,-2.3809523809523836
1961-09-01,1429.0,14.313294960011811,30.26435733819508
1961-10-01,1415.0,26.21201390984995,13.56340288924558
1961-11-01,1385.0,24.183459270954557,11.15569823434992
1961-12-01,1365.0,-16.746655290443393,28.410159924741297
1962-01-01,1361.0,-14.41320936017496,15.046491969568887
1962-02-01,1278.0,-27.502284483114103,4.241435562805873
1962-03-01,1443.0,24.8920283215327,9.984756097560975
1962-04-01,1524.0,57.21984623938421,30.70325900514579
1962-05-01,1483.0,81.31811223603893,20.76547231270358
1962-06-01,1404.0,-10.380378206568142,1.591895803183796
1962-07-01,1450.0,-18.053173249864905,8.614232209737827
1962-08-01,1517.0,9.490822704946256,15.625
1962-09-01,1324.0,-20.916932005755385,-7.347795661301615
1962-10-01,1533.0,24.93859290258891,8.339222614840992
1962-11-01,1622.0,30.695632950103423,17.11191335740072
1962-12-01,1564.0,94.71304768197216,14.578754578754571
1963-01-01,1244.0,-56.637640867125135,-8.596620132255694
1963-02-01,1456.0,-35.07049373929701,13.928012519561817
1963-03-01,1534.0,-7.454683813249119,6.3063063063063085
1963-04-01,1689.0,239.81072112585875,10.826771653543311
1963-05-01,1641.0,61.35737657816136,10.654079568442354
1963-06-01,1588.0,14.841948880591517,13.10541310541311
1963-07-01,1614.0,-16.613542667376237,11.310344827586217
1963-08-01,1639.0,-0.4866171024402344,8.04218852999341
1963-09-01,1763.0,51.9173082820755,33.15709969788521
1963-10-01,1779.0,47.6011260691208,16.046966731898248
1963-11-01,1622.0,-4.084767201936379,0.0
1963-12-01,1491.0,-48.84344097008649,-4.667519181585678
1964-01-01,1603.0,-34.07801181215581,28.85852090032155
1964-02-01,1820.0,58.519302394294414,25.0
1964-03-01,1517.0,7.159764210416775,-1.1082138200782299
1964-04-01,1448.0,-33.42055692701032,-14.268798105387804
1964-05-01,1467.0,-57.78809972709098,-10.60329067641682
1964-06-01,1550.0,8.989452146347855,-2.3929471032745564
1964-07-01,1562.0,35.4097295606689,-3.2218091697645557
1964-08-01,1569.0,30.849274487455823,-4.270896888346554
1964-09-01,1455.0,-22.352910643071453,-17.47022121384004
1964-10-01,1524.0,-9.381733531609282,-14.333895446880273
1964-11-01,1486.0,-19.5393635874354,-8.38471023427867
1964-12-01,1484.0,8.214044845440904,-0.46948356807511304
1965-01-01,1361.0,-36.39479849907803,-15.09669369931379
1965-02-01,1433.0,-13.521226030462152,-21.263736263736266
1965-03-01,1423.0,-15.45576542910535,-6.1964403427818056
1965-04-01,1438.0,24.624389366936008,-0.6906077348066253
1965-05-01,1478.0,13.165220674941793,0.749829584185413
1965-06-01,1488.0,19.561711846640616,-4.0000000000000036
1965-07-01,1529.0,27.81870037863685,-2.1126760563380254
1965-08-01,1432.0,-11.880031009094347,-8.731676226896113
1965-09-01,1482.0,-1.6031739606743534,1.855670103092777
1965-10-01,1452.0,-18.67266826078849,-4.7244094488189
1965-11-01,1460.0,8.053627489813376,-1.749663526244949
1965-12-01,1656.0,55.90086154959661,11.590296495956864
1966-01-01,1370.0,-20.746983134380727,0.6612784717119791
1966-02-01,1378.0,-20.64296241411574,-3.8381018841591064
1966-03-01,1394.0,-49.78774042672873,-2.037947997189038
1966-04-01,1352.0,-5.152803655320093,-5.980528511821969
1966-05-01,1265.0,-28.98252423141328,-14.411366711772667
1966-06-01,1194.0,-46.17720929511627,-19.758064516129036
1966-07-01,1086.0,-58.36941299849533,-28.973185088292997
1966-08-01,1119.0,-38.77084808476749,-21.857541899441348
1966-09-01,1046.0,-41.10079526126297,-29.41970310391363
1966-10-01,843.0,-63.692947141530624,-41.942148760330575
1966-11-01,961.0,-45.603218493861874,-34.178082191780824
1966-12-01,990.0,-19.755728201611177,-40.21739130434783
1967-01-01,1067.0,156.65361113745345,-22.11678832116788
1967-02-01,1123.0,86.47708614841927,-18.505079825834546
1967-03-01,1056.0,29.45382716049383,-24.246771879483497
1967-04-01,1091.0,9.305326201912866,-19.304733727810653
1967-05-01,1304.0,81.7989374252525,3.0830039525691744
1967-06-01,1248.0,95.07547298681789,4.522613065326642
1967-07-01,1364.0,144.31969577270922,25.59852670349907
1967-08-01,1407.0,35.53954523577407,25.737265415549594
1967-09-01,1421.0,68.08074730589031,35.850860420650086
1967-10-01,1491.0,42.77530366597022,76.86832740213522
1967-11-01,1538.0,42.77394250403792,60.04162330905307
1967-12-01,1308.0,-28.21153549415455,32.121212121212125
1968-01-01,1380.0,-26.615257986643883,29.334582942830355
1968-02-01,1520.0,-4.599860464730588,35.35173642030276
1968-03-01,1466.0,57.79923929444701,38.82575757575757
1968-04-01,1554.0,60.80061752923977,42.43813015582034
1968-05-01,1408.0,-26.373142010880823,7.975460122699385
1968-06-01,1405.0,-15.633619809133826,12.580128205128215
1968-07-01,1512.0,-10.380378206568142,10.850439882697938
1968-08-01,1495.0,27.102517141271587,6.254442075337607
1968-09-01,1556.0,50.42952135661876,9.500351864883893
1968-10-01,1569.0,15.953699589955804,5.231388329979869
1968-11-01,1630.0,41.3141488232357,5.981794538361518
1968-12-01,1548.0,-2.0407492393490267,18.34862385321101
1969-01-01,1769.0,61.59188878984043,28.188405797101446
1969-02-01,1705.0,19.71459915405771,12.171052631578938
1969-03-01,1561.0,3.4017256959616216,6.4802182810368425
1969-04-01,1524.0,-44.91561102458908,-1.9305019305019266
1969-05-01,1583.0,-25.693616247369867,12.42897727272727
1969-06-01,1528.0,-8.191729805603764,8.754448398576509
1969-07-01,1368.0,-35.07611175430673,-9.523809523809524
1969-08-01,1358.0,-45.84040347237579,-9.163879598662206
1969-09-01,1507.0,-5.385087449557835,-3.1491002570694038
1969-10-01,1381.0,3.855697011380044,-11.982154238368391
1969-11-01,1229.0,-32.91762164833442,-24.601226993865033
1969-12-01,1327.0,-39.87837890690348,-14.27648578811369
1970-01-01,1085.0,-61.898310070683685,-38.66591294516676
1970-02-01,1305.0,27.12603891835816,-23.46041055718475
1970-03-01,1319.0,-2.3897352479729017,-15.50288276745676
1970-04-01,1264.0,84.19139752593847,-17.06036745406824
1970-05-01,1290.0,-4.519036132826592,-18.509159823120658
1970-06-01,1385.0,21.568179021092405,-9.358638743455494
1970-07-01,1517.0,107.469388721658,10.891812865497075
1970-08-01,1399.0,38.32861122086191,3.0191458026509466
1970-09-01,1534.0,50.4881643962543,1.791639017916391
1970-10-01,1580.0,17.675492516893865,14.409847936278064
