DATE,PCE,3m growth rate,12m growth rate
1959-01-01,306.1,,
1959-02-01,309.6,,
1959-03-01,312.7,,
1959-04-01,312.2,8.212710794482426,
1959-05-01,316.1,8.6661236947561,
1959-06-01,318.2,7.223301713635899,
1959-07-01,317.8,7.370253031358809,
1959-08-01,320.2,5.290048800198699,
1959-09-01,324.2,7.758451228109586,
1959-10-01,322.8,6.443349618526373,
1959-11-01,322.9,3.41579376935306,
1959-12-01,322.9,-1.5943265076456714,
1960-01-01,323.6,0.995017217316918,5.717085919634113
1960-02-01,325.3,3.0063677205585337,5.071059431524549
1960-03-01,330.2,9.35435809467926,5.596418292292937
1960-04-01,336.5,16.924688743483074,7.783472133247926
1960-05-01,330.0,5.9057417683143765,4.397342613097122
1960-06-01,330.1,-0.1210836852295282,3.73978629792584
1960-07-01,331.4,-5.925971494403126,4.279421019509111
1960-08-01,331.6,1.95354426874641,3.560274828232357
1960-09-01,333.4,4.059152534244581,2.8377544725478154
1960-10-01,335.4,4.9161189315777065,3.903345724907048
1960-11-01,335.4,4.663232950852758,3.8711675441313043
1960-12-01,331.3,-2.49579142493197,2.6014245896562427
1961-01-01,332.2,-3.762068610179159,2.65760197775029
1961-02-01,333.7,-2.012067683474872,2.582231786043643
1961-03-01,337.7,7.953940394801862,2.271350696547536
1961-04-01,337.6,6.662372463279009,0.326894502228825
1961-05-01,339.9,7.641522461062,3.0000000000000027
1961-06-01,340.9,3.844562834170029,3.271735837624945
1961-07-01,340.6,3.602163003048431,2.7761013880507113
1961-08-01,342.1,2.6142412914016644,3.1664656212303965
1961-09-01,344.4,4.170456227119446,3.299340131973616
1961-10-01,346.5,7.111075798644917,3.3094812164579768
1961-11-01,349.9,9.436822091763531,4.323196183661304
1961-12-01,352.4,9.62031048855698,6.3688499849079205
1962-01-01,353.2,7.9617271835553,6.321493076459972
1962-02-01,354.0,4.770080637701724,6.08330836080313
1962-03-01,357.4,5.79730226316435,5.833580100681068
1962-04-01,359.0,6.7320902310458175,6.338862559241698
1962-05-01,362.0,9.35061603953673,6.501912327155046
1962-06-01,360.4,3.400094709188961,5.720152537400991
1962-07-01,361.4,2.701029853340131,6.1068702290076216
1962-08-01,362.9,0.998189966923535,6.0800935399005995
1962-09-01,368.8,9.6540105130146,7.08478513356563
1962-10-01,366.5,5.765328593675734,5.772005772005762
1962-11-01,371.7,10.058191365115189,6.230351529008282
1962-12-01,373.6,5.3085955198648005,6.015891032917153
1963-01-01,374.4,8.904905963603138,6.0022650056625215
