DATE,PERMIT,3m growth rate,12m growth rate
1960-01-01,1092.0,,
1960-02-01,1088.0,,
1960-03-01,955.0,,
1960-04-01,1016.0,-25.06507476819939,
1960-05-01,1052.0,-12.592765877620549,
1960-06-01,958.0,1.2624778024526329,
1960-07-01,999.0,-6.526797771924242,
1960-08-01,994.0,-20.295548341560988,
1960-09-01,984.0,11.30594402749594,
1960-10-01,972.0,-10.380378206568142,
1960-11-01,979.0,-5.900952014999672,
1960-12-01,951.0,-12.754773589295398,
1961-01-01,969.0,-1.2288640605024326,-11.263736263736268
1961-02-01,961.0,-7.154088657356494,-11.672794117647056
1961-03-01,1000.0,22.258181656985837,4.712041884816753
1961-04-01,1002.0,14.334100113140448,-1.3779527559055094
1961-05-01,1027.0,30.43322237020871,-2.376425855513309
1961-06-01,1070.0,31.079601000000025,11.69102296450939
1961-07-01,1083.0,36.47180648756245,8.40840840840842
1961-08-01,1159.0,62.20041814428083,16.59959758551308
1961-09-01,1098.0,10.885369937615286,11.585365853658548
1961-10-01,1123.0,15.612608104388492,15.534979423868322
1961-11-01,1152.0,-2.3940770391083888,17.67109295199183
1961-12-01,1161.0,25.002735929872344,22.082018927444793
1962-01-01,1122.0,-0.355713298250615,15.789473684210531
1962-02-01,1194.0,15.40042036845357,24.245577523413118
1962-03-01,1134.0,-8.98282760535054,13.39999999999999
1962-04-01,1235.0,46.78997709146906,23.25349301397206
1962-05-01,1142.0,-16.315098658186542,11.197663096397271
1962-06-01,1154.0,7.243509351481636,7.8504672897196315
1962-07-01,1189.0,-14.086860803881107,9.787626962142193
1962-08-01,1200.0,21.91596162419669,3.5375323554788674
1962-09-01,1223.0,26.148645834644203,11.384335154826953
1962-10-01,1181.0,-2.66429653082374,5.164737310774714
1962-11-01,1236.0,12.550881000000016,7.291666666666674
1962-12-01,1236.0,4.320114452831625,6.459948320413433
1963-01-01,1248.0,24.69778836911143,11.229946524064172
1963-02-01,1212.0,-7.543681510587197,1.5075376884422065
1963-03-01,1258.0,7.312096967350423,10.934744268077612
1963-04-01,1288.0,13.450159476997726,4.2914979757084915
1963-05-01,1350.0,53.93046973026758,18.213660245183895
1963-06-01,1345.0,30.667196386219644,16.551126516464464
1963-07-01,1321.0,10.649082817446564,11.1017661900757
1963-08-01,1310.0,-11.33543072514166,9.166666666666657
1963-09-01,1413.0,21.80903707999078,15.535568274734256
1963-10-01,1414.0,31.276311995284487,19.7290431837426
1963-11-01,1357.0,15.1421164422316,9.789644012944976
1963-12-01,1423.0,2.8610499243916454,15.129449838187693
1964-01-01,1296.0,-29.429634248986027,3.8461538461538547
1964-02-01,1442.0,27.509238146951944,18.97689768976898
1964-03-01,1313.0,-27.516475276757863,4.3720190779014345
1964-04-01,1264.0,-9.516729508851553,-1.8633540372670843
1964-05-01,1299.0,-34.14700025993497,-3.77777777777778
1964-06-01,1280.0,-9.68061448188724,-4.832713754646845
1964-07-01,1304.0,13.271869864660848,-1.2869038607115857
1964-08-01,1306.0,2.172990155865362,-0.3053435114503844
1964-09-01,1265.0,-4.605744383297861,-10.474168435951881
1964-10-01,1230.0,-20.83921720084414,-13.012729844413018
