DATE,NOCDFSA066MSFRBPHI,3m growth rate,12m growth rate
2009-07-01,-2.6,-99.98772262336844,-80.88235294117648
2009-08-01,6.5,-99.29097531885466,-144.82758620689654
2009-09-01,7.0,-71.73120946059991,9.375
2009-10-01,8.9,13629.876623717655,-131.01045296167246
2009-11-01,11.9,1023.3999985994892,-137.42138364779873
2009-12-01,3.3,-95.0607205331112,-111.22448979591837
2010-01-01,4.2,-95.040508674212,-118.3406113537118
2010-02-01,18.3,459.2635477366446,-157.72870662460568
2010-03-01,6.9,1811.3516836281683,-117.60204081632652
2010-04-01,10.1,3244.1698996302976,-140.8906882591093
2010-05-01,8.0,-96.34779128009863,-135.71428571428572
2010-06-01,8.2,99.46148432348316,-185.41666666666666
2010-07-01,-1.0,-99.99039019655515,-61.53846153846154
2010-08-01,-0.3,-99.99980224609376,-104.61538461538463
2010-09-01,-2.3,-99.38104947658348,-132.85714285714286
2010-10-01,-3.9,23034.41,-143.82022471910113
2010-11-01,8.8,74036364.1975309,-26.050420168067223
2010-12-01,7.4,10615.576345138854,124.24242424242426
2011-01-01,20.1,70454.67595672423,378.57142857142856
2011-02-01,19.7,2411.505976968038,7.650273224043702
2011-03-01,34.0,44464.474450167305,392.75362318840575
2011-04-01,13.7,-78.4176844014574,35.64356435643563
2011-05-01,8.3,-96.84900680789391,3.750000000000009
2011-06-01,-5.2,-99.94528609571246,-163.41463414634148
2011-07-01,4.1,-99.19785448747294,-509.99999999999994
2011-08-01,-17.4,1831.4551309137123,5700.0
2011-09-01,-5.6,34.50509435944118,143.47826086956525
2011-10-01,5.9,328.81761762583625,-251.28205128205127
2011-11-01,1.5,-99.9944770890212,-82.95454545454545
2011-12-01,4.4,-61.88827571845062,-40.54054054054054
2012-01-01,10.6,941.8745137658271,-47.26368159203981
2012-02-01,11.5,345382.71604938275,-41.62436548223351
2012-03-01,-0.1,-99.99997331978687,-100.29411764705883
2012-04-01,0.6,-99.99897344661244,-95.62043795620438
2012-05-01,2.2,-99.86606337170036,-73.49397590361446
2012-06-01,-17.8,100387585500.0,242.3076923076923
2012-07-01,-3.5,115688.96604938275,-185.3658536585366
2012-08-01,1.6,-72.0237688682467,-109.19540229885058
2012-09-01,0.7,-99.9997608270001,-112.5
2012-10-01,-4.7,225.17657642648908,-179.66101694915255
2012-11-01,-7.3,43232.27691650391,-586.6666666666666
2012-12-01,2.6,18932.736359850074,-40.90909090909092
2013-01-01,-2.0,-96.72109713729238,-118.86792452830188
2013-02-01,0.6,-99.99543633706044,-94.78260869565217
2013-03-01,0.1,-99.9997811701271,-200.0
2013-04-01,0.6,-99.19,0.0
2013-05-01,-4.1,217937.1141975308,-286.3636363636363
2013-06-01,11.7,18738871999.999992,-165.73033707865167
2013-07-01,7.6,2574141.9753086413,-317.1428571428571
2013-08-01,9.0,2221.852414269997,462.5
2013-09-01,19.4,655.8984812111502,2671.4285714285716
2013-10-01,23.1,8434.803967822725,-591.4893617021277
2013-11-01,8.8,-8.596957780826065,-220.5479452054795
2013-12-01,12.1,-84.86666794176267,365.38461538461536
2014-01-01,8.0,-98.5614928382848,-500.0
2014-02-01,4.5,-93.16215319725002,650.0
2014-03-01,6.4,-92.17330491662716,6300.0
2014-04-01,17.2,2036.750625,2766.666666666667
2014-05-01,14.6,10980.551281816795,-456.0975609756097
2014-06-01,10.3,570.8555281162262,-11.965811965811957
2014-07-01,29.3,742.0864783123164,285.5263157894737
2014-08-01,15.7,33.71717305483819,74.44444444444444
2014-09-01,13.8,222.23109475260355,-28.865979381443285
2014-10-01,16.9,-88.9318168486801,-26.839826839826852
2014-11-01,29.8,1197.9753555654277,238.63636363636363
2014-12-01,14.7,28.75170632609225,21.487603305785118
2015-01-01,10.5,-85.09917281882043,31.25
2015-02-01,7.9,-99.50609512949468,75.55555555555556
2015-03-01,0.5,-99.99986615237223,-92.1875
2015-04-01,4.3,-97.18734395647904,-75.0
2015-05-01,4.6,-88.50462981065432,-68.49315068493152
2015-06-01,11.0,23425500.0,6.796116504854366
2015-07-01,3.3,-65.31178620808873,-88.73720136518772
2015-08-01,6.9,406.2500000000003,-56.050955414012726
2015-09-01,10.6,-13.771124923160992,-23.188405797101453
2015-10-01,-6.2,1145.9797912339864,-136.68639053254438
2015-11-01,-7.4,32.291065989368526,-124.83221476510067
2015-12-01,-8.5,-58.6522157204358,-157.82312925170066
2016-01-01,-2.4,-97.75468018594054,-122.85714285714286
2016-02-01,-6.5,-40.47127954855535,-182.27848101265823
2016-03-01,4.9,-88.95645214975873,880.0000000000001
2016-04-01,-1.1,-95.58708285108024,-125.5813953488372
2016-05-01,-3.5,-91.59343160253492,-176.08695652173913
2016-06-01,-1.1,-99.74602765993136,-110.00000000000001
2016-07-01,11.6,1236591.0456936,251.5151515151515
2016-08-01,-1.1,-99.02433985839234,-115.94202898550725
2016-09-01,3.2,7061.915169728844,-69.81132075471697
2016-10-01,20.0,783.6657566087597,-422.5806451612903
2016-11-01,20.3,11598709.37777474,-374.3243243243243
2016-12-01,16.5,70586.39993667603,-294.11764705882354
2017-01-01,25.6,168.43545600000002,-1166.6666666666667
2017-02-01,34.5,734.2423418828531,-630.7692307692307
2017-03-01,29.6,935.6930629949212,504.0816326530612
2017-04-01,27.1,25.57908149901777,-2563.6363636363635
2017-05-01,21.3,-85.47078891227518,-708.5714285714287
2017-06-01,27.7,-23.307617077033925,-2618.181818181818
2017-07-01,7.9,-99.27784370443328,-31.89655172413792
2017-08-01,24.1,63.88898159681322,-2290.909090909091
2017-09-01,27.1,-8.3867927940661,746.875
2017-10-01,21.7,5592.860872356081,8.499999999999996
2017-11-01,27.9,79.6174981026819,37.4384236453202
2017-12-01,31.1,73.446041529458,88.4848484848485
2018-01-01,10.3,-94.92413616241858,-59.765625
2018-02-01,28.7,11.97234506478162,-16.81159420289855
2018-03-01,27.5,-38.865098161866655,-7.094594594594595
2018-04-01,19.9,1293.360218122148,-26.568265682656833
2018-05-01,35.3,128.86070667344848,65.7276995305164
2018-06-01,22.3,-56.75970214493545,-19.494584837545126
2018-07-01,28.7,332.6286549063252,263.2911392405063
2018-08-01,13.7,-97.73126669218418,-43.15352697095436
2018-09-01,19.4,-42.72204979980617,-28.413284132841333
2018-10-01,16.6,-88.80807566871518,-23.502304147465424
2018-11-01,13.4,-8.475592762219886,-51.97132616487454
2018-12-01,17.5,-33.7866936223056,-43.7299035369775
2019-01-01,17.7,29.25897665553736,71.84466019417475
2019-02-01,0.6,-99.99959803725064,-97.90940766550523
2019-03-01,2.6,-99.95127619491878,-90.54545454545455
2019-04-01,12.9,-71.7859276454667,-35.175879396984925
2019-05-01,5.7,814406.25,-83.8526912181303
2019-06-01,10.0,21782.98729036097,-55.15695067264574
2019-07-01,23.2,946.147925927435,-19.163763066202087
2019-08-01,23.6,29286.54909183886,72.26277372262774
2019-09-01,24.0,3217.76,23.71134020618557
2019-10-01,23.6,7.076969761664809,42.16867469879517
2019-11-01,11.0,-95.28020942431276,-17.910447761194035
2019-12-01,14.1,-88.08671630859375,-19.428571428571427
2020-01-01,19.1,-57.09721775305488,7.909604519774027
2020-02-01,33.0,8000.0,5400.0
2020-03-01,-19.9,296.7672843803407,-865.3846153846154
2020-04-01,-69.9,17838.05015577403,-641.8604651162791
2020-05-01,-34.8,23.669104569359977,-710.5263157894736
2020-06-01,18.7,-22.02522674983175,86.99999999999999
2020-07-01,28.4,-97.27501160416308,22.413793103448263
2020-08-01,20.9,-86.99027343837889,-11.44067796610171
2020-09-01,27.6,374.53680525512976,15.000000000000014
2020-10-01,44.1,481.4079925641529,86.86440677966101
2020-11-01,38.3,1027.742510144211,248.18181818181816
2020-12-01,5.6,-99.83052104411496,-60.28368794326242
2021-01-01,25.1,-89.50601285028002,31.413612565445014
2021-02-01,25.1,-81.55410254141421,-23.939393939393938
2021-03-01,34.2,139008.06711396298,-271.8592964824121
2021-04-01,32.2,170.8498509065094,-146.06580829756797
2021-05-01,23.3,-25.744470690589203,-166.95402298850576
2021-06-01,24.4,-74.09074763945549,30.48128342245988
2021-07-01,22.4,-76.58098706050937,-21.126760563380287
2021-08-01,24.4,20.263993574602868,16.7464114832536
2021-09-01,18.8,-64.75706314986571,-31.88405797101449
2021-10-01,32.1,321.72374673705974,-27.210884353741495
2021-11-01,47.0,1276.6772207083702,22.71540469973892
2021-12-01,17.1,-31.553216462177524,205.3571428571429
2022-01-01,18.7,-88.48281623098305,-25.4980079681275
2022-02-01,13.6,-99.29892545024973,-45.81673306772909
2022-03-01,22.3,189.2244544941022,-34.7953216374269
2022-04-01,14.0,-68.58437410794345,-56.52173913043479
2022-05-01,12.7,-23.956998546304963,-45.49356223175967
2022-06-01,-10.0,-95.95628491830615,-140.98360655737704
2022-07-01,-19.4,268.71837151187003,-186.60714285714286
2022-08-01,-3.7,-99.2795696298814,-115.16393442622952
2022-09-01,-14.2,306.586896,-175.531914893617
2022-10-01,-14.8,-66.12807010146167,-146.10591900311528
2022-11-01,-15.9,34002.137489788765,-133.82978723404256
2022-12-01,-22.3,508.22753151395233,-230.40935672514618
2023-01-01,-10.9,-70.57888482332895,-158.28877005347596
2023-02-01,-13.6,-46.47371080403915,-200.0
2023-03-01,-28.2,155.72723391007082,-226.45739910313898
2023-04-01,-22.7,1781.0374279387208,-262.14285714285717
2023-05-01,-8.9,-81.65978624341108,-170.07874015748033
