DATE,DTB3,3m growth rate,12m growth rate
1967-03-28,4.17,-64.7015886810579,-9.935205183585316
1967-03-29,4.17,-65.72651940853777,-10.322580645161295
1967-03-30,4.11,-67.418453932348,-12.366737739872068
1967-03-31,4.01,-68.67303428990805,-14.13276231263384
1967-04-03,3.97,-68.27955006329502,-14.623655913978496
1967-04-04,4.0,-65.25525952193489,-13.978494623655923
1967-04-05,3.98,-67.71531167070651,-14.224137931034475
1967-04-06,3.95,-68.67776869484304,-13.943355119825707
1967-04-07,3.87,-70.9195314803066,-14.380530973451322
1967-04-10,3.81,-71.18049426966626,-16.263736263736263
1967-04-11,3.82,-70.65162766252362,-14.92204899777284
1967-04-12,3.84,-69.3291303003597,-13.901345291479828
1967-04-13,3.87,-68.359375,-14.569536423841068
1967-04-14,3.89,-67.70021743295158,-13.555555555555554
1967-04-17,3.89,-67.94939492036788,-14.505494505494498
1967-04-18,3.88,-67.78204384059865,-14.348785871964687
1967-04-19,3.82,-70.65162766252362,-15.486725663716804
1967-04-20,3.79,-71.34253300560216,-15.777777777777779
1967-04-21,3.75,-70.99709698172289,-16.29464285714286
1967-04-24,3.73,-69.7612811553837,-17.841409691629963
1967-04-25,3.73,-70.00055767634483,-18.201754385964907
1967-04-26,3.72,-69.60369062995349,-18.777292576419214
1967-04-27,3.71,-67.66780217356319,-19.17211328976035
1967-04-28,3.73,-65.01608792507871,-19.95708154506438
1967-05-01,3.75,-64.2597063450679,-19.700214132762305
1967-05-02,3.74,-63.75081423316675,-19.742489270386265
1967-05-03,3.74,-63.75081423316675,-19.742489270386265
1967-05-04,3.69,-65.36420510888018,-20.64516129032259
1967-05-05,3.69,-64.48646710377216,-20.815450643776824
1967-05-08,3.65,-66.0014910122797,-21.84154175588865
1967-05-09,3.66,-66.19667724609374,-21.45922746781116
1967-05-10,3.67,-66.38941248309263,-20.734341252699785
1967-05-11,3.65,-66.84178430393075,-21.166306695464364
1967-05-12,3.65,-67.65627682745449,-21.336206896551722
1967-05-15,3.6,-68.62167928523797,-22.413793103448263
1967-05-16,3.63,-66.74056144678147,-21.598272138228946
1967-05-17,3.63,-66.74056144678147,-21.935483870967754
1967-05-18,3.55,-69.83027451331463,-23.655913978494635
1967-05-19,3.54,-71.61779754022852,-24.35897435897435
1967-05-22,3.5,-71.49440413110348,-25.053533190578158
1967-05-23,3.53,-71.4694398397454,-24.411134903640264
1967-05-24,3.51,-71.16722703883734,-24.678111587982844
1967-05-25,3.49,-70.10946328556693,-24.295010845986987
1967-05-26,3.48,-69.68723135115098,-24.511930585683306
1967-05-29,3.46,-70.62939020808943,-24.945770065075923
1967-05-31,3.46,-71.12404205498004,-24.945770065075923
1967-06-01,3.4,-72.84611091883566,-26.247288503253806
1967-06-02,3.39,-72.46941876165201,-26.30434782608695
1967-06-05,3.37,-73.34195893516959,-27.37068965517241
1967-06-06,3.4,-72.61427540037967,-26.881720430107535
1967-06-07,3.41,-70.82938443832,-26.66666666666667
1967-06-08,3.43,-68.81643683349932,-26.07758620689654
1967-06-09,3.45,-65.75712560840212,-25.324675324675326
1967-06-12,3.5,-63.72845876005757,-24.731182795698924
1967-06-13,3.55,-61.26858558146624,-23.655913978494635
1967-06-14,3.61,-57.459879565122726,-22.19827586206896
1967-06-15,3.59,-58.02039387682611,-22.2943722943723
1967-06-16,3.61,-59.66927774363895,-22.19827586206896
1967-06-19,3.58,-61.67461555887722,-22.67818574514039
1967-06-20,3.55,-62.28443620737496,-22.14912280701754
1967-06-21,3.49,-64.45750028643131,-23.12775330396475
1967-06-22,3.38,-69.81387052818344,-25.55066079295154
1967-06-23,3.33,-72.53714984357188,-27.60869565217391
1967-06-26,3.44,-69.26268923138079,-25.05446623093682
1967-06-27,3.67,-59.83381766179998,-19.86899563318778
1967-06-28,3.76,-56.12839959134022,-17.72428884026259
1967-06-29,3.88,-49.38309625823235,-14.912280701754376
1967-06-30,4.0,-43.80831399550017,-12.66375545851528
1967-07-03,4.1,-39.03739667820986,-9.691629955947146
1967-07-05,4.29,-23.69053186690878,-4.666666666666663
1967-07-06,4.21,-26.055654045550348,-5.605381165919288
1967-07-07,4.21,-26.055654045550348,-4.966139954853266
1967-07-10,4.18,-22.148840871654585,-6.487695749440714
1967-07-11,4.22,-16.151471380556394,-4.090909090909101
1967-07-12,4.18,-16.28960731272404,-3.686635944700467
1967-07-13,4.16,-17.12427027155733,-5.022831050228305
1967-07-14,4.18,-17.051471690416875,-3.4642032332563577
1967-07-17,4.17,-18.588428340622944,-4.794520547945202
1967-07-18,4.2,-14.67595939550902,-5.191873589164775
1967-07-19,4.19,-14.707639315018929,-8.515283842794751
1967-07-20,4.21,-10.63307844727447,-9.267241379310342
1967-07-21,4.22,-8.094664833670983,-11.530398322851154
1967-07-24,4.35,6.70430753478275,-6.6523605150214715
1967-07-25,4.32,7.763468412128494,-7.296137339055786
1967-07-26,4.28,3.827321331868161,-8.547008547008538
1967-07-27,4.17,7.00616336979667,-12.025316455696212
1967-07-28,4.15,-0.9580769286278046,-15.132924335378306
1967-07-31,4.12,-4.710588620626055,-15.573770491803273
1967-08-01,4.16,0.9673448363248572,-15.44715447154471
1967-08-02,4.18,0.962688610594653,-15.212981744421905
1967-08-03,4.15,-1.904707397590588,-15.82150101419877
1967-08-04,4.19,1.9323113196475727,-15.524193548387089
1967-08-07,4.15,3.950144971050107,-15.306122448979586
1967-08-08,4.2,20.34267784501245,-13.93442622950819
1967-08-09,4.18,22.897514589717915,-13.636363636363635
1967-08-10,4.17,18.114782503906238,-12.761506276150635
1967-08-11,4.17,20.506904741153733,-12.578616352201255
1967-08-14,4.16,23.02261096093745,-10.729613733905573
1967-08-15,4.2,38.724542592058285,-10.447761194029859
1967-08-16,4.21,49.08312260271377,-11.740041928721167
1967-08-17,4.21,47.52816198856196,-11.368421052631582
1967-08-18,4.25,50.04821133190476,-12.190082644628097
1967-08-21,4.29,51.00290719566794,-11.909650924024639
1967-08-22,4.36,57.81473549945402,-9.917355371900815
1967-08-23,4.39,62.20329628357635,-8.350730688935293
1967-08-24,4.37,60.91585810056026,-8.577405857740583
1967-08-25,4.4,76.01806982197033,-9.465020576131689
1967-08-28,4.45,90.05670867208497,-8.997955010224935
1967-08-29,4.45,98.29646538271612,-9.368635437881878
1967-08-30,4.44,100.76895256079536,-10.121457489878537
1967-08-31,4.38,90.13458222569422,-12.4
1967-09-01,4.34,85.26234567901226,-14.734774066797641
1967-09-05,4.29,78.78600918475178,-15.55118110236221
1967-09-06,4.31,78.26814829489112,-15.32416502946955
1967-09-07,4.3,72.881591308642,-15.019762845849804
1967-09-08,4.31,76.36917029797856,-13.279678068410462
1967-09-11,4.34,81.33118899661224,-14.059405940594061
1967-09-12,4.37,96.7072121009964,-12.94820717131473
1967-09-13,4.36,94.9128592847092,-13.320079522862816
1967-09-14,4.39,109.26019377608624,-12.723658051689867
1967-09-15,4.4,108.87495260967168,-12.698412698412687
1967-09-18,4.47,120.0725296449462,-12.180746561886057
1967-09-19,4.5,131.03543631452385,-11.06719367588932
1967-09-20,4.57,145.7498958530566,-10.03937007874015
1967-09-21,4.58,161.9702104290504,-10.019646365422396
1967-09-22,4.6,157.8723788351051,-11.025145067698261
1967-09-25,4.59,155.63731180328375,-11.560693641618503
1967-09-26,4.54,167.49150805725924,-12.85988483685221
1967-09-27,4.44,147.46787687517107,-14.942528735632177
1967-09-28,4.4,149.768996251562,-16.82419659735349
1967-09-29,4.39,139.19894476653147,-19.152854511970542
1967-10-02,4.4,146.93476681265577,-19.266055045871553
1967-10-03,4.52,181.3533116856834,-17.216117216117222
1967-10-04,4.54,189.67194515351545,-16.849816849816847
1967-10-05,4.51,188.6700798450192,-17.550274223034734
1967-10-06,4.5,186.11831578088533,-19.210053859964095
1967-10-09,4.52,212.34752649034368,-19.141323792486588
1967-10-10,4.54,221.68041369447008,-18.19819819819819
1967-10-11,4.6,247.1456465274324,-16.515426497277687
1967-10-13,4.61,237.97769004950857,-15.412844036697248
1967-10-16,4.64,242.81072947725235,-14.705882352941192
1967-10-17,4.67,243.6299762464556,-13.678373382624775
1967-10-18,4.62,221.5818445474395,-13.48314606741573
1967-10-19,4.57,190.66492162265732,-14.419475655430702
1967-10-20,4.58,177.04384103357827,-14.071294559099435
1967-10-23,4.58,159.07953230884124,-15.808823529411764
1967-10-24,4.57,162.5953346223811,-15.682656826568264
1967-10-25,4.58,159.07953230884124,-14.869888475836424
1967-10-26,4.54,158.63738752508368,-15.298507462686572
1967-10-27,4.53,165.14252988458344,-16.11111111111111
1967-10-30,4.53,183.851438979458,-17.18464351005483
1967-10-31,4.56,231.27798015100132,-16.788321167883225
1967-11-01,4.58,257.8367806705877,-15.808823529411764
1967-11-02,4.57,211.48061964725773,-15.213358070500915
1967-11-03,4.61,148.96565762212117,-14.787430683918668
1967-11-06,4.64,131.9105695638711,-14.074074074074083
1967-11-08,4.66,108.07349611537012,-13.382899628252787
1967-11-09,4.63,79.50807875390625,-12.144212523719155
1967-11-10,4.61,59.83367114557818,-11.175337186897883
1967-11-13,4.62,34.50509435944118,-11.663479923518171
1967-11-14,4.64,47.55146942451465,-11.45038167938932
1967-11-15,4.63,46.28358014767979,-11.809523809523814
1967-11-16,4.6,46.66490309529294,-12.045889101338448
1967-11-17,4.67,49.9746021139248,-10.53639846743295
1967-11-20,4.9,88.83356531669963,-7.0208728652751295
1967-11-21,4.87,87.82029673647574,-8.630393996247655
1967-11-22,4.77,69.57756274025435,-10.506566604127588
1967-11-24,4.91,92.2125536521205,-8.395522388059707
1967-11-27,4.9,85.26234567901238,-8.752327746741152
1967-11-28,4.88,84.00227648106065,-9.963099630996307
1967-11-29,4.9,83.5083949835388,-10.09174311926605
1967-11-30,4.95,89.30888252472877,-8.50277264325323
1967-12-01,5.01,75.95186546789753,-8.073394495412856
1967-12-04,4.92,68.23851404130465,-9.558823529411775
1967-12-05,4.96,80.36473577608763,-7.462686567164189
1967-12-06,4.9,90.65144454298316,-7.37240075614366
1967-12-07,4.91,95.94472736951644,-5.7581573896353095
1967-12-08,4.89,98.44792963362596,-7.3863636363636465
1967-12-11,4.9,92.49125215829513,-7.19696969696969
1967-12-12,4.95,96.65983417868196,-6.072106261859567
1967-12-13,4.96,104.04892876340894,-4.615384615384621
1967-12-14,4.98,99.55438673659177,-4.046242774566478
1967-12-15,5.07,122.76114960240582,-1.74418604651162
1967-12-18,5.05,109.0106187268936,-2.131782945736438
1967-12-19,5.02,108.02222701808262,-2.7131782945736593
1967-12-20,4.97,101.7814948319649,-3.868471953578345
1967-12-21,4.91,92.2125536521205,-4.660194174757281
1967-12-22,4.96,102.09398305381464,-4.431599229287098
1967-12-26,4.98,97.6606455643482,-3.861003861003842
1967-12-27,4.99,97.36666338939705,-2.3483365949119372
1967-12-28,5.01,100.54993249126404,-0.3976143141153132
1967-12-29,5.04,97.77273779691328,0.0
1968-01-02,5.04,90.4991214150244,0.5988023952095967
1968-01-03,5.04,78.55671554122894,2.4390243902439046
1968-01-04,4.99,66.93373156591218,2.886597938144342
1968-01-05,4.96,65.95905685876664,2.268041237113416
1968-01-08,5.02,69.43540404514704,4.149377593360981
1968-01-09,5.1,72.520481058367,5.8091286307053736
1968-01-10,5.08,69.83015470167855,5.613305613305619
1968-01-11,5.07,70.01997848137114,6.066945606694563
1968-01-12,5.08,80.94992486712972,6.2761506276150625
1968-01-15,5.02,79.00120333380613,4.583333333333339
1968-01-16,5.01,86.00376484592607,3.941908713692932
1968-01-17,4.99,79.67725407738129,3.7422037422037535
1968-01-18,5.01,84.27952373068797,3.512396694214881
1968-01-19,5.07,91.47970807240434,5.405405405405417
1968-01-22,5.03,80.43177527127155,5.230125523012541
1968-01-23,5.03,75.52791428356184,5.230125523012541
1968-01-24,5.01,74.34317325188601,4.5929018789143905
1968-01-25,4.91,56.4832608548147,1.2371134020618735
1968-01-26,4.88,51.31033126152576,1.8789144050104456
1968-01-29,4.82,35.194200061627434,-0.20703933747411307
1968-01-30,4.87,37.172100743179385,1.6701461377870652
1968-01-31,4.88,30.02129514185137,3.3898305084745894
1968-02-01,4.84,24.71524222833428,3.198294243070343
1968-02-02,4.86,24.59876862218193,3.404255319148941
1968-02-05,4.91,30.94087126601128,4.02542372881356
1968-02-06,5.02,49.48288020425207,6.581740976645434
1968-02-07,5.03,64.71762046195613,7.4786324786324965
1968-02-08,5.03,70.78952641821334,7.249466950959493
1968-02-09,5.01,69.62615682470424,6.595744680851046
1968-02-13,5.01,68.08934990192344,7.974137931034475
1968-02-14,5.0,49.73601749984788,8.932461873638342
1968-02-15,4.96,42.46339659634282,9.977827050997789
1968-02-16,4.92,41.62967010450114,9.090909090909104
1968-02-19,4.9,40.58347203170256,8.888888888888902
1968-02-20,4.97,46.17456688177016,11.185682326621915
1968-02-21,4.99,45.941488375409904,11.88340807174888
1968-02-23,5.01,40.70825486838958,10.596026490066212
1968-02-26,5.04,42.8625652972142,10.769230769230775
1968-02-27,5.06,41.42628881242256,11.699779249448117
1968-02-28,5.02,33.52031440336418,11.061946902654874
1968-02-29,5.02,39.39492622530503,10.087719298245613
1968-03-01,5.01,44.43954217524813,8.913043478260875
1968-03-04,4.99,40.90949890103444,8.00865800865802
1968-03-05,5.0,42.042433896881136,8.459869848156165
1968-03-06,5.03,46.7598096998286,8.87445887445888
1968-03-07,5.09,52.548948105896585,10.652173913043494
1968-03-08,5.09,57.996591502422,10.173160173160166
1968-03-11,5.09,59.39633127618789,9.698275862068972
1968-03-12,5.14,65.75233987787988,11.982570806100213
1968-03-13,5.25,75.7024603625975,15.638766519823788
1968-03-14,5.45,100.50448752847818,20.044052863436136
1968-03-15,5.37,90.64803901147845,20.674157303370787
1968-03-18,5.26,69.48812492934513,19.27437641723355
1968-03-19,5.31,71.51660122223689,21.510297482837526
1968-03-20,5.26,62.33019481455653,20.642201834862362
1968-03-21,5.25,65.31537612479113,19.863013698630148
1968-03-22,5.19,60.64445142204799,18.22323462414581
1968-03-25,5.15,54.40487706742741,17.848970251716256
1968-03-26,5.1,45.95157373719076,16.972477064220158
1968-03-27,5.13,50.7111890907133,18.47575057736721
1968-03-28,5.15,57.10774293482732,19.489559164733205
1968-03-29,5.17,50.20854872849976,20.79439252336448
1968-04-01,5.13,20.139311939822324,20.990566037735835
1968-04-02,5.19,28.98927047902677,22.405660377358494
1968-04-03,5.19,40.15090782281116,26.58536585365856
1968-04-04,5.27,32.71392462799554,26.682692307692292
1968-04-05,5.24,30.779847866387723,25.65947242206237
1968-04-08,5.26,34.97821749438148,26.74698795180721
1968-04-10,5.34,41.052474033362095,28.057553956834536
1968-04-11,5.44,45.87296250959858,30.455635491606724
1968-04-15,5.41,35.96845319598945,29.736211031175074
1968-04-16,5.37,41.91775477141384,30.656934306569326
1968-04-17,5.33,33.3466563071718,32.91770573566086
1968-04-18,5.34,41.052474033362095,34.50881612090679
1968-04-19,5.53,60.9068588145566,38.25000000000001
1968-04-22,5.51,61.20219791697452,38.44221105527639
1968-04-23,5.49,57.581437418221306,38.98734177215191
1968-04-24,5.5,52.4157902758726,42.1188630490956
1968-04-25,5.5,51.19034289966236,44.356955380577425
1968-04-26,5.51,49.86113737652283,44.24083769633509
1968-04-29,5.48,36.48671984994842,42.70833333333335
1968-04-30,5.51,41.72317817764324,42.377260981912144
1968-05-01,5.48,42.0062193686958,40.87403598971724
1968-05-02,5.48,47.80757063988141,40.87403598971724
1968-05-03,5.54,62.07390287558845,42.78350515463918
1968-05-06,5.48,49.00317685317936,43.455497382198956
1968-05-07,5.52,50.95202377682082,45.646437994722945
1968-05-08,5.53,50.83368546916673,47.46666666666668
1968-05-09,5.55,50.598632749254136,48.7935656836461
1968-05-10,5.55,47.04483917793536,48.7935656836461
1968-05-13,5.53,44.936703538189725,48.655913978494624
1968-05-14,5.6,52.41579027587249,50.94339622641508
1968-05-15,5.67,66.6978709439133,52.010723860589806
1968-05-16,5.78,84.41007638095294,54.13333333333335
1968-05-17,5.8,78.19565310393386,55.08021390374329
1968-05-20,5.82,69.59429317177725,55.61497326203209
1968-05-21,5.92,84.43017475036123,60.433604336043366
1968-05-22,5.86,78.4672890726196,58.80758807588078
1968-05-23,5.8,69.92493994908008,58.904109589041084
1968-05-24,5.72,68.56571482775666,56.284153005464475
1968-05-27,5.67,64.05192549117234,54.495912806539515
1968-05-28,5.72,72.65610236429025,56.71232876712329
1968-05-29,5.73,71.10692414807669,56.98630136986302
1968-05-31,5.68,57.52935888414892,57.77777777777777
1968-06-03,5.65,59.19222434682241,55.6473829201102
1968-06-04,5.66,60.32224457673286,55.9228650137741
1968-06-05,5.65,61.74947800987749,59.1549295774648
1968-06-06,5.66,76.579285938288,59.887005649717516
1968-06-07,5.66,80.96160385928346,61.71428571428572
1968-06-10,5.68,92.84358206189182,60.90651558073654
1968-06-11,5.72,90.31291893017315,62.962962962962976
1968-06-12,5.71,87.4412384201718,63.6103151862464
1968-06-13,5.69,91.01506430186409,63.505747126436795
1968-06-14,5.63,80.08954563584723,62.71676300578035
1968-06-17,5.58,66.80567703629592,61.27167630057804
1968-06-18,5.6,54.85928132418599,64.70588235294117
1968-06-19,5.47,39.85479632597438,61.35693215339231
1968-06-20,5.4,32.83211847979253,60.23738872403561
1968-06-21,5.2,16.054629933806154,52.941176470588246
1968-06-24,5.2,16.054629933806154,52.49266862170088
1968-06-25,5.34,30.10231093760003,55.685131195335266
1968-06-26,5.35,35.35940046677768,55.072463768115924
1968-06-27,5.32,36.70554106301032,52.0
1968-06-28,5.3,36.87343240469178,49.29577464788733
1968-07-01,5.3,29.32364104667664,46.81440443213296
1968-07-02,5.34,31.148354406999168,48.74651810584958
1968-07-03,5.39,33.96895115240317,49.30747922437673
1968-07-05,5.36,27.9195765164403,49.72067039106145
1968-07-08,5.33,23.11380918599839,50.140845070422536
1968-07-09,5.38,31.92109093238138,54.15472779369625
1968-07-10,5.38,31.92109093238138,59.17159763313609
1968-07-11,5.39,33.96895115240317,61.86186186186185
1968-07-12,5.38,35.12226613403562,56.39534883720929
1968-07-15,5.42,38.07566031360003,47.68392370572207
1968-07-16,5.47,39.85479632597438,45.47872340425532
1968-07-17,5.39,25.743032944107732,38.91752577319587
1968-07-18,5.34,21.14176551618716,33.5
1968-07-19,5.29,16.667947837483467,29.02439024390244
1968-07-22,5.27,10.50704983482358,22.843822843822824
1968-07-23,5.26,0.764084398249687,24.940617577197145
1968-07-24,5.24,-14.544673303302648,24.46555819477436
1968-07-25,5.2,-12.074219583514534,24.40191387559809
1968-07-26,5.2,-4.48525997967727,23.222748815165883
1968-07-29,5.19,-8.737713161418359,24.16267942583734
1968-07-30,5.2,-4.48525997967727,25.0
1968-07-31,5.17,-5.957328287205444,23.684210526315795
1968-08-01,4.97,-15.907720805000148,19.18465227817745
1968-08-02,4.9,-18.04878364301741,16.666666666666675
1968-08-05,4.89,-15.480925635468912,16.706443914081138
1968-08-06,4.98,-11.192854562122257,18.289786223277925
1968-08-07,4.96,-13.960517457344512,17.5355450236967
1968-08-08,4.96,-15.284177138536936,14.022988505747126
1968-08-09,4.99,-10.477392754032955,15.509259259259256
1968-08-12,5.05,-10.361190277442557,17.99065420560746
1968-08-13,5.11,-6.024602984001993,22.54196642685853
1968-08-14,5.14,-9.508035777381307,23.85542168674697
1968-08-15,5.17,-5.237387672709703,25.485436893203882
1968-08-16,5.11,-10.928118963511244,22.83653846153846
1968-08-19,5.11,-16.147006275757604,22.248803827751207
1968-08-20,5.14,-20.300265034831057,23.85542168674697
1968-08-21,5.17,-16.598643965759496,23.389021479713602
1968-08-22,5.17,-14.085784349882546,24.57831325301203
1968-08-23,5.15,-12.839426319425751,22.619047619047628
1968-08-26,5.16,-12.816604685828793,23.444976076555047
1968-08-27,5.19,-22.41658248302212,24.460431654676263
1968-08-28,5.2,-20.67556652054281,24.70023980815348
1968-08-29,5.21,-18.892406588744,25.240384615384603
1968-08-30,5.18,-21.319288053001863,23.333333333333318
1968-09-03,5.18,-21.319288053001863,23.040380047505927
1968-09-04,5.19,-21.283996568364472,23.27790973871735
1968-09-05,5.22,-17.669684805886877,22.82352941176471
1968-09-06,5.23,-18.829100236680095,21.911421911421925
1968-09-09,5.24,-16.400647446927195,20.1834862385321
1968-09-10,5.3,-12.50540111929661,20.728929384965845
1968-09-11,5.3,-16.234647680475078,21.281464530892436
1968-09-12,5.3,-12.50540111929661,20.454545454545435
1968-09-13,5.24,-18.79760529579382,17.752808988764034
1968-09-16,5.22,-20.60713272341298,17.303370786516847
1968-09-17,5.2,-22.93779311593325,17.117117117117118
1968-09-18,5.15,-25.85924851799197,17.579908675799103
1968-09-19,5.16,-24.194925082528982,18.89400921658988
1968-09-20,5.17,-27.354274666439427,20.512820512820507
1968-09-23,5.17,-30.87582885435941,19.953596287703036
1968-09-24,5.13,-37.9476680966422,19.30232558139535
1968-09-25,5.11,-39.747977959785416,18.561484918793525
1968-09-26,5.09,-41.49685805457123,17.28110599078341
1968-09-27,5.12,-44.05091131444949,17.162471395881006
1968-09-30,5.16,-39.88147143573536,18.34862385321101
1968-10-01,5.16,-37.35493960674753,17.539863325740335
1968-10-02,5.22,-30.64178672338209,18.63636363636363
1968-10-03,5.21,-28.711634449872715,16.554809843400452
1968-10-04,5.23,-30.108776967446502,16.22222222222223
1968-10-07,5.26,-28.989186370856057,15.098468271334786
1968-10-08,5.35,-21.291472923193695,16.812227074235796
1968-10-09,5.37,-18.39752116098342,16.739130434782613
1968-10-10,5.34,-20.768239962142264,16.33986928104576
1968-10-11,5.26,-24.88110594957749,15.859030837004395
1968-10-14,5.32,-21.94858075863887,19.819819819819816
1968-10-15,5.38,-18.367447197399965,22.272727272727266
1968-10-16,5.37,-20.10790680304998,22.32346241457861
1968-10-17,5.33,-24.60809434977117,21.13636363636362
1968-10-18,5.33,-24.078565878475544,17.920353982300895
1968-10-21,5.36,-21.257337893364426,18.06167400881058
1968-10-22,5.42,-14.105853868544893,20.17738359201775
1968-10-23,5.4,-12.29219476330261,20.000000000000018
1968-10-24,5.4,-13.538467044981218,19.469026548672574
1968-10-25,5.42,-3.6064797475816257,19.383259911894267
1968-10-28,5.46,4.519068739521392,18.695652173913047
1968-10-29,5.51,26.064562472919818,19.5227765726681
1968-10-30,5.5,25.151881608662173,18.534482758620708
1968-10-31,5.48,10.906552562933117,17.34475374732336
1968-11-01,5.46,8.481440319306444,18.181818181818187
1968-11-04,5.52,15.907031099490432,20.78774617067831
1968-11-06,5.51,16.816157596729564,20.305676855895193
1968-11-07,5.45,11.810484842432343,18.99563318777293
1968-11-08,5.46,9.29632079925231,19.474835886214436
1968-11-12,5.46,5.296881712168289,19.213973799126638
1968-11-13,5.41,3.783879695950354,19.16299559471366
1968-11-14,5.4,5.357681064875797,19.20529801324504
1968-11-15,5.42,3.0073094349461598,19.646799116997784
1968-11-18,5.44,4.536148762975101,19.298245614035103
1968-11-19,5.45,4.52759264542375,18.99563318777293
1968-11-20,5.42,3.0073094349461598,18.599562363238498
1968-11-21,5.42,0.0,17.570498915401302
1968-11-22,5.42,-3.6064797475816257,16.81034482758621
1968-11-25,5.42,2.2450014456328216,16.309012875536478
1968-11-26,5.46,9.29632079925231,17.926565874730027
1968-11-27,5.49,16.002323907729576,19.088937093275483
1968-11-29,5.52,20.36877759341218,19.480519480519476
1968-12-02,5.61,29.3923106413962,20.905172413793128
1968-12-03,5.67,37.09041389824554,22.4622030237581
1968-12-04,5.7,44.37302232502369,23.91304347826089
1968-12-05,5.66,40.3629057324673,21.199143468950755
1968-12-06,5.66,41.44783136034636,15.51020408163264
1968-12-09,5.73,47.43653419572367,17.65913757700206
1968-12-10,5.84,62.81305149890588,22.431865828092246
1968-12-11,5.88,95.92224536424804,19.755600814663943
1968-12-12,5.89,108.77421482718988,20.204081632653036
1968-12-13,5.88,109.06140647230282,20.491803278688515
1968-12-16,5.94,102.40834268030676,21.224489795918377
1968-12-17,5.96,108.47708838307418,20.4040404040404
1968-12-18,6.0,114.13038387865572,19.760479041916177
1968-12-19,6.08,120.40027628654384,23.57723577235773
1968-12-20,6.19,125.73405523740024,24.7983870967742
1968-12-23,6.28,128.11559384948646,28.163265306122454
1968-12-24,6.29,124.25911595457274,28.105906313645622
1968-12-26,6.19,105.49460461828356,26.584867075664633
1968-12-27,6.12,105.74158822011196,24.897959183673457
1968-12-30,6.26,125.22351510461488,26.464646464646457
1968-12-31,6.25,118.6087763913863,26.008064516129025
1969-01-02,6.14,98.93505218871668,23.29317269076303
1969-01-03,6.13,97.6422210357907,20.90729783037475
1969-01-06,6.18,107.36,22.376237623762375
1969-01-07,6.25,115.2391473039406,24.50199203187251
1969-01-08,6.19,102.34532025326584,24.547283702213285
1969-01-09,6.15,95.65325999751629,25.254582484725052
1969-01-10,6.11,89.15331102065802,23.18548387096775
1969-01-13,6.13,96.12044007650972,23.092369477911625
1969-01-14,6.18,102.59786358744466,23.847695390781553
1969-01-15,6.13,94.61327748891964,22.3552894211577
1969-01-16,6.05,80.44277050437437,20.039682539682534
1969-01-17,6.07,81.44625496641027,20.43650793650793
1969-01-20,6.01,73.0504528314988,19.246031746031743
1969-01-21,6.09,74.32741573168991,22.044088176352705
1969-01-22,6.13,78.95276772227197,23.588709677419352
1969-01-23,6.16,82.48172188235417,22.709163346613572
1969-01-24,6.17,92.22749575165636,20.98039215686276
1969-01-27,6.13,90.17782931519044,20.669291338582664
1969-01-28,6.16,96.92890865165786,21.499013806706113
1969-01-29,6.16,104.68873051078118,21.259842519685044
1969-01-30,6.17,104.42869187429338,22.908366533864545
1969-01-31,6.19,105.49460461828356,23.55289421157687
1969-02-03,6.19,105.49460461828356,24.048096192384772
1969-02-04,6.2,113.3522845272397,23.752495009980045
1969-02-05,6.2,116.71209843597056,22.2879684418146
1969-02-06,6.2,120.13831028830025,23.260437375745525
1969-02-07,6.15,108.17118729610227,22.266401590457253
1969-02-10,6.14,100.4816731133531,22.554890219560875
1969-02-11,6.08,92.7593754883692,23.828920570264756
1969-02-13,6.08,84.04850966063901,24.590163934426236
1969-02-14,6.05,81.83212132601174,25.518672199170123
1969-02-17,6.06,80.2535145200306,24.435318275153996
1969-02-18,6.15,86.87770262791379,26.024590163934434
1969-02-19,6.14,73.4835723413592,26.859504132231393
1969-02-20,6.07,63.251665817063405,24.89711934156378
1969-02-21,6.02,61.51800320163963,22.606924643584513
1969-02-24,6.0,69.30197519445522,19.521912350597614
1969-02-25,6.09,71.72069651571881,21.073558648111312
1969-02-26,6.1,65.26855783674552,21.27236580516898
1969-02-27,6.19,76.54907776110826,23.55289421157687
1969-02-28,6.19,81.90882137054041,23.55289421157687
1969-03-03,6.17,79.5691885056923,23.4
1969-03-04,6.16,74.44707418510363,24.193548387096776
1969-03-05,6.09,59.394020175417126,23.78048780487805
1969-03-06,6.08,60.7086592114646,24.081632653061224
1969-03-07,6.06,58.6044825483919,21.93158953722334
1969-03-10,6.01,51.18222818380336,20.440881763527052
1969-03-11,6.01,46.800426450051845,19.960079840319356
1969-03-12,5.99,39.66927993604148,18.849206349206348
1969-03-13,6.03,44.48357886046039,19.169960474308322
1969-03-14,6.02,45.63431958629087,19.920318725099605
1969-03-17,6.08,53.76013310257952,21.11553784860558
1969-03-18,5.99,38.65993064605182,19.56087824351298
1969-03-19,5.99,39.66927993604148,20.040080160320638
1969-03-20,5.99,45.92217035301269,19.799999999999997
1969-03-21,5.96,41.97584695529366,18.489065606361834
1969-03-24,5.91,37.27117549873631,16.110019646365426
1969-03-25,5.92,43.38303419858038,16.30648330058939
1969-03-26,5.94,46.41000000000004,16.699410609037347
1969-03-27,5.94,44.260898829813925,15.564202334630362
1969-03-28,5.99,46.99808963677848,14.095238095238095
1969-04-01,5.99,45.92217035301269,9.908256880733934
1969-04-02,6.08,58.34967302493106,13.221601489757905
