DATE,IC4WSA,3m growth rate,12m growth rate
1968-04-13,188500,-46.34851466854024,-29.001883239171377
1968-04-20,184250,-46.81039458017402,-30.471698113207545
1968-04-27,199000,-34.55459069978547,-24.62121212121212
1968-05-04,203500,-24.41412503513192,-22.697056030389362
1968-05-11,209250,-5.08859051567333,-15.025380710659897
1968-05-18,213250,4.830058021628947,-12.061855670103094
1968-05-25,199000,3.5963032197966704,-15.588547189819725
1968-06-01,196500,1.54139742568411,-16.11526147278548
1968-06-08,196000,3.6525940848817,-16.94915254237288
1968-06-15,194750,-2.526720106575564,-16.95095948827292
1968-06-22,193500,-5.968436236015162,-16.594827586206897
1968-06-29,192250,-2.053846884218236,-13.498312710911131
1968-07-06,197750,21.12130753836521,-11.223344556677894
1968-07-13,195750,27.40224965618314,-13.766519823788547
1968-07-20,193500,-10.60534106222102,-16.774193548387096
1968-07-27,196250,-13.506990719316658,-15.591397849462362
1968-08-03,194250,-25.735332110905297,-14.709110867178921
1968-08-10,202250,-19.090789804321272,-7.224770642201839
1968-08-17,205250,13.16714446748528,-3.0696576151121646
1968-08-24,202250,12.228692244970652,-4.935370152761454
1968-08-31,197750,3.619545551698833,-6.721698113207553
1968-09-07,190500,-8.447532316034966,-13.11288483466363
1968-09-14,191250,-4.570664905620426,-13.265306122448983
1968-09-21,190750,-3.0845999897704317,-13.097949886104788
1968-09-28,191000,-12.970297225903204,-11.574074074074069
1968-10-05,190000,-11.242038165201109,-12.037037037037035
1968-10-12,187750,-11.366906942013788,-11.64705882352941
1968-10-19,187750,-16.231426276880832,-13.07870370370371
1968-10-26,186000,-15.936461480944995,-14.18685121107266
1968-11-02,185000,-29.994398341045304,-13.752913752913754
1968-11-09,184250,-35.062237127514585,-14.896073903002305
1968-11-16,184500,-30.74815300248613,-12.24732461355529
1968-11-23,188750,-16.99927755514682,-8.484848484848484
1968-11-30,184000,-12.965513369878169,-7.88485607008761
1968-12-07,185250,-11.970731843739744,-8.064516129032262
1968-12-14,186000,-9.5947627245777,-8.374384236453203
1968-12-21,184250,-13.404262129663811,-12.261904761904763
1968-12-28,199500,21.550625000000025,-7.20930232558139
1969-01-04,200000,28.76570202756199,-7.084785133565619
1969-01-11,199000,26.20963853994236,-9.442548350398184
1969-01-18,199000,31.026918920383583,-9.64812712826334
1969-01-25,191500,14.81224249677593,-11.239860950173808
1969-02-01,194750,24.81876443887801,-11.977401129943498
1969-02-08,196250,28.012735967486613,-10.080183276059563
1969-02-15,196250,16.86671064390566,-7.42924528301887
1969-02-22,196000,28.75170632609234,-6.998813760379596
1969-03-01,195500,24.03783586232901,-0.8871989860583018
1969-03-08,194000,18.34642486957556,-0.8939974457215838
1969-03-15,193250,21.017457443254028,-0.5148005148005175
1969-03-22,190500,-16.860325483238505,-2.8061224489795866
1969-03-29,186000,-25.19479899999998,-5.343511450381677
1969-04-05,183750,-27.306247938645534,-4.915912031047864
1969-04-12,184000,-26.90982757801882,-2.3872679045092826
1969-04-19,185500,-11.955842385656856,0.6784260515603879
1969-04-26,184000,-20.317779754052832,-7.537688442211055
1969-05-03,182750,-24.80466805289524,-10.1965601965602
1969-05-10,181000,-27.64381877968972,-13.500597371565116
1969-05-17,179000,-30.43547268316376,-16.0609613130129
1969-05-24,179750,-28.535797878690715,-9.67336683417085
1969-05-31,182250,-22.113313498014698,-7.25190839694656
1969-06-07,184500,-16.917898794459006,-5.867346938775508
1969-06-14,185250,-10.57623590927631,-4.878048780487809
1969-06-21,188000,4.370946079003235,-2.84237726098191
1969-06-28,192000,19.205288675185876,-0.13003901170350884
1969-07-05,200750,41.69382487165336,1.5170670037926604
1969-07-12,207750,57.32164324378879,6.130268199233724
1969-07-19,211500,74.57023430116654,9.302325581395344
1969-07-26,208750,70.24579510894068,6.369426751592355
1969-08-02,201000,52.07923883860275,3.474903474903468
1969-08-09,199250,53.52573893155959,-1.4833127317676165
1969-08-16,197500,45.74471107879958,-3.7758830694275325
1969-08-23,199250,42.86412062576328,-1.4833127317676165
1969-08-30,199000,35.34020303175991,0.6321112515802696
1969-09-06,193750,19.655861541349,1.7060367454068137
1969-09-13,196250,18.74279427905887,2.614379084967311
1969-09-20,195250,6.944697253969401,2.3591087811271283
1969-09-27,194750,-11.429795060957192,1.963350785340312
1969-10-04,197500,-18.3221551347842,3.9473684210526327
1969-10-11,195250,-27.36888967463336,3.9946737683089317
1969-10-18,196250,-21.88530794040617,4.52729693741678
1969-10-25,199250,-3.437368931668683,7.123655913978499
1969-11-01,200500,2.53312348164152,8.378378378378383
1969-11-08,203250,12.164084834894153,10.312075983717772
1969-11-15,202750,7.213662294047518,9.891598915989164
1969-11-22,205750,14.273905376562944,9.006622516556284
1969-11-29,206750,29.662749978068724,12.364130434782616
1969-12-06,204500,17.905642089306028,10.391363022941968
1969-12-13,210750,35.73947432902131,13.306451612903224
1969-12-20,214500,47.16323317314684,16.417910447761198
1969-12-27,219750,53.26646300966611,10.15037593984962
1970-01-03,226750,81.89678068331072,13.375000000000004
1970-01-10,231750,94.46449027721351,16.4572864321608
1970-01-17,240750,113.14338708301884,20.97989949748744
1970-01-24,249000,137.87011391787533,30.02610966057442
1970-01-31,251250,133.50816158888418,29.01155327342748
1970-02-07,254750,149.23746143905404,29.808917197452224
1970-02-14,254000,132.26057182851903,29.42675159235668
1970-02-21,257750,141.55310416951497,31.505102040816336
1970-02-28,258500,155.3106553218391,32.22506393861892
1970-03-07,260000,131.64506837681188,34.020618556701024
1970-03-14,261500,120.89077896708244,35.31694695989651
1970-03-21,259750,95.21208045566635,36.3517060367454
1970-03-28,268250,95.87081916603168,44.22043010752687
1970-04-04,271000,86.98130745471715,47.48299319727891
1970-04-11,279500,81.66115274202899,51.902173913043484
1970-04-18,307000,131.07667699296988,65.49865229110512
1970-04-25,325250,180.83093067599413,76.7663043478261
1970-05-02,340500,219.16237950463616,86.3201094391245
1970-05-09,343750,235.4563064616404,89.9171270718232
1970-05-16,326000,155.9031928076786,82.12290502793296
1970-05-23,312750,114.26295182632242,73.99165507649512
1970-05-30,304500,88.12902121911219,67.07818930041152
1970-06-06,300250,73.79820691069767,62.7371273712737
1970-06-13,299000,75.57493988109465,61.403508771929815
1970-06-20,299000,54.35682281584098,59.04255319148937
1970-06-27,296500,43.29189537984941,54.42708333333333
1970-07-04,290500,16.696356855913265,44.707347447073474
1970-07-11,288000,-22.550886850072303,38.62815884476534
1970-07-18,287500,-38.950491034741816,35.93380614657211
1970-07-25,286500,-49.87780979730321,37.245508982035936
1970-08-01,282500,-54.38549343241584,40.54726368159205
1970-08-08,277000,-47.87468698053042,39.02132998745296
1970-08-15,278500,-37.12014601043428,41.0126582278481
1970-08-22,282500,-25.91596627890307,41.78168130489335
1970-08-29,291500,-11.157213375654951,46.482412060301506
1970-09-05,306000,9.698566554384612,57.935483870967744
1970-09-12,304000,6.85862488313993,54.90445859872612
1970-09-19,309500,18.72544952936459,58.51472471190782
1970-09-26,318500,44.495126576433286,63.54300385109115
1970-10-03,325000,62.167377250984245,64.55696202531647
1970-10-10,333750,81.60746713312199,70.9346991037132
1970-10-17,336000,89.17276181592915,71.21019108280255
1970-10-24,335250,98.33590283997302,68.25595984943537
1970-10-31,329500,100.2177605553575,64.33915211970074
1970-11-07,331750,101.34596379255832,63.222632226322276
1970-11-14,326750,78.97343619078883,61.159062885326755
1970-11-21,322750,50.28331536772901,56.865127582017
1970-11-28,325250,27.63903585434935,57.31559854897219
1970-12-05,318250,20.11004090309143,55.62347188264059
1970-12-12,316250,9.013309214052368,50.05931198102016
1970-12-19,310000,-10.255254844396957,44.522144522144515
1970-12-26,306000,-21.4127191983474,39.249146757679185
1971-01-02,304750,-30.483202043967797,34.39911797133406
1971-01-09,300250,-36.23608785370794,29.55771305285868
1971-01-16,302750,-33.493903039627526,25.75285565939771
1971-01-23,300500,-30.823875174509595,20.68273092369477
1971-01-30,297750,-35.112154477871925,18.507462686567155
1971-02-06,299750,-29.176989737767435,17.664376840039253
1971-02-13,295500,-29.730811665700465,16.33858267716535
1971-02-20,284500,-41.45903704306623,10.378273520853543
1971-02-27,284000,-36.583873589717406,9.864603481624767
1971-03-06,284250,-34.73508800959736,9.326923076923066
1971-03-13,285500,-28.05880044890694,9.177820267686432
1971-03-20,291250,-17.93121002651543,12.127045235803656
1971-03-27,293750,-13.674988682792932,9.506057781919841
1971-04-03,294250,-7.756914451355323,8.579335793357924
1971-04-10,292250,-13.167666534700906,4.561717352415018
1971-04-17,290500,-12.661316448649806,-5.374592833876224
1971-04-24,287500,-13.07507683278677,-11.606456571867795
1971-05-01,285250,-17.990182531256682,-16.226138032305435
1971-05-08,288750,-8.828724490805973,-16.000000000000004
1971-05-15,288750,6.110628935046503,-11.426380368098155
1971-05-22,290500,9.47405039866467,-7.114308553157478
1971-05-29,292750,12.508600248601809,-3.8587848932676527
1971-06-05,294750,13.60326275094379,-1.831806827643634
1971-06-12,297500,8.86396403545444,-0.5016722408026753
1971-06-19,298500,6.626668659483315,-0.16722408026755842
1971-06-26,296500,3.0938847177234496,0.0
1971-07-03,290500,-2.3737814774261623,0.0
1971-07-10,282750,-10.251766851659216,-1.822916666666663
1971-07-17,286250,-1.7278211198501925,-0.43478260869564966
1971-07-24,289500,6.094204281517657,1.0471204188481575
1971-07-31,297250,12.305100690112148,5.221238938053108
1971-08-07,318500,48.03001225208088,14.981949458483745
1971-08-14,321500,50.016615135341326,15.439856373429084
1971-08-21,325500,52.832725003296055,15.221238938053094
1971-08-28,325250,48.270231576969366,11.578044596912518
1971-09-04,327750,47.30684270822197,7.107843137254899
1971-09-11,324500,39.66303090853207,6.743421052631571
1971-09-18,320000,35.67540369648763,3.392568659127626
1971-09-25,320250,47.697113141655365,0.5494505494505475
1971-10-02,305250,35.835171707807056,-6.07692307692308
1971-10-09,305500,29.73670894999412,-8.464419475655427
1971-10-16,304750,22.794972139008078,-9.300595238095234
1971-10-23,301250,5.492301946696543,-10.14168530947055
1971-10-30,297250,-24.13355982240454,-9.787556904400606
1971-11-06,294250,-29.83153484146416,-11.303692539562926
1971-11-13,293250,-34.120831122442866,-10.252486610558531
1971-11-20,288250,-38.31095558348358,-10.689388071262584
1971-11-27,287000,-41.20278096568524,-11.760184473481939
1971-12-04,286500,-39.23693103799919,-9.976433621366853
1971-12-11,282750,-39.04483080204577,-10.592885375494077
1971-12-18,281500,-40.30237644247183,-9.193548387096772
1971-12-25,273000,-36.02240686676039,-10.784313725490192
1972-01-01,268000,-40.77646618319057,-12.059064807219034
1972-01-08,271750,-36.77288673280084,-9.492089925062452
1972-01-15,267000,-38.29266038191047,-11.808422791081751
1972-01-22,271750,-30.146083959053318,-9.567387687188022
1972-01-29,269250,-29.893713743762305,-9.571788413098236
1972-02-05,264500,-33.81636406664044,-11.759799833194329
1972-02-12,268500,-24.716483595852544,-9.137055837563457
1972-02-19,267250,-24.81291136206849,-6.063268892794371
1972-02-26,263500,-28.44763828927201,-7.2183098591549255
1972-03-04,258750,-29.86884692900353,-8.970976253298158
1972-03-11,258250,-29.165028416390392,-9.544658493870406
1972-03-18,260250,-17.412871818612828,-10.643776824034335
1972-03-25,262750,-7.60856283555581,-10.553191489361701
1972-04-01,263000,-12.270675996209835,-10.620220900594735
1972-04-08,265500,-2.228324833822881,-9.153122326775021
1972-04-15,263750,-11.26567250605035,-9.20826161790017
1972-04-22,262500,-9.657025981523915,-8.695652173913048
1972-04-29,264250,-0.3775361526567766,-7.361963190184051
1972-05-06,263500,-7.243293874092005,-8.744588744588743
1972-05-13,265250,-2.96001633104962,-8.138528138528134
1972-05-20,267250,5.815278015587855,-8.003442340791732
1972-05-27,267750,14.655920183246929,-8.539709649871908
1972-06-03,266000,12.555112335547848,-9.754028837998307
1972-06-10,266500,9.957764220820886,-10.420168067226887
1972-06-17,268500,9.045126676160264,-10.050251256281406
1972-06-24,273250,16.52461817672828,-7.8414839797639075
1972-07-01,294750,51.89978298492548,1.462994836488818
1972-07-08,302000,71.89288416416883,6.808134394341292
1972-07-15,312750,101.49860438817164,9.257641921397376
1972-07-22,310250,90.01468968919701,7.167530224525054
1972-07-29,284500,35.895978394026514,-4.289318755256522
1972-08-05,272750,11.798883586811185,-14.364207221350078
1972-08-12,254750,-17.436914423700458,-20.762052877138416
1972-08-19,249750,-24.29857240960246,-23.271889400921665
1972-08-26,253500,-17.513038123869872,-22.05995388162951
1972-09-02,255500,-15.515942312815223,-22.044241037376043
1972-09-09,258750,-13.752945163028697,-20.261941448382125
1972-09-16,259250,-18.97213837557149,-18.984374999999996
1972-09-23,257500,-41.75030195046913,-19.594067135050743
1972-09-30,255750,-48.56783598431606,-16.216216216216218
1972-10-07,256750,-54.579434646598415,-15.957446808510634
1972-10-14,254750,-54.54207476359312,-16.406890894175554
1972-10-21,255250,-35.206130014021575,-15.269709543568466
1972-10-28,251000,-28.28073190420325,-15.55929352396972
1972-11-04,249000,-8.727358890303849,-15.378079864061167
1972-11-11,247000,-4.33219151674229,-15.771526001705027
1972-11-18,250500,-4.650358141899602,-13.096270598438853
1972-11-25,250750,-7.231582353628596,-12.630662020905925
1972-12-02,243500,-21.57140619527267,-15.008726003490402
1972-12-09,246000,-18.92903021221025,-12.997347480106104
1972-12-16,244000,-19.378593244774343,-13.321492007104796
1972-12-23,246750,-13.350497044299258,-9.615384615384615
1972-12-30,246500,-15.037773407895816,-8.022388059701491
1973-01-06,240000,-21.22503912742394,-11.683532658693652
1973-01-13,235500,-27.53961406484253,-11.79775280898876
1973-01-20,231250,-27.950316112516735,-14.903403863845444
1973-01-27,228500,-29.08347781306393,-15.13463324048282
1973-02-03,229000,-26.11536769979061,-13.421550094517954
1973-02-10,224250,-35.77577296582507,-16.480446927374302
1973-02-17,221000,-39.659996925073045,-17.305893358278766
1973-02-24,222000,-30.909865904061128,-15.749525616698289
1973-03-03,221250,-34.56762426363586,-14.492753623188403
1973-03-10,222000,-31.47444014054472,-14.036786060019358
1973-03-17,225000,-30.864449219253032,-13.544668587896258
1973-03-24,228500,-26.16247631582094,-13.035204567078972
1973-03-31,227750,-18.90602744761808,-13.403041825095052
1973-04-07,232250,-5.406946518081435,-12.523540489642182
1973-04-14,232750,2.619948642072889,-11.753554502369667
1973-04-21,235500,12.828503582482288,-10.285714285714286
1973-04-28,239000,18.645063861098343,-9.555345316934716
1973-05-05,239250,29.562100088952683,-9.20303605313093
1973-05-12,241250,42.00387426614336,-9.048067860508958
1973-05-19,239750,36.026199906461606,-10.289990645463053
1973-05-26,240250,39.03382402492541,-10.270774976657327
1973-06-02,236250,28.255314782875708,-11.184210526315786
1973-06-09,238250,25.719187270385667,-10.600375234521575
1973-06-16,238250,18.19165653477375,-11.266294227188078
1973-06-23,239250,21.77951587427169,-12.442817932296435
1973-06-30,240500,14.984005191140517,-18.405428329092455
1973-07-07,241000,14.950115422825982,-20.198675496688743
1973-07-14,239750,7.4164554927117265,-23.341326938449235
1973-07-21,239500,0.8394497525330058,-22.804190169218373
1973-07-28,242750,5.981281971185526,-14.674868189806677
1973-08-04,244750,5.930619919616875,-10.265811182401464
1973-08-11,253000,24.00740553075704,-0.6869479882237517
1973-08-18,257250,31.45222707989317,3.003003003003002
1973-08-25,258250,42.78219431949226,1.8737672583826415
1973-09-01,254750,30.71491158127064,-0.29354207436399493
1973-09-08,251500,24.17104049696577,-2.801932367149762
1973-09-15,248250,15.917563195311724,-4.243008678881388
1973-09-22,246250,9.911879359772849,-4.3689320388349495
1973-09-29,248000,12.134319803167967,-3.0303030303030276
1973-10-06,244000,7.281501193842077,-4.965920155793569
1973-10-13,244250,8.172338512872223,-4.121687929342488
1973-10-20,245000,3.759383612756939,-4.015670910871694
1973-10-27,241500,-5.206679045158191,-3.784860557768921
1973-11-03,244000,-13.487827009465612,-2.008032128514059
1973-11-10,253000,-6.446389899324279,2.429149797570851
1973-11-17,254250,-6.053084530391583,1.4970059880239583
1973-11-24,253750,-1.5609456614944506,1.1964107676968982
1973-12-01,256250,7.771403501151775,5.236139630390135
1973-12-08,252250,6.602569036599992,2.5406504065040636
1973-12-15,256750,18.178058920838392,5.225409836065564
1973-12-22,280000,62.48953732508525,13.475177304964546
1973-12-29,291000,102.30781081774848,18.052738336713993
1974-01-05,291750,103.56596546258324,21.562499999999996
1974-01-12,308750,152.2107116777534,31.104033970276014
1974-01-19,307500,162.8523959776225,32.97297297297297
1974-01-26,305250,144.94207077692502,33.588621444201316
1974-02-02,313500,135.75889969661338,36.89956331877728
1974-02-09,320750,153.29278187575994,43.032329988851735
1974-02-16,318250,147.4283423709598,44.004524886877824
1974-02-23,318500,138.66143656687737,43.46846846846846
1974-03-02,318250,153.36635854749775,43.841807909604526
1974-03-09,302250,92.05403192871412,36.14864864864864
1974-03-16,303250,37.58500779812459,34.77777777777777
1974-03-23,308750,26.723135218906435,35.120350109409195
1974-03-30,314250,34.6039134162432,37.980241492864984
1974-04-06,312000,4.277476078298981,34.33799784714746
1974-04-13,307500,0.0,32.11600429645542
1974-04-20,303000,-2.915963795301879,28.6624203821656
1974-04-27,293000,-23.70074441929867,22.59414225941423
1974-05-04,290750,-32.48314046362363,21.525600835945657
1974-05-11,290500,-30.575797812726343,20.41450777202072
1974-05-18,291000,-30.31581753588113,21.376433785192916
1974-05-25,297500,-23.638538660016007,23.829344432882404
1974-06-01,295250,-8.946973252412727,24.973544973544982
1974-06-08,299750,-4.53734056723486,25.81322140608604
1974-06-15,301000,-9.668729765812955,26.337880377754463
1974-06-22,300750,-16.107835721856244,25.705329153605017
1974-06-29,312500,0.642568214996464,29.93762993762994
1974-07-06,311750,5.644129317315683,29.35684647302905
1974-07-13,312000,12.421108198497157,30.135557872784148
1974-07-20,310750,26.52433630004507,29.749478079331947
1974-07-27,309500,28.39961449700754,27.49742533470649
1974-08-03,315500,39.12747632872495,28.90704800817161
1974-08-10,326250,57.99019147846265,28.952569169960473
1974-08-17,333500,57.91939544911209,29.640427599611275
1974-08-24,339250,74.30899550863481,31.364956437560497
1974-08-31,343000,71.45087784552302,34.641805691854756
1974-09-07,343750,70.10020811984108,36.67992047713717
1974-09-14,350000,83.42124347662316,40.98690835850958
1974-09-21,356750,69.84620221403132,44.8730964467005
1974-09-28,360750,79.30793559059927,45.46370967741935
1974-10-05,366000,89.3677266420994,50.0
1974-10-12,380000,123.60928720098818,55.57830092118732
1974-10-19,384750,138.82066350502367,57.04081632653062
1974-10-26,396750,150.07500570617376,64.28571428571428
1974-11-02,405500,138.649952797527,66.18852459016394
1974-11-09,412500,134.05205494888546,63.043478260869556
1974-11-16,427500,152.15352914451503,68.14159292035397
1974-11-23,453500,205.58545936397192,78.7192118226601
1974-11-30,470500,250.96813159479888,83.60975609756099
1974-12-07,492250,291.2647489462983,95.14370664023785
1974-12-14,507500,309.5323931123714,97.66309639727362
1974-12-21,508250,293.9890848177732,81.51785714285715
1974-12-28,524000,320.1465544869002,80.06872852233677
1975-01-04,506000,214.3892450948043,73.43616109682947
1975-01-11,517000,226.0225638208336,67.44939271255062
1975-01-18,530500,219.64933940094323,72.52032520325203
1975-01-25,535000,203.00632483979768,75.26617526617527
1975-02-01,560750,241.4926159891055,78.8676236044657
1975-02-08,558500,191.30519758190172,74.12314886983633
1975-02-15,547250,112.04787048979226,71.95600942655145
1975-02-22,544500,79.37132874514505,70.95761381475667
1975-03-01,541250,46.16679968333752,70.07069913589945
1975-03-08,542750,30.81427607321483,79.56989247311827
1975-03-15,543000,30.28360558562841,79.06018136850783
1975-03-22,544500,16.59136542272426,76.35627530364373
1975-03-29,546750,36.31796666396336,73.9856801909308
1975-04-05,543250,21.909280358065075,74.11858974358974
1975-04-12,540500,7.755945066080594,75.77235772357724
1975-04-19,535750,0.5619279082228923,76.8151815181518
1975-04-26,525250,-23.01836774252618,79.26621160409557
1975-05-03,517250,-26.42855473923995,77.90197764402407
1975-05-10,514000,-22.17674436018101,76.93631669535283
1975-05-17,509750,-23.186527010819123,75.17182130584192
1975-05-24,504750,-24.366591458703645,69.66386554621849
1975-05-31,497250,-29.54694356287653,68.41659610499578
1975-06-07,502750,-26.513257127889755,67.72310258548791
1975-06-14,498500,-29.746314174556037,65.61461794019934
1975-06-21,499500,-30.339465345107254,66.08478802992519
1975-06-28,495500,-30.78890898791544,58.55999999999999
1975-07-05,469000,-43.30972317525445,50.44105854049719
1975-07-12,456250,-47.402779919830586,46.233974358974365
1975-07-19,443250,-49.28566527110336,42.63877715205149
1975-07-26,442000,-46.680375772134816,42.810985460420035
1975-08-02,449750,-41.3818359375,42.55150554675118
1975-08-09,453000,-37.63170519968663,38.850574712643684
1975-08-16,452750,-35.26658399688567,35.75712143928036
1975-08-23,453500,-30.81531014520027,33.67722918201916
1975-08-30,451500,-34.9536844677236,31.63265306122449
1975-09-06,448500,-34.47769923587055,30.472727272727273
1975-09-13,451500,-33.24419331303581,29.000000000000004
1975-09-20,445500,-34.654422837583255,24.87736510161178
1975-09-27,445250,-18.7685245395668,23.42342342342343
1975-10-04,440000,-13.503368234673395,20.21857923497268
1975-10-11,433250,-8.723430694340683,14.01315789473685
1975-10-18,426000,-13.712215360780975,10.72124756335282
1975-10-25,421250,-23.03824413954366,6.175173282923763
1975-11-01,418250,-27.33069770894048,3.1442663378544955
1975-11-08,414750,-29.577450644977898,0.5454545454545379
1975-11-15,410250,-33.02924526218567,-4.035087719298247
1975-11-22,404000,-35.894625471862426,-10.91510474090408
1975-11-29,397250,-38.45314949265062,-15.568544102019132
1975-12-06,386750,-46.161832303593584,-21.432199085830373
1975-12-13,382250,-45.80001793284092,-24.67980295566502
1975-12-20,373250,-50.61630825917041,-26.561731431382196
1975-12-27,374250,-47.65966112693243,-28.578244274809162
1976-01-03,371500,-45.93938439428974,-26.58102766798419
1976-01-10,380000,-36.68654841968537,-26.49903288201161
1976-01-17,381250,-32.90660721092187,-28.13383600377003
1976-01-24,374250,-35.893297623308875,-30.046728971962622
1976-01-31,373500,-34.23166523032515,-33.39277753009362
1976-02-07,361250,-39.87749541301463,-35.31781557743957
1976-02-14,354750,-40.54831663947133,-35.175879396984925
1976-02-21,350750,-39.22358270750345,-35.583103764921944
1976-02-28,348250,-34.257954758723926,-35.65819861431871
1976-03-06,347000,-32.09090812630156,-36.06632888070014
1976-03-13,351000,-21.795958001616636,-35.35911602209944
1976-03-20,356250,-17.894498897141265,-34.57300275482093
1976-03-27,360500,-11.328142976720578,-34.06492912665752
1976-04-03,368500,-11.566750753607934,-32.16751035434883
1976-04-10,371750,-9.60081827318281,-31.22109158186864
1976-04-17,370000,-4.465626435196701,-30.937937470835276
1976-04-24,370250,-3.435422609649119,-29.509757258448353
1976-05-01,371500,11.841723068100007,-28.177863702271633
1976-05-08,377000,27.548625915295567,-26.65369649805448
1976-05-15,382250,41.0584987789786,-25.01226091221187
1976-05-22,389000,55.68038785922545,-22.932144626052498
1976-05-29,393250,64.95178745400685,-20.915032679738566
1976-06-05,390000,52.4157902758726,-22.42665340626554
1976-06-12,396250,53.05855497361165,-20.511534603811434
1976-06-19,397500,47.81804555297568,-20.420420420420417
1976-06-26,393750,30.356382046658005,-20.534813319878907
1976-07-03,396750,29.7369945387157,-15.405117270788915
1976-07-10,388000,20.926088719165502,-14.958904109589044
1976-07-17,389750,22.790347002031908,-12.069937958262834
1976-07-24,391500,23.33654918217152,-11.425339366515841
1976-07-31,390000,14.523082056495262,-13.285158421345189
1976-08-07,391500,10.03658137643204,-13.576158940397354
1976-08-14,385500,-3.550690176745308,-14.85367200441745
1976-08-21,387000,-6.207322272955418,-14.663726571113568
1976-08-28,388500,-1.5296085352403566,-13.953488372093027
1976-09-04,399250,3.062956906221337,-10.981047937569677
1976-09-11,399500,2.0278189023576365,-11.5171650055371
1976-09-18,400250,6.768488654206428,-10.157126823793494
1976-09-25,407500,11.286558087274212,-8.478382930937677
1976-10-02,404250,17.834703113183092,-8.125000000000004
1976-10-09,411250,23.95930949951828,-5.077899596076163
1976-10-16,411250,21.757739969034763,-3.462441314553988
1976-10-23,407750,19.48611778949154,-3.2047477744807096
1976-10-30,409250,19.40642249707572,-2.1518230723251652
1976-11-06,404000,20.62239044627805,-2.591922845087402
1976-11-13,399000,12.992006969622729,-2.7422303473491727
1976-11-20,398750,10.9784594147156,-1.299504950495045
1976-11-27,389500,-9.416280643374286,-1.950912523599746
1976-12-04,392500,-6.826693096677483,1.4867485455720697
1976-12-11,395500,-4.663195978249046,3.466317854807066
1976-12-18,384750,-20.529844700504995,3.0810448760884235
1976-12-25,373750,-26.93242550555537,-0.13360053440213404
1977-01-01,368250,-35.70941490130408,-0.8748317631224745
1977-01-08,373500,-31.96399869987233,-1.7105263157894735
1977-01-15,374250,-29.03056345374092,-1.8360655737704956
1977-01-22,396750,-11.669032087616738,6.012024048096198
1977-01-29,407250,3.2568593556859597,9.036144578313255
1977-02-05,444500,54.02651119964838,23.044982698961935
1977-02-12,471750,95.90469805882915,32.98097251585623
1977-02-19,465750,104.44740674423213,32.78688524590163
1977-02-26,450750,73.93392495073203,29.43287867910984
1977-03-05,399750,4.368138700965596,15.201729106628248
1977-03-12,369250,-15.16647719666615,5.199430199430188
1977-03-19,361750,-12.237425676407444,1.543859649122803
1977-03-26,360250,-8.410658646897096,-0.06934812760055475
1977-04-02,357500,-16.065257977311397,-2.985074626865669
1977-04-09,362750,-11.736235100707814,-2.420981842636183
1977-04-16,360750,-31.64699418743353,-2.500000000000002
1977-04-23,365500,-35.12084972703978,-1.282916948008106
1977-04-30,371750,-51.07657564088891,0.06729475100941684
1977-05-07,373750,-60.60172838062851,-0.8620689655172376
1977-05-14,378750,-56.26802292503535,-0.915631131458472
1977-05-21,378750,-50.14971742243757,-2.63496143958869
1977-05-28,380250,-18.13033727905511,-3.3057851239669422
1977-06-04,375000,6.375852846923058,-3.8461538461538436
1977-06-11,369250,8.554506358275482,-6.813880126182969
1977-06-18,365250,5.668353519934488,-8.113207547169809
1977-06-25,361250,4.262284968269925,-8.253968253968258
1977-07-02,358000,-5.135783940477556,-9.766855702583488
1977-07-09,358750,-2.199228684865051,-7.538659793814428
1977-07-16,360500,-5.360693097416114,-7.504810776138548
1977-07-23,360500,-11.566427980226724,-7.918263090676881
1977-07-30,364250,-9.786104485605252,-6.602564102564101
1977-08-06,368500,-10.393523009258542,-5.874840357598976
1977-08-13,366750,-12.083594387071416,-4.863813229571989
1977-08-20,367250,-12.98976793806068,-5.10335917312662
1977-08-27,367250,-8.013912542795087,-5.469755469755466
1977-09-03,366250,-3.210439570182344,-8.265497808390732
1977-09-10,366250,1.0996460256133878,-8.322903629536926
1977-09-17,365000,4.217352129689656,-8.806995627732672
1977-09-24,368750,12.56309073689299,-9.509202453987731
1977-10-01,362250,3.9599202338768342,-10.389610389610393
1977-10-08,363750,3.6551612920538767,-11.550151975683887
1977-10-15,362750,2.520002527055998,-11.793313069908818
1977-10-22,361500,-2.9858763947351097,-11.342734518700182
1977-10-29,361750,-7.128129976022324,-11.60659743433109
1977-11-05,362000,-5.080860575820734,-10.396039603960395
1977-11-12,356000,-11.701612204619693,-10.77694235588973
1977-11-19,352250,-15.363676615952905,-11.661442006269596
1977-11-26,353500,-13.214506162728966,-9.242618741976894
1977-12-03,353750,-12.968742086151044,-9.87261146496815
1977-12-10,361250,-4.046689004765314,-8.65992414664981
1977-12-17,361000,-8.145446235778897,-6.172839506172845
1977-12-24,358500,-4.076931410228046,-4.080267558528428
1977-12-31,357750,-6.436477954000342,-2.851323828920571
1978-01-07,353250,-10.071158716931215,-5.421686746987953
1978-01-14,349250,-12.881086073282011,-6.68002672010688
1978-01-21,351250,-11.11444827496959,-11.468178954001262
1978-01-28,351000,-11.611821568700496,-13.812154696132595
1978-02-04,354500,-1.674771084303639,-20.24746906636671
1978-02-11,362000,11.539906218836936,-23.26444091149974
