DATE,IC4WSA,3m growth rate,12m growth rate
1978-02-18,381250,35.29499685428015,-18.142780461621044
1978-02-25,383250,37.766257268333625,-14.975041597337768
1978-03-04,382000,25.03224483389257,-4.4402751719824884
1978-03-11,378500,20.846681144088365,2.5050778605280932
1978-03-18,358000,-0.5567140275040461,-1.0366275051831408
1978-03-25,349000,-9.430256433674922,-3.1228313671061714
1978-04-01,343500,-10.591608146706422,-3.9160839160839123
1978-04-08,340000,-10.18062907722298,-6.271536871123362
1978-04-15,330500,-21.61724506766821,-8.385308385308388
1978-04-22,326500,-25.13061312678841,-10.670314637482903
1978-04-29,324250,-30.0069399574206,-12.777404169468731
1978-05-06,321500,-37.78578482681587,-13.979933110367892
1978-05-13,324750,-47.35498793399,-14.25742574257426
1978-05-20,328500,-46.02249062890464,-13.267326732673268
1978-05-27,327000,-46.30454102173604,-14.003944773175547
1978-06-03,321000,-48.26831859337881,-14.400000000000002
1978-06-10,323250,-33.53055881495132,-12.457684495599185
1978-06-17,321250,-28.20886201698545,-12.046543463381242
1978-06-24,324250,-20.60137647666368,-10.242214532871973
1978-07-01,333750,-7.152667857268646,-6.773743016759781
1978-07-08,340000,12.003040613561522,-5.226480836236935
1978-07-15,346500,26.84700378722609,-3.8834951456310662
1978-07-22,351250,37.70363120501416,-2.565880721220526
1978-07-29,350750,41.66638431839196,-3.7062457103637647
1978-08-05,353000,39.605388830154745,-4.206241519674359
1978-08-12,353500,34.09610919165358,-3.612815269256986
1978-08-19,352000,34.27020230568103,-4.152484683458136
1978-08-26,348750,39.32746503699403,-5.037440435670526
1978-09-02,335750,16.3884678567483,-8.327645051194544
1978-09-09,331500,13.386561576388845,-9.488054607508534
1978-09-16,326250,2.490153213032409,-10.616438356164382
1978-09-23,323750,-11.457045204330909,-12.20338983050847
1978-09-30,325000,-16.51320756905448,-10.28295376121463
1978-10-07,326500,-21.164870265488787,-10.240549828178692
1978-10-14,325000,-26.70605258389937,-10.406616126809098
1978-10-21,328750,-22.82576606322504,-9.05947441217151
1978-10-28,328250,-25.231250444915236,-9.260539046302696
1978-11-04,321750,-31.36959689186498,-11.118784530386739
1978-11-11,318750,-32.75962608096261,-10.463483146067421
1978-11-18,319750,-29.338094037341712,-9.226401703335696
1978-11-25,330500,-6.1094744707352096,-6.506364922206509
1978-12-02,345500,17.993497889407738,-2.3321554770318054
1978-12-09,355500,40.97962105584625,-1.591695501730106
1978-12-16,356750,47.440508079014656,-1.1772853185595622
1978-12-23,355000,42.35737404152511,-0.9762900976290068
1978-12-30,350250,32.4280040369336,-2.096436058700213
1979-01-06,354000,40.760112150694994,0.2123142250530785
1979-01-13,365250,52.369433346496,4.58124552612742
1979-01-20,361500,47.10054015871632,2.918149466192177
1979-01-27,357500,52.4157902758726,1.85185185185186
1979-02-03,354750,53.42242493380114,0.07052186177716191
1979-02-10,346500,37.90205663840336,-4.281767955801108
1979-02-17,354000,31.62160818618922,-7.147540983606559
1979-02-24,358500,15.921617710065616,-6.4579256360078325
1979-03-03,360250,5.452659652172542,-5.693717277486909
1979-03-10,361250,5.141821342913255,-4.557463672391016
1979-03-17,359250,4.8754156346692,0.34916201117318746
1979-03-24,357500,8.54044773066116,2.4355300859598916
1979-03-31,358750,5.476228130406557,4.4395924308588075
1979-04-07,384250,22.48829974526929,13.014705882352938
1979-04-14,408750,63.45486684008299,23.67624810892588
1979-04-21,416250,83.78615904105938,27.488514548238907
1979-04-28,415500,88.189113294607,28.141865844255975
1979-05-05,387500,56.41336941358537,20.528771384136867
1979-05-12,359250,6.065479368768045,10.623556581986149
1979-05-19,350000,-9.151965162268382,6.544901065449005
1979-05-26,348000,-12.923489295256918,6.422018348623859
1979-06-02,343750,-18.014055486135984,7.0872274143302105
1979-06-09,349000,-10.933456070065173,7.965970610982209
1979-06-16,350250,-7.868447117386069,9.027237354085592
1979-06-23,357750,-1.110329287615175,10.331534309946022
1979-06-30,366000,-17.686922953173244,9.662921348314612
1979-07-07,366750,-35.188894798934086,7.867647058823524
1979-07-14,371000,-36.89283763676916,7.070707070707072
1979-07-21,375000,-33.64999522880409,6.761565836298922
1979-07-28,379250,-8.248001957360994,8.125445473984328
1979-08-04,390250,39.24658074797116,10.55240793201133
1979-08-11,394750,61.8141056872397,11.669024045261667
1979-08-18,392750,62.23621255632457,11.576704545454541
1979-08-25,393750,72.15174919745921,12.903225806451623
1979-09-01,388000,52.76546788452752,15.56217423678332
1979-09-08,386000,47.51515599046796,16.440422322775273
1979-09-15,385250,34.47824100535664,18.084291187739467
1979-09-22,384750,22.120949534550792,18.84169884169884
1979-09-29,385000,21.44018718770489,18.461538461538463
1979-10-06,393500,26.556165665821,20.520673813169978
1979-10-13,395750,24.03910479646416,21.769230769230763
1979-10-20,400250,24.05749414181544,21.749049429657784
1979-10-27,402250,12.878846863469027,22.54379284082255
1979-11-03,398000,3.3341171993877428,23.6985236985237
1979-11-10,403250,11.13036209201126,26.509803921568633
1979-11-17,409250,16.700437758997523,27.99061767005473
1979-11-24,413250,28.683998397904563,25.03782148260212
1979-12-01,418500,38.17600455352744,21.128798842257602
1979-12-08,418750,39.5881947248616,17.791842475386787
1979-12-15,414000,34.0561832969011,16.04765241765942
1979-12-22,428250,53.08991027549015,20.633802816901415
1979-12-29,431250,44.257195737642775,23.12633832976445
1980-01-05,426000,34.26249155447574,20.338983050847446
1980-01-12,424500,26.52764242456433,16.2217659137577
1980-01-19,418250,16.88521699952443,15.698478561549113
1980-01-26,414250,17.35937285827236,15.874125874125866
1980-02-02,416750,14.078796214164102,17.47709654686398
1980-02-09,421750,12.788705633402309,21.717171717171713
1980-02-16,414000,0.7279314833685602,16.94915254237288
1980-02-23,418000,-0.4770414873546014,16.59693165969316
1980-03-01,419250,0.4784680458072676,16.377515614156835
1980-03-08,417500,3.42476786315824,15.570934256055358
1980-03-15,421750,-5.934389496190295,17.397355601948504
1980-03-22,423500,-6.9969424983889255,18.461538461538463
1980-03-29,440000,13.807873737910125,22.64808362369337
1980-04-05,451500,27.97355671466257,17.501626545217963
1980-04-12,479500,72.74705311165688,17.308868501529062
1980-04-19,507750,125.7094070966577,21.98198198198198
1980-04-26,529750,161.08470321348153,27.496991576413965
1980-05-03,556750,203.6830396734869,43.67741935483871
1980-05-10,571000,261.86207441179164,58.94224077940153
1980-05-17,594500,309.1686099722952,69.85714285714286
1980-05-24,610500,349.62493496717445,75.43103448275863
1980-05-31,626750,407.8687037451416,82.32727272727274
1980-06-07,629000,394.7459146696359,80.22922636103151
1980-06-14,616500,349.0747792268588,76.017130620985
1980-06-21,609500,268.2002964840349,70.37037037037037
1980-06-28,607000,226.6809017386128,65.84699453551912
1980-07-05,599250,143.937026032645,63.394683026584865
1980-07-12,584500,75.605588838771,57.54716981132076
1980-07-19,576500,40.25339575000051,53.73333333333334
1980-07-26,559250,1.8082724822180207,47.46209624258404
1980-08-02,556750,-9.61497763087199,42.664958360025615
1980-08-09,556750,-23.0810287755,41.038632045598476
1980-08-16,546250,-35.90515128580377,39.083386378103114
1980-08-23,534750,-47.00610969280055,35.8095238095238
1980-08-30,518000,-54.00438213144001,33.50515463917525
1980-09-06,512500,-52.242327262477886,32.77202072538861
1980-09-13,504250,-53.15224457865777,30.88903309539259
1980-09-20,492500,-56.66186929664603,28.005198180636782
1980-09-27,482750,-57.88304555765258,25.389610389610382
1980-10-04,470500,-58.01439176705241,19.56797966963151
1980-10-11,459250,-59.72835096332807,16.0454832596336
1980-10-18,449250,-58.35830757380492,12.24234853216739
1980-10-25,438000,-61.694993604015046,8.887507768800496
1980-11-01,427250,-65.31933769207606,7.349246231155782
1980-11-08,417250,-65.95764616115738,3.4717916924984493
1980-11-15,417750,-62.75545600965076,2.0769700671960933
1980-11-22,412750,-59.68846935904198,-0.1209921355111887
1980-11-29,411000,-58.63892587832586,-1.7921146953404965
1980-12-06,413250,-54.89051993328313,-1.3134328358208935
1980-12-13,409750,-52.08727081822033,-1.0265700483091833
1980-12-20,413250,-46.30147962708929,-3.5026269702276736
1980-12-27,410000,-42.33704216970546,-4.927536231884055
1981-01-03,408500,-37.40039633804216,-4.107981220657275
1981-01-10,410000,-30.62818076665178,-3.4157832744405203
1981-01-17,412250,-21.522309241278258,-1.4345487148834435
1981-01-24,411500,-13.949960777003623,-0.6638503319251643
1981-01-31,413750,-3.3133204622670887,-0.7198560287942413
1981-02-07,414000,-3.542604698663765,-1.8375815056313027
1981-02-14,414500,1.706758192999036,0.12077294685990392
1981-02-21,425000,14.337431708328284,1.674641148325362
1981-02-28,428750,15.868419555007684,2.265951103160413
1981-03-07,426000,16.832198041692692,2.0359281437125842
1981-03-14,422250,9.000172188095545,0.11855364552459946
1981-03-21,413000,2.959109991963227,-2.4793388429752095
1981-03-28,407500,-0.975602465915726,-7.386363636363635
1981-04-04,409500,-0.4869132772994611,-9.302325581395355
1981-04-11,406500,-5.463495002086328,-15.224191866527637
1981-04-18,404250,-6.863319283338687,-20.38404726735599
1981-04-25,410250,-3.3409924333929086,-22.55781028787164
1981-05-02,409250,-4.510990633932421,-26.493039964077237
1981-05-09,416000,1.4554036204628584,-27.145359019264447
1981-05-16,421500,-3.253648552866928,-29.100084104289316
1981-05-23,416250,-11.16165612030926,-31.818181818181824
1981-05-30,417250,-7.966278210597444,-33.42640606302354
1981-06-06,418500,-3.5053541916293174,-33.465818759936404
1981-06-13,421250,8.232938322385742,-31.670721816707214
1981-06-20,426250,19.71459915405771,-30.0656275635767
1981-06-27,433000,25.007468663521504,-28.665568369028005
1981-07-04,441000,38.51989642722082,-26.408010012515646
1981-07-11,441250,41.9510990138416,-24.508126603934986
1981-07-18,440000,32.31721369844036,-23.677363399826532
1981-07-25,430750,22.728772952312397,-22.97720160929817
1981-08-01,434750,19.284781723792488,-21.912887292321503
1981-08-08,440250,19.016491283681543,-20.925011225864388
1981-08-15,443250,28.581352914717574,-18.855835240274597
1981-08-22,450000,35.28968129264987,-15.848527349228615
1981-08-29,443750,26.40714277707568,-14.333976833976836
1981-09-05,450000,30.223810627691307,-12.195121951219512
1981-09-12,453000,27.566088761096296,-10.163609320773425
1981-09-19,463250,31.011713422139486,-5.93908629441624
1981-09-26,473250,32.6197279459604,-1.9678922837907842
1981-10-03,477250,36.85002298187998,1.4346439957491963
1981-10-10,486500,49.45851831186423,5.933587370713123
1981-10-17,489500,66.76681715900013,8.95937673900946
1981-10-24,487500,58.10300244026669,11.301369863013688
1981-10-31,493750,58.20892368254964,15.564657694558214
1981-11-07,499500,61.26755186464161,19.712402636309157
1981-11-14,507000,61.13199427160496,21.364452423698378
1981-11-21,502250,64.10670190105154,21.683827983040583
1981-11-28,511750,67.2558628989578,24.51338199513382
1981-12-05,522750,77.3304670499821,26.497277676951004
1981-12-12,531250,72.95537379521402,29.65222696766321
1981-12-19,550000,82.42664345320239,33.09134906231095
1981-12-26,551000,77.67349571447097,34.39024390243903
1982-01-02,535250,46.51946541578198,31.028151774785794
1982-01-09,533750,41.36463219793738,30.182926829268286
1982-01-16,521250,30.703070970904367,26.44026682838083
1982-01-23,523250,26.12712998639093,27.15674362089915
1982-01-30,545250,41.98443145653948,31.782477341389725
1982-02-06,548000,36.48671984994842,32.36714975845412
1982-02-13,552500,46.43650254546898,33.29312424607962
1982-02-20,547500,31.01019368788713,28.823529411764714
1982-02-27,533750,8.686445607021408,24.489795918367353
1982-03-06,533750,1.8956818727744904,25.29342723004695
1982-03-13,541750,-5.866344937500001,28.300769686204852
1982-03-20,545000,-4.285085948108048,31.961259079903147
1982-03-27,556500,16.8514136582683,36.56441717791412
1982-04-03,562000,22.911837169734817,37.24053724053724
1982-04-10,573500,46.53771561775165,41.08241082410824
1982-04-17,583500,54.64165661925844,44.34137291280149
1982-04-24,587000,34.32897720165302,43.08348567946374
1982-05-01,586500,31.20483271769692,43.31093463653024
1982-05-08,586250,26.76585602131112,40.925480769230774
1982-05-15,583250,28.79010456812672,38.374851720047445
1982-05-22,582750,42.09460092456643,39.99999999999999
1982-05-29,585750,45.04328822776817,40.38346315158778
1982-06-05,592500,43.07301814801123,41.57706093189964
1982-06-12,599750,46.65437299087958,42.37388724035609
1982-06-19,601000,36.0307878365112,40.99706744868035
1982-06-26,599500,29.482622673166723,38.452655889145504
1982-07-03,596750,17.229259519326256,35.31746031746032
1982-07-10,586250,1.898544663885593,32.86118980169972
1982-07-17,580250,-4.520927505089989,31.875000000000007
1982-07-24,568750,-11.5671599288237,32.037144515380156
1982-07-31,570000,-10.634888863992575,31.10983323749281
1982-08-07,578500,-3.2180288082736874,31.40261215218625
1982-08-14,596000,9.409720906094377,34.46136491821772
1982-08-21,619000,24.71348260558081,37.555555555555564
1982-08-28,629500,27.417628888792823,41.85915492957746
1982-09-04,640750,30.27870498122962,42.3888888888889
1982-09-11,641750,30.00666610247349,41.66666666666667
1982-09-18,654750,42.28046590926393,41.33837021046951
1982-09-25,660750,50.30692031564952,39.61965134706815
1982-10-02,671750,72.38492233106398,40.75432163436354
1982-10-09,674250,82.31534515850045,38.591983556012345
1982-10-16,668250,90.57688806050494,36.51685393258426
1982-10-23,656250,75.7024603625975,34.61538461538463
1982-10-30,641750,51.44329712049856,29.974683544303794
1982-11-06,626250,21.90062057445936,25.375375375375377
1982-11-13,612000,-4.447271567799249,20.710059171597628
1982-11-20,600500,-17.192607555994044,19.561971129915378
1982-11-27,594250,-26.01864145074516,16.121152906692714
1982-12-04,586250,-30.358532591390887,12.147297943567681
1982-12-11,569750,-42.662954970300405,7.2470588235294064
1982-12-18,554500,-50.402759395367895,0.818181818181829
1982-12-25,523750,-63.04566057528167,-4.945553539019965
1983-01-01,518000,-65.1634435909175,-3.2227930873423682
1983-01-08,512250,-65.47195423958692,-4.02810304449649
1983-01-15,503000,-65.4860492880854,-3.5011990407673887
1983-01-22,500500,-63.00416635908858,-4.347826086956519
1983-01-29,492750,-61.67205132336952,-9.628610729023379
1983-02-05,490500,-58.73799206140895,-10.492700729927007
1983-02-12,492250,-54.8465589818784,-10.904977375565606
1983-02-19,494250,-52.14691399031089,-9.726027397260273
1983-02-26,488750,-51.692378069908514,-8.430913348946135
1983-03-05,487250,-46.51031310320306,-8.711943793911004
1983-03-12,484500,-41.71337302274809,-10.567604983848645
1983-03-19,480250,-29.307498416579115,-11.880733944954125
1983-03-26,480250,-26.11599055557392,-13.701707097933513
1983-04-02,479250,-23.383798270131877,-14.724199288256223
1983-04-09,484500,-13.919816262134798,-15.518744551002616
1983-04-16,495750,-3.742503045918033,-15.038560411311053
1983-04-23,497500,3.912025058005675,-15.247018739352637
1983-04-30,497250,5.619259989155023,-15.217391304347828
1983-05-07,496750,3.707127172939684,-15.266524520255864
1983-05-14,484000,-8.04089524861319,-17.01671667381054
1983-05-21,477000,-9.27511329331554,-18.146718146718143
1983-05-28,468000,-14.89089547001521,-20.10243277848912
1983-06-04,459250,-19.27249422470633,-22.489451476793253
1983-06-11,453750,-20.31124201475314,-24.343476448520217
1983-06-18,447250,-24.78024702910361,-25.582362728785355
1983-06-25,444250,-26.16517332757856,-25.896580483736443
1983-07-02,435000,-35.01967153965707,-27.105152911604524
1983-07-09,427500,-44.70401677049243,-27.078891257995743
1983-07-16,418000,-50.16519229928369,-27.96208530805687
1983-07-23,406250,-55.44726919239419,-28.57142857142857
1983-07-30,404500,-56.03342851229613,-29.035087719298247
1983-08-06,405250,-50.8514570305693,-29.948141745894553
1983-08-13,420500,-39.60646033166315,-29.446308724832214
1983-08-20,433000,-26.72291692843868,-30.048465266558967
1983-08-27,435750,-18.950017909941756,-30.778395552025415
1983-09-03,434750,-15.726348769346464,-32.14982442450254
1983-09-10,421250,-21.302985217303515,-34.35917413322945
1983-09-17,411250,-26.56317401884725,-37.18976708667431
1983-09-24,408750,-22.039604286521183,-38.138479001135074
1983-10-01,409250,-16.013346653601612,-39.07703758838854
1983-10-08,410000,-7.438517936198997,-39.19169447534298
1983-10-15,407250,0.9882568571989214,-39.05723905723906
1983-10-22,401750,-2.691800254303711,-38.780952380952385
1983-10-29,399500,-5.5558547359921935,-37.748344370860934
1983-11-05,396750,-20.74918425932416,-36.64670658682635
1983-11-12,395750,-30.219816250596843,-35.334967320261434
1983-11-19,394000,-33.16017499677572,-34.388009991673606
1983-11-26,392500,-33.56448872110859,-33.95035759360538
1983-12-03,385000,-30.227664164434263,-34.32835820895522
1983-12-10,379500,-27.48573036738085,-33.39183852566915
1983-12-17,373250,-30.47064462990894,-32.687105500450855
1983-12-24,368000,-34.62126362871035,-29.73747016706444
1983-12-31,369750,-33.8549568969955,-28.619691119691115
1984-01-07,366750,-34.22874661978401,-28.404099560761342
1984-01-14,364000,-32.612089117834564,-27.634194831013914
1984-01-21,353000,-39.04186281662635,-29.47052947052947
1984-01-28,351000,-38.74229470633546,-28.767123287671236
1984-02-04,347500,-40.552233623771,-29.15392456676861
1984-02-11,344250,-41.72115871701215,-30.066023362112748
1984-02-18,344500,-40.65306962977782,-30.298431967627714
1984-02-25,339250,-39.71121837650903,-30.58823529411765
1984-03-03,340500,-35.193085623711305,-30.118009235505383
1984-03-10,342500,-29.10052199351956,-29.30856553147575
1984-03-17,346250,-21.62675053580608,-27.902134305049454
1984-03-24,347000,-22.43154014411033,-27.745965642894323
1984-03-31,345500,-21.23891019382924,-27.908189880020863
1984-04-07,354250,-10.2914367701202,-26.88338493292054
1984-04-14,356250,3.73389151873782,-28.139183055975792
1984-04-21,360750,11.582706999695125,-27.487437185929654
1984-04-28,369250,27.48608375407664,-25.74157868275515
1984-05-05,365250,26.72581785003445,-26.472068444891793
1984-05-12,368000,30.2070110778603,-23.966942148760328
1984-05-19,365500,34.73179624846834,-23.37526205450734
1984-05-26,360250,25.29896768841713,-23.02350427350427
1984-06-02,357750,19.035435836825386,-22.1012520413718
1984-06-09,358000,14.280722734390071,-21.101928374655643
1984-06-16,359750,15.527482949389126,-19.56400223588597
1984-06-23,361750,20.18269882817048,-18.57062464828363
1984-06-30,363000,10.25214928267062,-16.551724137931036
1984-07-07,362250,6.908955006299866,-15.263157894736846
1984-07-14,362000,1.393221790501653,-13.397129186602875
1984-07-21,360750,-8.894762811812907,-11.2
1984-07-28,360500,-5.1013186501594365,-10.877626699629172
1984-08-04,364500,-3.750417152435948,-10.05552128315854
1984-08-11,369500,4.449952243299404,-12.128418549346021
1984-08-18,380500,24.45223101808873,-12.12471131639723
1984-08-25,389500,40.51130855700913,-10.613884107860017
1984-09-01,390250,41.20157479943571,-10.235767682576192
1984-09-08,395750,46.44700142139176,-6.053412462908014
1984-09-15,393750,40.36153467460337,-4.255319148936165
1984-09-22,393750,38.43814363184998,-3.669724770642202
1984-09-29,398000,45.71313823332748,-2.748930971288943
1984-10-06,398250,46.48354976307143,-2.865853658536588
1984-10-13,402500,54.96662680586897,-1.1663597298956385
1984-10-20,413500,73.0935875878866,2.9247044181704984
1984-10-27,419250,75.02583349610718,4.943679599499373
1984-11-03,424250,73.79194074388515,6.931316950220534
1984-11-10,420000,48.44942411621391,6.127605811749848
1984-11-17,406000,18.05225473170722,3.0456852791878264
1984-11-24,407000,18.30578728196284,3.694267515923566
1984-12-01,401500,5.9396428105956245,4.285714285714293
1984-12-08,399000,5.440951308642017,5.138339920948609
1984-12-15,399750,6.235978526313635,7.099799062290679
1984-12-22,387250,-10.374123183718286,5.2309782608695565
1984-12-29,381750,-15.570727906644,3.2454361054766734
1985-01-05,378250,-22.00761379041919,3.135650988411731
1985-01-12,378500,-29.79606106497976,3.9835164835164916
1985-01-19,373500,-37.01021304237253,5.8073654390934815
1985-01-26,370750,-41.67735186764556,5.626780626780636
1985-02-02,375000,-36.44819215951686,7.913669064748197
1985-02-09,378500,-24.463057660824795,9.949164851125625
1985-02-16,386250,-18.88590392404327,12.119013062409278
1985-02-23,391750,-9.36544180190767,15.475313190862195
1985-03-02,388750,-9.886465261804211,14.170337738619686
1985-03-09,384750,-14.185510287152049,12.335766423357676
1985-03-16,383750,-3.566518053930301,10.83032490974729
1985-03-23,379500,-2.336802725056286,9.365994236311238
1985-03-30,382500,4.570699028745251,10.709117221418229
1985-04-06,387500,9.855876123851903,9.386026817219474
1985-04-13,393750,23.515039780905852,10.526315789473696
1985-04-20,398250,33.13691796503182,10.395010395010384
1985-04-27,398250,27.203208833600037,7.853757616790791
1985-05-04,394500,18.011544641126708,8.008213552361386
1985-05-11,390250,4.207188110130433,6.046195652173902
1985-05-18,390250,-1.522814838276687,6.771545827633374
1985-05-25,392750,4.179715405652007,9.021512838306723
1985-06-01,393500,9.411867978704302,9.993011879804325
1985-06-08,395750,13.10717102800878,10.544692737430172
1985-06-15,395500,17.961104527065096,9.937456567060465
1985-06-22,393000,11.440857080225664,8.638562543192819
1985-06-29,392250,4.994120911095679,8.057851239669422
1985-07-06,390250,-3.508428456637691,7.729468599033806
1985-07-13,389250,-8.737713161418403,7.527624309392267
1985-07-20,385250,-12.431592525287726,6.7914067914067955
1985-07-27,378250,-15.486183022878242,4.9237170596393875
1985-08-03,381250,-8.910616555545126,4.595336076817569
1985-08-10,385250,-5.027265493984823,4.262516914749659
1985-08-17,392500,-0.2543718903269432,3.1537450722733285
1985-08-24,403250,10.285535800569257,3.5301668806161812
1985-08-31,403750,8.334416176934711,3.4593209481101894
1985-09-07,409750,15.209925989471262,3.5375868603916505
1985-09-14,412000,20.78657387550722,4.634920634920636
1985-09-21,411000,20.535640082629826,4.380952380952374
1985-09-28,408500,20.05951829412837,2.638190954773867
1985-10-05,403250,15.181576718382118,1.2554927809165006
1985-10-12,401250,17.676459141024115,-0.31055900621117516
1985-10-19,401000,26.31698283143622,-3.0229746070132957
1985-10-26,405750,28.290561092828924,-3.220035778175312
1985-11-02,404000,20.935796946858897,-4.773129051266944
1985-11-09,403250,11.413767398226682,-3.988095238095235
1985-11-16,402500,-0.7418824240295718,-0.8620689655172376
1985-11-23,393500,-9.774602220411788,-3.3169533169533194
1985-11-30,392250,-16.019982642268104,-2.3038605230386033
1985-12-07,392750,-17.419803733948246,-1.5664160401002492
1985-12-14,389000,-19.7525727362977,-2.6891807379612276
1985-12-21,386000,-20.27748787937757,-0.32278889606197625
1985-12-28,385250,-16.694613181773978,0.916830386378531
1986-01-04,376000,-22.893463092266146,-0.594844679444817
1986-01-11,379750,-19.57082024111596,0.33025099075296716
1986-01-18,378250,-24.47658269963472,1.2717536813922292
1986-01-25,366750,-32.08666940071855,-1.078894133513153
1986-02-01,367250,-31.206134399353147,-2.066666666666672
1986-02-08,359500,-36.3597261101328,-5.019815059445176
1986-02-15,358000,-31.49012741846169,-7.3139158576051795
1986-02-22,369500,-21.258086943346,-5.679642629227821
1986-03-01,372250,-19.29990409398582,-4.244372990353695
1986-03-08,372250,-16.142787793139334,-3.248862897985705
1986-03-15,378250,-7.792440374368548,-1.4332247557003241
1986-03-22,377500,-7.807151364918285,-0.5270092226614009
1986-03-29,382750,7.3765430193935,0.06535947712418277
1986-04-05,386500,7.301764300958458,-0.2580645161290307
1986-04-12,388000,10.716195940721862,-1.4603174603174618
1986-04-19,387000,23.983350944623183,-2.824858757062143
1986-04-26,385750,21.72408568757602,-3.1387319522912738
1986-05-03,388500,36.38559844325924,-1.520912547528519
1986-05-10,390250,41.20157479943571,0.0
1986-05-17,390500,24.74592908999296,0.06406149903908087
1986-05-24,389250,19.55717903568184,-0.8911521323997418
1986-05-31,384500,13.827330510322922,-2.287166454891998
1986-06-07,379500,1.3284441097311197,-4.106127605811749
1986-06-14,375750,-1.8414502678061109,-4.993678887484199
1986-06-21,371000,-11.72558645723315,-5.597964376590325
1986-06-28,370500,-15.55871060464381,-5.544933078393877
1986-07-05,369500,-17.75095414360659,-5.317104420243435
1986-07-12,367500,-18.68222002843455,-5.587668593448935
1986-07-19,364250,-20.498650105889148,-5.451005840363399
1986-07-26,362000,-24.617560194749142,-4.296100462656971
1986-08-02,373250,-16.31885409777243,-2.0983606557377077
1986-08-09,387000,-3.537234804493039,0.454250486696961
1986-08-16,400250,11.792038996282916,1.9745222929936412
1986-08-23,409000,28.028853229980637,1.4259144451332917
1986-08-30,405250,30.030422344011875,0.37151702786377694
1986-09-06,401250,30.036186476474235,-2.0744356314826073
1986-09-13,398000,32.44533002486902,-3.398058252427183
1986-09-20,398500,33.832149615644134,-3.041362530413627
1986-09-27,395500,31.25872471295485,-3.182374541003674
1986-10-04,393250,31.112938682489364,-2.479851208927464
1986-10-11,391500,33.453148330783186,-2.4299065420560706
1986-10-18,388000,31.97528855948528,-3.2418952618453845
1986-10-25,383250,11.155098668405872,-5.5452865064695045
1986-11-01,376500,-10.418967848850324,-6.806930693069302
1986-11-08,367000,-29.31310672073899,-8.989460632362057
1986-11-15,362750,-38.12197374441117,-9.875776397515523
1986-11-22,362500,-35.976420787450046,-7.878017789072422
1986-11-29,363000,-33.016734115936174,-7.45697896749522
1986-12-06,366500,-28.094248817568868,-6.683640992998086
1986-12-13,368250,-27.078143095719486,-5.334190231362468
1986-12-20,363500,-28.64380076217219,-5.829015544041449
1986-12-27,358250,-31.123690150717632,-7.008436080467229
1987-01-03,348250,-37.39090375961713,-7.380319148936165
1987-01-10,341500,-39.98829998041791,-10.072416063199475
1987-01-17,339250,-38.602488203787054,-10.31064111037674
1987-01-24,339500,-33.88512330340034,-7.4301295160190906
1987-01-31,351250,-16.092443383376974,-4.356705241660997
1987-02-07,356250,-6.977114338437673,-0.9040333796940248
1987-02-14,355500,-7.503270625259262,-0.6983240223463638
1987-02-21,354250,-9.298820339897029,-4.12719891745602
1987-02-28,348750,-18.009988142975775,-6.3129617192746785
1987-03-07,341000,-26.473059700296865,-8.3948959032908
1987-03-14,340250,-23.23294596302968,-10.046265697290146
1987-03-21,338750,-20.05847675697193,-10.264900662251652
1987-03-28,333250,-16.147477476137638,-12.932723709993466
1987-04-04,331500,-11.208519200937994,-14.23027166882277
1987-04-11,332250,-8.001545177388781,-14.368556701030933
1987-04-18,335750,-4.345595816769798,-13.242894056847543
1987-04-25,336250,-16.018458801323167,-12.83214517174336
1987-05-02,336250,-20.6348795002956,-13.449163449163448
1987-05-09,330500,-25.2988246577339,-15.310698270339529
1987-05-16,328500,-26.056149851718224,-15.87708066581306
1987-05-23,332250,-17.623545986327894,-14.64354527938343
1987-05-30,331250,-10.955718935049251,-13.849154746423931
1987-06-06,334500,-6.590305240013372,-11.857707509881422
1987-06-13,328250,-11.833881083462794,-12.64138389886893
1987-06-20,322250,-12.563840878379471,-13.14016172506739
1987-06-27,322250,-10.702855154047008,-13.022941970310386
1987-07-04,321750,-12.054370097369205,-12.922868741542626
1987-07-11,322000,-15.402135282115117,-12.380952380952381
1987-07-18,319750,-18.23018022204101,-12.216884008236107
1987-07-25,319250,-18.740442750818243,-11.809392265193374
1987-08-01,324750,-6.779638298299561,-12.993971868720699
1987-08-08,327250,-1.5134044186086435,-15.439276485788112
1987-08-15,329500,-3.2698820676344664,-17.676452217364147
1987-08-22,326500,-5.613649394634379,-20.171149144254276
1987-08-29,320000,-16.244097076499862,-21.03639728562615
1987-09-05,317250,-12.7455502628808,-20.93457943925233
1987-09-12,311750,-12.410077011153398,-21.670854271356788
1987-09-19,311000,-13.24992638384308,-21.95734002509411
1987-09-26,309750,-14.10437622465931,-21.68141592920354
1987-10-03,306000,-18.442816551442643,-22.18690400508583
1987-10-10,308750,-13.06680275750799,-21.13665389527458
1987-10-17,306750,-14.765648371766948,-20.94072164948454
1987-10-24,302750,-24.46643752898329,-21.00456621004566
1987-10-31,299750,-29.608836103095005,-20.385126162018597
1987-11-07,297000,-33.99085286164757,-19.073569482288832
1987-11-14,298500,-30.137423300926105,-17.711922811853896
1987-11-21,302500,-20.145094022154808,-16.551724137931036
1987-11-28,306750,-12.595908595509064,-15.49586776859504
1987-12-05,312250,0.6430847456109223,-14.802182810368347
