DATE,RETAIL,3m growth rate,12m growth rate
1979-04-01,72863,10.984916700566938,10.596217479736492
1979-05-01,73617,11.828253858038318,11.027825955810266
1979-06-01,73932,5.026968402226073,9.606831524639748
1979-07-01,73614,4.186985655806841,9.843770983481793
1979-08-01,76338,15.624707979332689,12.423787222762206
1979-09-01,77092,18.224485193152805,13.008296930428909
1979-10-01,76539,16.866346617619786,10.235914275838232
1979-11-01,77560,6.558498275350266,10.021987374991138
1979-12-01,77782,3.6284906645982495,8.894146635120181
1980-01-01,79430,15.98641233187803,11.890574596064173
1980-02-01,78770,6.3878862456413055,10.032407666089282
1980-03-01,77585,-1.0092455541505283,6.235708123947359
1980-04-01,76556,-13.7063806116264,5.068416068512138
1980-05-01,76602,-10.563035006766464,4.0547699580260055
1980-06-01,77656,0.3665529178179527,5.03706108315749
1980-07-01,79279,15.004734256846032,7.695547042682094
1980-08-01,80067,19.3586204371357,4.8848542010532015
1980-09-01,80325,14.472948833910682,4.193690655320914
1980-10-01,82197,15.555657902000084,7.392309802845598
1980-11-01,82870,14.755928118094118,6.846312532233112
1980-12-01,82971,13.84195906773147,6.671209277210677
1981-01-01,84926,13.956423132910189,6.919300012589691
1981-02-01,86031,16.153026095281998,9.217976386949346
1981-03-01,86554,18.42496767294581,11.560224270155306
1981-04-01,85996,5.135728088818792,12.330842781754537
1981-05-01,85364,-3.0653281697425427,11.43834364637999
1981-06-01,86146,-1.872237895926632,10.932831976923874
1981-07-01,86817,3.8738177777140494,9.508192585678433
1981-08-01,88194,13.934993686719022,10.15024916632321
1981-09-01,87829,8.046644771078903,9.342047930283215
1981-10-01,86642,-0.8038590619786623,5.407739941847023
1981-11-01,86504,-7.447405269781959,4.3851816097502105
1981-12-01,86874,-4.278935001316341,4.704053223415405
1982-01-01,85933,-3.2332801860653904,1.1857381720556726
1982-02-01,88204,8.095686096492472,2.5258337111041307
1982-03-01,87401,2.448671864056484,0.97857984610763
1982-04-01,87805,9.00265950777066,2.1035862133122363
1982-05-01,88770,2.5915891699920923,3.9899723536853893
1982-06-01,87351,-0.2286340461716385,1.398788103916604
1982-07-01,88899,5.077689327780299,2.3981478281903224
1982-08-01,88464,-1.371731031695278,0.3061432750527171
1982-09-01,89670,11.04963982742191,2.096118594086227
1982-10-01,90712,8.410529642942844,4.697490824311545
1982-11-01,92119,17.57921839918488,6.491029316563401
1982-12-01,92135,11.45764990607654,6.055897046296943
1983-01-01,91521,3.6153403656139727,6.502740507139282
1983-02-01,91774,-1.4896675665992951,4.047435490453943
1983-03-01,94219,9.359219331606926,7.80082607750483
1983-04-01,94479,13.568561399011012,7.600933887591821
1983-05-01,96062,20.040515973643046,8.214486876196903
1983-06-01,98278,18.3780760324844,12.509301553502539
1983-07-01,98854,19.84939252692184,11.198101215986679
1983-08-01,97382,5.610782724520824,10.08093687827818
1983-09-01,99241,3.977480049208415,10.673580907772951
1983-10-01,100780,8.024042965613054,11.098862333539117
1983-11-01,102092,20.7958706561374,10.826213918952664
1983-12-01,102734,14.839756915429314,11.503771639442117
1984-01-01,105065,18.12310200010254,14.798789348892605
1984-02-01,104941,11.638488070425645,14.347200732233523
1984-03-01,104203,5.843477005934439,10.59658879843768
1984-04-01,106137,4.144172249291689,12.33924999206173
1984-05-01,106830,7.396992613625297,11.209427244904324
1984-06-01,108358,16.92921449896476,10.256618978815201
1984-07-01,106655,1.9665318972347912,7.891435854897111
1984-08-01,106064,-2.8374077347656512,8.915405311043113
1984-09-01,107569,-2.8809103029026173,8.391692949486607
1984-10-01,108090,5.491431871027275,7.253423298273476
1984-11-01,110153,16.33578151485309,7.895819456960385
1984-12-01,109688,8.115496277705914,6.768937255436369
1985-01-01,110516,9.284498481045844,5.188216818160196
1985-02-01,111701,5.740881416975308,6.441714868354609
1985-03-01,112269,9.749599977743806,7.740660057771853
1985-04-01,113720,12.110624850204088,7.144539604473454
1985-05-01,114433,10.148069521630498,7.116914724328383
1985-06-01,113795,5.5488007845518,5.017626755754079
1985-07-01,113994,0.967259465277892,6.881065116497109
1985-08-01,115629,4.2466107912543904,9.018139990948871
1985-09-01,118888,19.140485094880376,10.52254831782391
1985-10-01,115440,5.171313959781831,6.799888981404378
1985-11-01,115997,1.2791272830024791,5.305348015941469
1985-12-01,117447,-4.760824534587926,7.0736999489461105
1986-01-01,118585,11.350907115321183,7.301205255347631
1986-02-01,117480,5.212834782519527,5.17363318143973
1986-03-01,116665,-2.636846913529567,3.915595578476694
1986-04-01,117409,-3.908156648783356,3.243932465705246
1986-05-01,119114,5.68065219338334,4.090603235080792
1986-06-01,119240,9.125319417168832,4.78492025132915
1986-07-01,119647,7.84541809204371,4.959032931557794
1986-08-01,120871,6.032066213814025,4.533464788245167
1986-09-01,127973,32.673911898489585,7.641645918847995
1986-10-01,122617,10.305074017267346,6.217082467082458
1986-11-01,122048,3.952325059142692,5.216514220195356
1986-12-01,127561,-1.2815661417531763,8.611543930453735
1987-01-01,119328,-10.305316533163666,0.6265547919213965
1987-02-01,125274,10.99952250845484,6.634320735444321
1987-03-01,126124,-4.43050685667763,8.107830111858739
1987-04-01,127157,28.941181595927,8.302600311730778
1987-05-01,127134,6.072563982748624,6.7330456537434635
1987-06-01,128891,9.068522308767513,8.093760483059388
1987-07-01,129741,8.379681797309946,8.436483990405108
1987-08-01,132164,16.790051976201113,9.343018590067098
1987-09-01,130422,4.836629599821118,1.9136849179123727
1987-10-01,129977,0.7295911401600685,6.002430331846309
1987-11-01,130469,-5.03214309699247,6.899744362873617
1987-12-01,132097,5.236984596213645,3.5559457828019614
1988-01-01,132543,8.133721514554049,11.07451729686244
1988-02-01,133438,9.41799727149082,6.5169149224898915
1988-03-01,135736,11.482928565426077,7.621071326630924
1988-04-01,135123,8.016457592023851,6.264696398939895
1988-05-01,136327,8.945529737569125,7.2309531675240235
1988-06-01,136981,3.719673766966736,6.276621331202326
1988-07-01,137369,6.816374048168816,5.879405893279688
1988-08-01,138158,5.481583208286445,4.535274356103014
1988-09-01,137707,2.1369157064573097,5.585714066645209
1988-10-01,140607,9.767259576716626,8.1783700193111
1988-11-01,141779,10.903048623105091,8.668725904237796
1988-12-01,142794,15.615422097330868,8.097837195394298
1989-01-01,143839,9.516322387181098,8.522517220826442
1989-02-01,141914,0.38141880002871,6.352013669269629
1989-03-01,142727,-0.1875509038363976,5.150439087640724
1989-04-01,145396,4.400652923590509,7.602702722704491
1989-05-01,146366,13.151379201445778,7.363911770962472
1989-06-01,146410,10.728244084502014,6.883436388988251
1989-07-01,147142,4.890651791712819,7.114414460322194
1989-08-01,149444,8.68087246785878,8.168908061784341
1989-09-01,149298,8.126712102325783,8.417146550284293
1989-10-01,147648,1.3826537083717172,5.007574302844087
1989-11-01,148939,-1.344840940010239,5.050113204353246
1989-12-01,149324,0.0696775377409197,4.5730212754037325
1990-01-01,154002,18.35733286084293,7.065538553521655
1990-02-01,152810,10.8085746513771,7.677889425990392
1990-03-01,153395,11.359264774597232,7.474409186769138
1990-04-01,152274,-4.413275327342903,4.730529037937781
1990-05-01,151967,-2.188468844212688,3.826708388560185
