DATE,CPIAUCSL,3m growth rate,12m growth rate
1981-09-01,93.1,11.996488743215703,10.96543504171632
1981-10-01,93.4,8.568322775565695,10.271546635182993
1981-11-01,93.8,7.124219154652178,9.579439252336464
1981-12-01,94.1,4.366175680796691,8.912037037037024
1982-01-01,94.4,4.351926749911339,8.25688073394495
1982-02-01,94.7,3.8935443327462895,7.613636363636367
1982-03-01,94.7,2.574975593577844,6.884875846501148
1982-04-01,95.0,2.5667144755189275,6.621773288439958
1982-05-01,95.9,5.165795833942055,6.911928651059096
1982-06-01,97.0,10.074575946970455,7.182320441988943
1982-07-01,97.5,10.949165905725122,6.557377049180335
1982-08-01,97.7,7.721855674176226,5.965292841648595
1982-09-01,97.7,2.917995215729796,4.940923737916236
1982-10-01,98.1,2.484353716466514,5.032119914346889
1982-11-01,98.0,1.2339185742219705,4.47761194029852
1982-12-01,97.7,0.0,3.825717321997879
1983-01-01,97.9,-0.8130039146587831,3.7076271186440746
1983-02-01,98.0,0.0,3.484688489968324
1983-03-01,98.1,1.6477511206896,3.5902851108764455
1983-04-01,98.8,3.72824048585485,4.0000000000000036
1983-05-01,99.2,4.988658335300711,3.44108446298228
1983-06-01,99.4,5.40701336441991,2.4742268041237248
1983-07-01,99.8,4.110465139096875,2.358974358974364
1983-08-01,100.1,3.678718679209703,2.456499488229258
1983-09-01,100.4,4.085279713083101,2.763561924257929
1983-10-01,100.8,4.068660171661165,2.752293577981657
1983-11-01,101.1,4.056283974170327,3.1632653061224536
1983-12-01,101.4,4.043982832040616,3.7871033776867957
1984-01-01,102.1,5.25938783023685,4.290091930541351
1984-02-01,102.6,6.068107655070953,4.693877551020398
1984-03-01,102.9,6.04975732702604,4.892966360856277
1984-04-01,103.3,4.78480697950967,4.5546558704453455
1984-05-01,103.5,3.5552105622195462,4.3346774193548265
1984-06-01,103.7,3.146269756290865,4.325955734406439
1984-07-01,104.1,3.133945379767256,4.308617234468937
1984-08-01,104.4,3.5238930678492157,4.295704295704317
1984-09-01,104.7,3.913434977179975,4.2828685258964105
1984-10-01,105.1,3.898181447029359,4.265873015873023
1984-11-01,105.3,3.493122451507946,4.154302670623156
1984-12-01,105.5,3.091560076724553,4.043392504930954
1985-01-01,105.7,2.30316858734414,3.52595494613126
1985-02-01,106.3,3.8531259837493392,3.6062378167641462
1985-03-01,106.8,5.020763731139866,3.790087463556846
1985-04-01,107.0,5.01108881370067,3.581800580832528
1985-05-01,107.2,3.4298948896858583,3.5748792270531515
1985-06-01,107.5,2.647611022491492,3.6644165863066513
1985-07-01,107.7,2.642613707757646,3.458213256484166
1985-08-01,107.9,2.6376352211704424,3.3524904214559337
1985-09-01,108.1,2.251318969596583,3.2473734479465
1985-10-01,108.5,3.00448605989756,3.2350142721217834
1985-11-01,109.0,4.140632976669512,3.5137701804368593
1985-12-01,109.5,5.281896831756194,3.791469194312791
1986-01-01,109.9,5.262048356236626,3.9735099337748325
1986-02-01,109.7,2.5936588449179565,3.19849482596426
1986-03-01,109.1,-1.453200189858228,2.1535580524344455
1986-04-01,108.7,-4.296591258457882,1.5887850467289688
1986-05-01,109.0,-2.528088844982645,1.679104477611948
1986-06-01,109.4,1.1044534072040646,1.7674418604651132
1986-07-01,109.5,2.976541154279944,1.671309192200554
1986-08-01,109.6,2.220081958704489,1.575532900834098
1986-09-01,110.0,2.2118979413382034,1.757631822386685
1986-10-01,110.2,2.581702213923553,1.5668202764977046
1986-11-01,110.4,2.9518314793523626,1.2844036697247763
1986-12-01,110.8,2.9409805953145574,1.187214611872145
1987-01-01,111.4,4.427380781630141,1.364877161055511
1987-02-01,111.8,5.169769148755754,1.9143117593436676
1987-03-01,112.2,5.150752765344069,2.8414298808432603
1987-04-01,112.7,4.75020964644417,3.679852805887762
1987-05-01,113.0,4.363001195152916,3.669724770642202
1987-06-01,113.5,4.715752613395852,3.7477148080438782
1987-07-01,113.8,3.9617027540757688,3.926940639269394
1987-08-01,114.3,4.681791789380729,4.2883211678832245
1987-09-01,114.7,4.296617901718136,4.2727272727272725
1987-10-01,115.0,4.285112307035055,4.355716878402904
1987-11-01,115.4,3.905446682149405,4.528985507246386
1987-12-01,115.6,3.1757571794707395,4.332129963898912
1988-01-01,116.0,3.5238930678492157,4.129263913824044
1988-02-01,116.2,2.801932076541669,3.9355992844364973
1988-03-01,116.5,3.150744079411405,3.832442067736186
1988-04-01,117.2,4.2025842769706,3.9929015084294583
1988-05-01,117.5,4.5507022416090726,3.9823008849557473
1988-06-01,118.0,5.2505388040455125,3.96475770925111
1988-07-01,118.5,4.511228951892621,4.130052724077338
1988-08-01,119.0,5.204999621901485,4.111986001749779
1988-09-01,119.5,5.182524923588949,4.184829991281602
1988-10-01,119.9,4.81014722033124,4.260869565217407
1988-11-01,120.3,4.441875929858252,4.246100519930662
1988-12-01,120.7,4.077645602925184,4.4117647058823595
1989-01-01,121.2,4.407992851168463,4.482758620689653
1989-02-01,121.6,4.393099048298121,4.647160068846801
1989-03-01,122.2,5.06443835327115,4.892703862660941
1989-04-01,123.1,6.41962700287888,5.034129692832767
1989-05-01,123.7,7.088910154986028,5.276595744680845
1989-06-01,124.1,6.365871394182432,5.1694915254237195
1989-07-01,124.5,4.62734237447342,5.063291139240511
1989-08-01,124.5,2.6121074401102007,4.621848739495804
1989-09-01,124.8,2.2754067558161672,4.435146443514637
1989-10-01,125.4,2.92307197635584,4.587155963302747
1989-11-01,125.9,4.574432080022817,4.655029093931851
1989-12-01,126.3,4.89506606799226,4.639602319801162
1990-01-01,127.5,6.868716397474484,5.198019801980203
1990-02-01,128.0,6.840757415333498,5.263157894736836
1990-03-01,128.6,7.485646290791381,5.237315875613735
1990-04-01,128.9,4.465029281597999,4.711616571892785
1990-05-01,129.1,3.4820659369602547,4.365400161681476
1990-06-01,129.9,4.1052736167279225,4.673650282030639
1990-07-01,130.5,5.058302005919346,4.819277108433728
1990-08-01,131.6,7.973850212286559,5.702811244979911
1990-09-01,132.5,8.24975168608435,6.169871794871806
1990-10-01,133.4,9.18959914647164,6.379585326953752
1990-11-01,133.7,6.537394635146221,6.195393169181873
1990-12-01,134.2,5.2316912365387935,6.254948535233562
1991-01-01,134.7,3.955402569835087,5.647058823529405
1991-02-01,134.8,3.331786926256708,5.312500000000009
1991-03-01,134.8,1.8004049239639164,4.821150855365497
1991-04-01,135.1,1.19312625725847,4.809930178432875
1991-05-01,135.6,2.3951035021644307,5.034856700232382
1991-06-01,136.0,3.608661860190932,4.695919938414161
1991-07-01,136.2,3.2968395703369517,4.367816091954024
1991-08-01,136.6,2.9826443432350525,3.7993920972644313
1991-09-01,137.0,2.973775226159425,3.396226415094339
1991-10-01,137.2,2.969360416694733,2.8485757121439192
1991-11-01,137.8,3.560484338434877,3.0665669409125185
1991-12-01,138.2,3.549952384435917,2.980625931445613
1992-01-01,138.3,3.245771757748539,2.672605790645899
1992-02-01,138.6,2.3425068813553995,2.8189910979228294
1992-03-01,139.1,2.6304770986040893,3.189910979228472
1992-04-01,139.4,3.2196482155217865,3.1828275351591495
1992-05-01,139.7,3.212596428696801,3.0235988200590036
1992-06-01,140.1,2.90678759041616,3.0147058823529305
1992-07-01,140.5,3.1939417939761405,3.1571218795888534
1992-08-01,140.8,3.1870020339954674,3.0746705710102518
1992-09-01,141.1,2.885817777668609,2.9927007299270114
1992-10-01,141.7,3.460388296874584,3.279883381924198
1992-11-01,142.1,3.744645849008621,3.1204644412191396
1992-12-01,142.3,3.445486238214324,2.966714905933454
1993-01-01,142.8,3.141496592955595,3.2537960954446943
1993-02-01,143.1,2.8447728563072427,3.2467532467532534
1993-03-01,143.3,2.8407324850006965,3.0194104960460155
1993-04-01,143.8,2.8306815875551283,3.1563845050215145
1993-05-01,144.2,3.1104082764029206,3.2211882605583497
1993-06-01,144.3,2.820701558011085,2.9978586723768963
1993-07-01,144.5,1.9614127208837928,2.8469750889679624
1993-08-01,144.8,1.674771698995059,2.840909090909083
1993-09-01,145.0,1.954567006637098,2.7639971651311157
1993-10-01,145.6,3.0799291886330016,2.752293577981657
1993-11-01,146.0,3.356352798032969,2.7445460942997935
1993-12-01,146.3,3.634724103398823,2.8109627547435068
1994-01-01,146.3,1.9369897695154623,2.450980392156854
1994-02-01,146.7,1.931644813868028,2.515723270440251
1994-03-01,147.1,2.205292721814889,2.6517794836008246
1994-04-01,147.2,2.483496828354692,2.364394993045882
1994-05-01,147.5,2.199230512753969,2.288488210818307
1994-06-01,147.9,2.193201540367373,2.494802494802495
1994-07-01,148.4,3.300961481260667,2.69896193771626
1994-08-01,149.0,4.130269500099915,2.900552486187835
1994-09-01,149.3,3.840443641343239,2.965517241379323
1994-10-01,149.4,2.722785178407383,2.609890109890123
1994-11-01,149.8,2.165009519463412,2.602739726027403
