DATE,DTWEXM,3m growth rate,12m growth rate
1980-09-19,92.9826,-10.349424698708075,-2.1257424835872007
1980-09-22,93.5129,-7.315144534658224,-1.275638399851342
1980-09-23,93.8475,-6.469564422113083,-0.8101338068362107
1980-09-24,93.3002,-9.663641435016569,-1.337597062764162
1980-09-25,93.414,-9.43199090171769,-1.3385944863510635
1980-09-26,93.2056,-9.160092965304468,-1.6685797238445654
1980-09-29,93.5392,-3.8588574220449146,-1.6646920240909857
1980-09-30,93.3269,-4.659696514475076,-2.025791388733178
1980-10-01,92.9813,-3.697802880331969,-2.4581298616829783
1980-10-02,93.0456,-0.8909106537273725,-2.4543253933724585
1980-10-03,92.8996,-4.457939922214715,-2.532078520243819
1980-10-06,92.655,-5.912804616448697,-1.8808422225304988
1980-10-07,92.899,-4.811803606828569,-1.7793044969492078
1980-10-08,92.8228,-5.517739004556876,-2.0091632709076657
1980-10-09,92.8475,-5.64703811480729,-1.9553491476168805
1980-10-10,92.7969,-4.489193872119102,-1.7644873109988413
1980-10-14,92.6634,-4.34412659262855,-1.5062632532777842
1980-10-15,92.9,-2.146406862682504,-1.2405001121542192
1980-10-16,93.0201,0.8837995750022198,-1.183523097875172
1980-10-17,93.2811,2.0050045915996018,-1.184333325211795
1980-10-20,93.5303,2.313644316078056,-1.051581445194516
1980-10-21,93.4454,2.6171810355422265,-1.1688979234399266
1980-10-22,93.6492,4.706550238585683,-1.0314377142664033
1980-10-23,93.7313,3.8989438552846414,-2.1132099905174395
1980-10-24,94.0461,4.794724581548215,-1.403679823871684
1980-10-27,94.4923,7.468567910604196,-1.2080779693835142
1980-10-28,94.748,8.1528190985511,-1.0728213373983886
1980-10-29,94.2187,5.170037691549911,-1.9561179414871233
1980-10-30,94.5424,7.352935347781364,-1.9639887013617296
1980-10-31,94.6719,7.378901335989352,-2.214310282319931
1980-11-03,94.8531,7.264676827808048,-1.7471550593641139
1980-11-05,95.4502,10.877421163245105,-1.0462432899230212
1980-11-06,95.7671,12.590919126669654,-1.1876006648912751
1980-11-07,96.0445,12.787222407205888,-1.43327610217866
1980-11-10,94.863,7.856936048172436,-2.4318247736749177
1980-11-12,95.1835,10.091974423111916,-1.8632714270543582
1980-11-13,95.0004,9.658340650783437,-2.360200952138203
1980-11-14,95.3515,14.132371020278288,-2.3027899876023383
1980-11-17,95.9721,16.185892653143362,-1.9514273279513494
1980-11-18,95.7617,15.383924811952344,-2.071434634149827
1980-11-19,95.4701,14.734101620279615,-2.290495874958165
1980-11-20,95.7207,15.065351844987983,-1.6661769872594379
1980-11-21,95.8793,15.05805539833278,-1.7417699933079844
1980-11-24,96.0348,14.458166373321513,-1.599252425314257
1980-11-25,95.8912,14.527167485151791,-2.0865944348632426
1980-11-26,96.2562,17.555046351897396,-2.0446667901417914
1980-11-28,96.4602,16.408416056997343,-1.9439375841825757
1980-12-01,96.9387,18.957188896977417,-0.8792559402690747
1980-12-02,96.9081,19.11679771001602,-1.2113594382668458
1980-12-03,96.5005,15.1909928011857,-1.330043670176162
1980-12-04,96.2067,15.02347018101866,-1.0948713757444328
1980-12-05,96.6824,15.422748420993893,-0.7449080157687304
1980-12-08,96.3201,11.848633641746066,-1.070028419741198
1980-12-09,96.8197,12.618478950210378,-0.8749486814853102
1980-12-10,97.353,12.768705702378512,-0.2477591019193759
1980-12-11,97.7217,14.227312423364236,0.2969238158969656
1980-12-12,97.5949,12.909514799041876,0.28679823831279094
1980-12-15,97.1941,12.540881057276865,0.14352716197447712
1980-12-16,97.8208,16.508784195994487,1.016977157255572
1980-12-17,97.1409,14.853796509653549,0.9522512954067919
1980-12-18,97.2434,13.79429660457816,0.869350544005365
1980-12-19,96.5734,10.410119677740838,-0.12007508571250103
1980-12-22,96.2195,8.706848285990066,-0.20908286671693643
1980-12-23,95.9391,8.960789426410765,-0.3983480546661866
1980-12-24,95.8492,8.11569823106102,0.3107198884799045
1980-12-26,95.8676,7.770221678884615,0.5694215985766471
1980-12-29,95.8231,6.933771570359726,0.21166964893584161
1980-12-30,95.2429,2.574369921683428,-0.695237290910089
1980-12-31,95.633,4.704428877071076,-0.7589939853306915
1981-01-02,95.6833,5.779351116331877,-0.414232530159353
1981-01-05,94.4815,0.3219791280800299,-1.5525442449060511
1981-01-06,94.3829,-0.9231940763081536,-1.5725179057844874
1981-01-07,94.7921,1.815839658035756,-0.9901807079792047
1981-01-08,95.16,5.524955844004653,-0.9423798187274679
1981-01-09,95.5688,7.53586628897982,-0.3334080729180178
1981-01-12,95.8612,10.957816323574754,0.09878182999083496
1981-01-13,96.0751,11.033288586176248,0.629173893734869
1981-01-14,95.8858,13.530690864068353,0.2423317373032141
1981-01-15,95.8167,12.757390352036955,0.22939954433907062
1981-01-16,96.1529,13.711051209004266,1.141076764971638
1981-01-19,95.9811,11.877200390847808,0.9219351806385223
1981-01-20,95.6553,11.31943909745996,0.8805067264006317
1981-01-21,95.2552,9.125573314549218,1.0127231967694605
1981-01-22,96.0454,13.044015266315869,1.4196259807182754
1981-01-23,96.4152,16.141309606001265,1.865514345030883
1981-01-26,96.6898,18.1143219675882,2.0326370040817388
1981-01-27,96.9473,18.65951126130092,2.1944753361337943
1981-01-28,97.4347,21.214057004546483,2.777701595124138
1981-01-29,97.7361,22.347830372633016,2.5881071140669176
1981-01-30,98.531,24.944032739110945,3.7063623044408134
1981-02-02,98.0119,23.454944787597643,3.026942479052841
1981-02-03,98.458,22.89039400409669,3.5631452448446232
1981-02-04,97.9352,18.594466683071275,2.7676428707093637
1981-02-05,98.5005,24.229129287004405,3.4157470411172675
1981-02-06,98.5218,23.73184111230844,3.7478925936183405
1981-02-09,98.5021,24.742352991259757,3.5472317737104797
1981-02-10,98.717,24.04897778691315,3.4875700019499023
1981-02-11,98.6935,25.06242396109595,3.2214103880836786
1981-02-13,100.468,36.310268133806645,5.191189604428437
1981-02-17,100.3899,35.511678131589754,5.2083366083246485
1981-02-18,100.1619,35.1309533182107,4.935082078504949
1981-02-19,99.3216,32.038136659342165,4.037625566949843
1981-02-20,98.5604,26.696807901913,3.2767388322524793
1981-02-23,99.234,30.62410603189232,3.978322918107402
1981-02-24,99.3697,31.200369092504765,4.468493775711124
1981-02-25,99.3496,31.380411687116894,4.325509501167679
1981-02-26,99.6913,33.96646950676085,4.45704837506391
1981-02-27,100.2559,35.63660290380932,5.159707479168585
1981-03-02,100.9342,38.626472554916845,5.825341456791455
1981-03-03,100.539,34.94711672714039,5.313161552667056
1981-03-04,100.229,31.875548814965683,4.757783749264455
1981-03-05,100.2383,32.4045960871395,4.317967055610827
1981-03-06,100.2852,31.50161690051465,4.43590042655293
1981-03-09,99.4461,26.71045836226116,3.699003532890921
1981-03-10,99.3797,24.68883396235657,3.1536805568530335
1981-03-11,99.7026,23.948208707757136,3.37424648671516
1981-03-12,99.6123,22.171995064312643,3.2965790862699906
1981-03-13,99.4341,24.048911571543677,3.300321118502181
1981-03-16,98.9635,20.05871594233262,2.7366045382726023
1981-03-17,98.8203,18.71355188535162,1.9535360705192018
1981-03-18,98.1197,14.503491672349234,1.3445860734430326
1981-03-19,98.1269,11.697883726485305,1.1035919543190609
1981-03-20,98.396,11.44085352704909,1.5220675025381603
1981-03-23,98.9423,12.62583060071556,1.6602895000739748
1981-03-24,98.8058,17.69075145589667,1.3863877268105007
1981-03-25,98.9062,16.586263845573733,1.0511108795288937
1981-03-26,99.6722,21.16981407413643,1.8622381195707804
1981-03-27,100.1597,21.74802995864944,2.494420402345021
1981-03-30,99.6657,16.30620736020667,1.4819219572692388
1981-03-31,99.8508,18.20580532020548,1.0611078273402352
1981-04-01,99.6341,18.62125069266349,-0.1627311579063262
1981-04-02,100.0747,19.474087928346197,0.3151554275598656
1981-04-06,101.1324,23.78323720380333,1.6188494322320945
1981-04-07,100.3839,19.38278677449168,0.9946144334792351
1981-04-08,100.5195,20.74975679319675,0.7521366836024335
1981-04-09,100.8333,20.42067918731032,0.7726348738059663
1981-04-10,101.1579,20.950199126907545,0.846284979413614
