DATE,AHETPI,3m growth rate,12m growth rate
1969-04-01,3.18,7.917059648646729,6.35451505016722
1969-05-01,3.19,6.5231842018818265,6.333333333333324
1969-06-01,3.21,6.480921063825851,6.644518272425248
1969-07-01,3.22,5.12717808135752,6.270627062706291
1969-08-01,3.24,6.4185429977706265,6.578947368421062
1969-09-01,3.26,6.377620265666506,6.1889250814332275
1969-10-01,3.28,7.664341392434126,6.493506493506485
1969-11-01,3.3,7.615720747928689,6.451612903225801
1969-12-01,3.31,6.277559960146406,6.430868167202575
1970-01-01,3.31,3.7090366794251928,6.08974358974359
1970-02-01,3.33,3.686251622157033,6.050955414012726
1970-03-01,3.36,6.180590062707325,6.329113924050622
1970-04-01,3.36,6.180590062707325,5.660377358490565
1970-05-01,3.37,4.8920732240201215,5.642633228840133
1970-06-01,3.4,4.847615657185012,5.919003115264787
1970-07-01,3.41,6.086569613898418,5.900621118012417
1970-08-01,3.44,8.571082212531378,6.1728395061728225
1970-09-01,3.45,6.013387538762771,5.828220858895716
1970-10-01,3.45,4.775288254058085,5.182926829268308
1970-11-01,3.47,3.534270752754876,5.151515151515174
1970-12-01,3.5,5.924347428153687,5.740181268882183
1971-01-01,3.53,9.602999911634026,6.646525679758297
1971-02-01,3.55,9.545744948203016,6.606606606606591
1971-03-01,3.56,7.035493184506447,5.952380952380953
1971-04-01,3.58,5.787239642629394,6.547619047619047
1971-05-01,3.61,6.933897311240433,7.121661721068251
1971-06-01,3.62,6.913929106389394,6.470588235294117
1971-07-01,3.63,5.704723264418288,6.451612903225801
1971-08-01,3.66,5.656333083234122,6.395348837209314
1971-09-01,3.67,5.640384897332185,6.376811594202891
1971-10-01,3.68,5.624526370859106,6.666666666666665
1971-11-01,3.7,4.4437736007548745,6.628242074927959
1971-12-01,3.73,6.70163402029853,6.571428571428561
1972-01-01,3.8,13.695457029616788,7.64872521246458
1972-02-01,3.82,13.617847004606286,7.605633802816891
1972-03-01,3.84,12.328399321290153,7.86516853932584
1972-04-01,3.86,6.466954750193765,7.8212290502793325
1972-05-01,3.88,6.432300828815163,7.479224376731297
1972-06-01,3.88,4.23222412297759,7.182320441988943
1972-07-01,3.9,4.209955254236486,7.438016528925617
1972-08-01,3.92,4.187919474913593,7.1038251366120075
1972-09-01,3.94,6.330531547522655,7.3569482288828425
1972-10-01,3.97,7.375104361857576,7.880434782608692
1972-11-01,3.99,7.336471538551703,7.837837837837847
1972-12-01,4.0,6.231931537774682,7.238605898123329
1973-01-01,4.03,6.183774115246488,6.052631578947376
1973-02-01,4.05,6.15208042297859,6.020942408376961
1973-03-01,4.06,6.136355062499965,5.729166666666652
1973-04-01,4.09,6.089657531570802,5.958549222797926
1973-05-01,4.1,5.030476072730394,5.670103092783507
1973-06-01,4.12,6.043665183077707,6.185567010309279
1973-07-01,4.15,5.998362167180193,6.410256410256432
1973-08-01,4.16,5.983411675651262,6.1224489795918435
1973-09-01,4.2,7.99615597855694,6.598984771573613
1973-10-01,4.21,5.909763073160557,6.045340050377823
1973-11-01,4.24,7.917059648646729,6.265664160400997
1973-12-01,4.25,4.847615657185012,6.25
1974-01-01,4.27,5.823742570065527,5.955334987593042
1974-02-01,4.29,4.801076184714104,5.9259259259259345
1974-03-01,4.32,6.752798077800848,6.403940886699533
1974-04-01,4.33,5.740189726940725,5.867970660146704
1974-05-01,4.4,10.657674001627935,7.317073170731736
1974-06-01,4.44,11.582706999695214,7.7669902912621325
1974-07-01,4.45,11.554850496289038,7.2289156626506035
1974-08-01,4.49,8.436291922618855,7.932692307692313
1974-09-01,4.53,8.357986795491378,7.857142857142851
1974-10-01,4.56,10.260339846005785,8.313539192399034
1974-11-01,4.57,7.319696610917359,7.7830188679245405
1974-12-01,4.6,6.325765633007419,8.23529411764705
1975-01-01,4.61,4.458631260080348,7.962529274004693
1975-02-01,4.64,6.269129219928193,8.158508158508159
1975-03-01,4.67,6.227312833448284,8.101851851851837
1975-04-01,4.67,5.3085955198648005,7.852193995381063
1975-05-01,4.69,4.380518211758311,6.590909090909092
1975-06-01,4.72,4.35192674991125,6.306306306306286
1975-07-01,4.74,6.131876853379081,6.516853932584277
1975-08-01,4.78,7.899694633150167,6.458797327394206
1975-09-01,4.79,6.065479368768045,5.739514348785857
1975-10-01,4.82,6.923898816875029,5.701754385964919
1975-11-01,4.86,6.8645079942952325,6.345733041575485
1975-12-01,4.87,6.849819093447462,5.869565217391304
1976-01-01,4.9,6.806127043786248,6.290672451193058
1976-02-01,4.93,5.88698928455762,6.25
1976-03-01,4.95,6.734532172920704,5.995717344753748
1976-04-01,4.98,6.692293482463652,6.6381156316916545
1976-05-01,5.01,6.650581162968772,6.823027718550101
1976-06-01,5.03,6.623060540924008,6.567796610169507
1976-07-01,5.06,6.582203902219952,6.751054852320659
1976-08-01,5.11,8.226271557649145,6.903765690376562
1976-09-01,5.14,9.038667541687603,7.306889352818358
1976-10-01,5.16,8.142583150552118,7.05394190871369
1976-11-01,5.21,8.060579610629382,7.201646090534974
1976-12-01,5.23,7.190002114182903,7.392197125256672
1977-01-01,5.26,7.980210585235126,7.346938775510181
1977-02-01,5.3,7.090904137540477,7.50507099391482
1977-03-01,5.32,7.063090024202334,7.4747474747474785
1977-04-01,5.36,7.824184499594011,7.63052208835342
1977-05-01,5.4,7.763468412128494,7.784431137724557
1977-06-01,5.42,7.733462225707055,7.753479125248508
1977-07-01,5.46,7.674140083354364,7.905138339920947
1977-08-01,5.48,6.058918600559626,7.240704500978468
