DATE,MYAGM2USM052S,3m growth rate,12m growth rate
1996-11-01,3794700000000.0,4.608234562224078,4.609235010337698
1996-12-01,3816600000000.0,6.068305575225841,4.93525061175113
1997-01-01,3831600000000.0,5.864110893159924,4.823133532131418
1997-02-01,3842500000000.0,5.1346118141492925,4.723100403357683
1997-03-01,3856500000000.0,4.247766483745763,4.365122320848669
1997-04-01,3874000000000.0,4.500364958113878,4.533189422558004
1997-05-01,3886300000000.0,4.638085658228053,4.557561408700805
1997-06-01,3901200000000.0,4.717561233814616,4.578597469440271
1997-07-01,3923200000000.0,5.177617401956636,4.7527501869059074
1997-08-01,3951600000000.0,6.892347942627497,5.314215660146049
1997-09-01,3971800000000.0,7.437680513828604,5.610508402467551
1997-10-01,3988500000000.0,6.825907659067987,5.588500026473242
1997-11-01,4009900000000.0,6.033296068460503,5.67106754157114
1997-12-01,4031500000000.0,6.149308819144017,5.630666037834731
1998-01-01,4054400000000.0,6.774608388788561,5.814803215366959
1998-02-01,4085500000000.0,7.757297396906226,6.3240078074170425
1998-03-01,4110600000000.0,8.08220969478619,6.58887592376507
1998-04-01,4134600000000.0,8.150275074101,6.726897263810017
1998-05-01,4156400000000.0,7.124420421580502,6.9500553225432915
1998-06-01,4182200000000.0,7.151515811590081,7.202911924536037
1998-07-01,4198800000000.0,6.357165107170326,7.024877650897232
1998-08-01,4221800000000.0,6.444022385327264,6.83773661301752
1998-09-01,4264800000000.0,8.137291414318803,7.377007905735433
1998-10-01,4303300000000.0,10.333079508409316,7.89269148802807
1998-11-01,4340000000000.0,11.67817179816999,8.2321254894137
1998-12-01,4373400000000.0,10.581410292017049,8.480714374302378
1999-01-01,4394300000000.0,8.73073352536382,8.38348460931333
1999-02-01,4420900000000.0,7.667306216086245,8.209521478399218
1999-03-01,4432100000000.0,5.477881923375261,7.821242640976989
1999-04-01,4459800000000.0,6.096906388544765,7.865331591931501
1999-05-01,4478200000000.0,5.286133499404833,7.7422769704551975
1999-06-01,4502500000000.0,6.506639804757719,7.65864855817513
1999-07-01,4527400000000.0,6.202302697876982,7.826045536820048
1999-08-01,4547300000000.0,6.316454565568219,7.709981524468246
1999-09-01,4563000000000.0,5.484096924045545,6.99212155317952
1999-10-01,4581500000000.0,4.866143653545008,6.464806079055618
1999-11-01,4608200000000.0,5.465605544911512,6.1797235023041575
1999-12-01,4632900000000.0,6.269791762240762,5.933598573192489
2000-01-01,4658500000000.0,6.894075541464106,6.012334160162025
2000-02-01,4674900000000.0,5.916598055866063,5.745436449591712
2000-03-01,4704100000000.0,6.290506608891988,6.137045644276973
2000-04-01,4754500000000.0,8.501316477943167,6.6079196376519045
2000-05-01,4748600000000.0,6.456712644452445,6.038140324237418
2000-06-01,4763700000000.0,5.1650498522259,5.8012215435868875
2000-07-01,4777400000000.0,1.9405597481273464,5.5219331183460785
2000-08-01,4812300000000.0,5.4747297911941,5.827633980603886
2000-09-01,4843000000000.0,6.82681062114141,6.13631382862152
2000-10-01,4860800000000.0,7.167867240221759,6.096256684491985
2000-11-01,4872000000000.0,5.055391208990678,5.724577926305274
2000-12-01,4913200000000.0,5.925347278044835,6.050206134386671
2001-01-01,4968800000000.0,9.188036490646144,6.660942363421696
2001-02-01,5005600000000.0,11.428285785967706,7.073948105841832
2001-03-01,5065300000000.0,12.96994468357604,7.678408197104658
2001-04-01,5126600000000.0,13.321331253627132,7.826269849616163
2001-05-01,5130400000000.0,10.352033315401131,8.040264499010231
2001-06-01,5168900000000.0,8.43558628162906,8.505993240548303
2001-07-01,5202000000000.0,6.014106813049192,8.887679490936495
2001-08-01,5234100000000.0,8.333595067385225,8.76503958606072
2001-09-01,5343100000000.0,14.17754187519744,10.326244063596945
2001-10-01,5335700000000.0,10.683841054296227,9.769996708360761
2001-11-01,5379300000000.0,11.566805465589947,10.412561576354683
2001-12-01,5431500000000.0,6.783936300735927,10.54913294797688
2002-01-01,5461800000000.0,9.793734921163466,9.921912735469318
2002-02-01,5488600000000.0,8.37853196896714,9.649192903947569
2002-03-01,5495900000000.0,4.8277229883164186,8.500977237281116
2002-04-01,5501400000000.0,2.931836146364497,7.310888308040409
2002-05-01,5523600000000.0,2.575243985349096,7.664119756744103
2002-06-01,5545400000000.0,3.651651088825947,7.283948228830117
2002-07-01,5594400000000.0,6.935318792250333,7.543252595155714
2002-08-01,5631600000000.0,8.053370234048662,7.5944288416346595
2002-09-01,5654800000000.0,8.127829423370802,5.833692051430828
2002-10-01,5707400000000.0,8.327615276710599,6.966283711602972
2002-11-01,5750700000000.0,8.731567101319836,6.904244046623176
2002-12-01,5776400000000.0,8.882990395751179,6.349995397219921
2003-01-01,5805600000000.0,7.061961689117502,6.2946281445677155
2003-02-01,5840900000000.0,6.4231808265694745,6.418758882046416
2003-03-01,5855300000000.0,5.576574775494203,6.539420295129106
2003-04-01,5899800000000.0,6.649965154430904,7.241792998145935
2003-05-01,5954900000000.0,8.038565136952158,7.808313418784851
2003-06-01,5992800000000.0,9.729280350416914,8.067948209326659
2003-07-01,6047900000000.0,10.425467957119071,8.106320606320615
2003-08-01,6091200000000.0,9.47464526489552,8.161090986575758
2003-09-01,6072600000000.0,5.433728445653441,7.388413383320369
2003-10-01,6059600000000.0,0.7760707196033056,6.17093597785332
2003-11-01,6058500000000.0,-2.1301300961810266,5.352391882727314
2003-12-01,6064900000000.0,-0.5062323936482094,4.994460217436458
2004-01-01,6069500000000.0,0.6551117524830063,4.545611134077432
2004-02-01,6106600000000.0,3.213723223756526,4.548956496430345
2004-03-01,6145200000000.0,5.402159681051266,4.951069970795685
2004-04-01,6188200000000.0,8.055207794991315,4.888301298349096
2004-05-01,6253900000000.0,10.003331159523013,5.0210750810257165
2004-06-01,6266200000000.0,8.111756026088113,4.562141236150041
2004-07-01,6275400000000.0,5.7567966492876765,3.761636270440971
2004-08-01,6296900000000.0,2.7787792962580715,3.3770028894142268
2004-09-01,6334800000000.0,4.451486050807407,4.317755162533343
2004-10-01,6356500000000.0,5.2704675401059164,4.899663344115113
2004-11-01,6393300000000.0,6.265710331258512,5.526120326813566
2004-12-01,6408600000000.0,4.742040351017973,5.667034905769253
2005-01-01,6408000000000.0,3.280375204711383,5.5770656561495935
2005-02-01,6423100000000.0,1.8775280801538896,5.182916844070351
2005-03-01,6436800000000.0,1.7717867174372737,4.7451669595782064
2005-04-01,6445100000000.0,2.336044865206888,4.151449532982121
2005-05-01,6460300000000.0,2.336841752129404,3.300340587473416
2005-06-01,6497500000000.0,3.825753538810961,3.6912323258115
2005-07-01,6522700000000.0,4.903741270594653,3.94078465117762
2005-08-01,6555900000000.0,6.05192056665298,4.113135034699611
2005-09-01,6592900000000.0,6.003645550930159,4.074319631243295
2005-10-01,6622400000000.0,6.255646661906544,4.183119641312039
2005-11-01,6647600000000.0,5.713447158258633,3.9776015516243657
2005-12-01,6674400000000.0,5.037159416473158,4.147551727366361
2006-01-01,6714100000000.0,5.654885862111891,4.7768414481897725
2006-02-01,6740600000000.0,5.714535908024265,4.943096012828696
2006-03-01,6752600000000.0,4.7695733585412015,4.906164553815562
2006-04-01,6785200000000.0,4.303622584236999,5.276877007338898
2006-05-01,6798400000000.0,3.4743318570949144,5.233503088091895
2006-06-01,6834900000000.0,4.965012498844224,5.19276644863409
2006-07-01,6869500000000.0,5.063024241014436,5.316816655679402
2006-08-01,6901000000000.0,6.174751851156413,5.2639607071492955
2006-09-01,6927500000000.0,5.530374248157899,5.075156607866038
2006-10-01,6984500000000.0,6.866300509516643,5.467806233389716
2006-11-01,7024100000000.0,7.328394728164267,5.663698176785603
2006-12-01,7066000000000.0,8.240152277917678,5.86719405489633
2007-01-01,7105400000000.0,7.105763117768116,5.828033541353261
2007-02-01,7123600000000.0,5.787744468491618,5.681986766756664
2007-03-01,7153500000000.0,5.046066229146251,5.936972425436138
2007-04-01,7222300000000.0,6.745105349834724,6.4419619171137255
2007-05-01,7245900000000.0,7.0461971284611735,6.582431160272995
2007-06-01,7270400000000.0,6.698642853102599,6.371709900656919
2007-07-01,7305600000000.0,4.69392030994169,6.348351408399444
2007-08-01,7370400000000.0,7.052025358343284,6.801912766265761
2007-09-01,7402400000000.0,7.462508773230247,6.855286900036095
2007-10-01,7433000000000.0,7.160065889591416,6.4213615863698115
2007-11-01,7463500000000.0,5.149186242427395,6.2556057003744225
2007-12-01,7494700000000.0,5.081633968463195,6.067081800169838
2008-01-01,7529000000000.0,5.267099664513575,5.961662960565195
2008-02-01,7617700000000.0,8.523880017199104,6.936099724858225
2008-03-01,7675500000000.0,10.004307205174934,7.297127280352278
2008-04-01,7724900000000.0,10.821053896757093,6.959001979978674
2008-05-01,7733400000000.0,6.215142262145057,6.727942698629574
2008-06-01,7745400000000.0,3.692823592604921,6.533340669014076
2008-07-01,7803400000000.0,4.127157415223648,6.81395094174333
2008-08-01,7791300000000.0,3.028603098619187,5.710680560078152
2008-09-01,7891800000000.0,7.777691520579499,6.611369285637081
2008-10-01,8004500000000.0,10.713698399928017,7.6886855912821295
2008-11-01,8054000000000.0,14.184405019865263,7.911837609700534
2008-12-01,8248400000000.0,19.33685060972308,10.056439884184831
2009-01-01,8311200000000.0,16.229962374630947,10.3891619072918
2009-02-01,8350500000000.0,15.558905641714029,9.619701484700105
2009-03-01,8401600000000.0,7.6388748621097236,9.459970034525433
2009-04-01,8392300000000.0,3.960669532126104,8.639594040052302
2009-05-01,8433900000000.0,4.055219054737269,9.058111568003735
2009-06-01,8454700000000.0,2.5521581766612345,9.157693598781202
2009-07-01,8454500000000.0,2.9977441801635862,8.343798856908524
2009-08-01,8430300000000.0,-0.1706302266989312,8.201455469562212
2009-09-01,8453900000000.0,-0.0378433988598492,7.12258293418484
2009-10-01,8484300000000.0,1.4173719031674858,5.99412830282966
2009-11-01,8513800000000.0,4.021151403963907,5.708964489694557
2009-12-01,8530600000000.0,3.6787823883700055,3.42126957955482
2010-01-01,8465800000000.0,-0.8693506400978324,1.860140533256338
2010-02-01,8533600000000.0,0.9335045945257692,2.192683072869883
2010-03-01,8511700000000.0,-0.8832805093740848,1.3104646733955505
2010-04-01,8522400000000.0,2.701228572923497,1.5502305684973239
2010-05-01,8561900000000.0,1.3331343650320626,1.5176845824588892
2010-06-01,8591100000000.0,3.783870680730872,1.6133038428329805
2010-07-01,8607100000000.0,4.03506407953671,1.8049559406233318
2010-08-01,8652600000000.0,4.305186621207247,2.6369168356997985
2010-09-01,8700300000000.0,5.182094619437039,2.9146311169992556
2010-10-01,8740800000000.0,6.359757292156432,3.0232311445846927
2010-11-01,8778900000000.0,5.967795400413123,3.1137682351006557
2010-12-01,8812200000000.0,5.244756801888006,3.301057369938798
2011-01-01,8836800000000.0,4.466097403877889,4.38233834959485
2011-02-01,8898200000000.0,5.547571092604287,4.272522733664563
2011-03-01,8926300000000.0,5.280644281422653,4.870942349941854
2011-04-01,8958100000000.0,5.604766656329896,5.1124096498638805
2011-05-01,9046100000000.0,6.816141424110356,5.655286793819125
2011-06-01,9094000000000.0,7.729311543483686,5.8537323509213035
2011-07-01,9267100000000.0,14.528025401085465,7.668087973882032
2011-08-01,9458300000000.0,19.510703352444448,9.311651988997527
2011-09-01,9478200000000.0,18.000453025883022,8.941070997551815
2011-10-01,9525500000000.0,11.62866414903705,8.97743913600586
2011-11-01,9573300000000.0,4.95287384065215,9.04896968868536
2011-12-01,9639400000000.0,6.978507605946649,9.386986223644488
2012-01-01,9713400000000.0,8.126953881399924,9.919880499728407
2012-02-01,9748900000000.0,7.5414252035806095,9.560360522352829
2012-03-01,9785300000000.0,6.193166387419269,9.623248154330465
2012-04-01,9829800000000.0,4.880230405637476,9.730858106071594
2012-05-01,9871300000000.0,5.1174799725479,9.122163142127548
2012-06-01,9921900000000.0,5.701902170046957,9.10380470639982
2012-07-01,10021000000000.0,8.01038695450369,8.135231086316107
2012-08-01,10093800000000.0,9.325476269647393,6.718966410454308
2012-09-01,10169100000000.0,10.344499708552243,7.289358739001073
2012-10-01,10254900000000.0,9.668390654476289,7.657340822004088
2012-11-01,10306900000000.0,8.716000886058751,7.662979327922459
2012-12-01,10417100000000.0,10.117732656146838,8.067929539182938
2013-01-01,10459600000000.0,8.22674244380548,7.682171021475481
2013-02-01,10439400000000.0,5.242196646581165,7.082850372862581
2013-03-01,10483800000000.0,2.5858771606278363,7.138258408020204
2013-04-01,10541200000000.0,3.1572860532847136,7.237176748255303
2013-05-01,10590800000000.0,5.928522088290023,7.2888069453871385
2013-06-01,10639000000000.0,6.054310887624359,7.227446356040668
2013-07-01,10702200000000.0,6.250758088416419,6.797724777966274
2013-08-01,10756200000000.0,6.394801445003551,6.562444272721879
2013-09-01,10802200000000.0,6.278549852872017,6.225723023669749
2013-10-01,10900100000000.0,7.604312806277047,6.291626441993592
2013-11-01,10929500000000.0,6.602085775319466,6.040613569550501
2013-12-01,10986900000000.0,7.016768129926709,5.469852454137913
2014-01-01,11035300000000.0,5.0544969649339855,5.5040345711117045
2014-02-01,11100400000000.0,6.402868790051297,6.331781520010726
2014-03-01,11155000000000.0,6.261908495235979,6.402258722982124
2014-04-01,11213800000000.0,6.628830965348076,6.380677721701522
2014-05-01,11283300000000.0,6.755442783595678,6.53869396079616
2014-06-01,11336800000000.0,6.680155886305439,6.558887113450518
2014-07-01,11403500000000.0,6.940311087972129,6.552858290818708
2014-08-01,11440200000000.0,5.679299675231753,6.359123110392151
2014-09-01,11478000000000.0,5.075857176713372,6.256133009942411
2014-10-01,11530000000000.0,4.511615654450174,5.778846065632415
2014-11-01,11568100000000.0,4.547504056515761,5.842902237064829
2014-12-01,11637900000000.0,5.689928220206975,5.925238238265562
2015-01-01,11704900000000.0,6.207112478894539,6.067800603517792
2015-02-01,11801500000000.0,8.318018337146027,6.31598861302296
2015-03-01,11836400000000.0,6.999081256429873,6.108471537427174
2015-04-01,11889400000000.0,6.455700749897786,6.024719541992907
2015-05-01,11927800000000.0,4.350023429082195,5.711981423874213
2015-06-01,11975300000000.0,4.7772690535464735,5.632100769176485
2015-07-01,12036100000000.0,5.027588906028302,5.547419651861274
2015-08-01,12100400000000.0,5.915010567723722,5.770878131501189
2015-09-01,12157700000000.0,6.233155730062512,5.921763373409994
2015-10-01,12180700000000.0,4.892838679401756,5.643538594969644
2015-11-01,12266300000000.0,5.597933862068483,6.03556331636137
2015-12-01,12313500000000.0,5.225347409792236,5.805171036011658
2016-01-01,12436500000000.0,8.668509090806564,6.250373775085638
2016-02-01,12485200000000.0,7.331620456740495,5.79333135618354
2016-03-01,12572900000000.0,8.696556664240429,6.222331114190127
2016-04-01,12654200000000.0,7.187978397516015,6.432620653691523
2016-05-01,12728800000000.0,8.03583580850269,6.71540434950284
2016-06-01,12803700000000.0,7.547449028353692,6.917572002371553
2016-07-01,12872200000000.0,7.071118350317573,6.9466023047332515
2016-08-01,12955400000000.0,7.313276459447726,7.065882119599354
2016-09-01,13015600000000.0,6.786121706712089,7.056433371443616
2016-10-01,13070600000000.0,6.309232015269761,7.305819862569485
2016-11-01,13147900000000.0,6.077252688392809,7.187171355665534
2016-12-01,13180900000000.0,5.177655960852667,7.0443009704795445
2017-01-01,13260500000000.0,5.939398544930441,6.625658344389507
2017-02-01,13299300000000.0,4.686230442410655,6.520520296030496
2017-03-01,13380500000000.0,6.1962322951438775,6.423339086447832
