DATE,MYAGM2USM052S,3m growth rate,12m growth rate
1962-04-01,345500000000.0,9.823959710327234,8.002500781494227
1962-05-01,347500000000.0,8.99151966401266,7.852265673494729
1962-06-01,349300000000.0,7.426510848775658,7.70891150169597
1962-07-01,350800000000.0,6.278675149165136,7.739557739557745
1962-08-01,352800000000.0,6.241714384396646,7.692307692307687
1962-09-01,354900000000.0,6.568696775575189,7.70864946889227
1962-10-01,357200000000.0,7.499751937332255,7.88281485955904
1962-11-01,359800000000.0,8.175853440545211,7.918416316736643
1962-12-01,362700000000.0,9.08529864129266,8.107302533532046
1963-01-01,365200000000.0,9.264045087059824,8.207407407407397
1963-02-01,367900000000.0,9.31368009891418,8.174066451043815
1963-03-01,370700000000.0,9.118935797577343,8.04430195278345
1963-04-01,373300000000.0,9.171401150790205,8.046309696092614
1963-05-01,376100000000.0,9.217990668253108,8.230215827338139
1963-06-01,378400000000.0,8.571082212531378,8.330947609504724
1963-07-01,381100000000.0,8.623510787489352,8.637400228050174
1963-08-01,383600000000.0,8.218387956656748,8.73015873015872
1963-09-01,386000000000.0,8.279117563870564,8.763031839954927
1963-10-01,388300000000.0,7.773941739419854,8.706606942889138
1963-11-01,391500000000.0,8.495736326061532,8.810450250138956
1963-12-01,393200000000.0,7.672505229369531,8.409153570443895
1964-01-01,395200000000.0,7.299619396394652,8.214676889375694
1964-02-01,397600000000.0,6.3796206581242965,8.072845882033164
1964-03-01,399800000000.0,6.885088824678465,7.850013487995677
1964-04-01,401700000000.0,6.743043953146977,7.607822126975616
1964-05-01,404200000000.0,6.807004196136934,7.471417176282902
1964-06-01,407100000000.0,7.5061354356023235,7.584566596194509
1964-07-01,410100000000.0,8.630492928595036,7.609551298871686
1964-08-01,413400000000.0,9.419985388601315,7.76850886339937
1964-09-01,416900000000.0,9.982394556785556,8.00518134715027
1964-10-01,419100000000.0,9.07157042074238,7.932011331444766
1964-11-01,422100000000.0,8.687480005493974,7.816091954022997
1964-12-01,424700000000.0,7.696468742435614,8.011190233977628
1965-01-01,427500000000.0,8.261448355533885,8.173076923076916
1965-02-01,430400000000.0,8.100484892222282,8.249496981891348
1965-03-01,433200000000.0,8.249213061725058,8.354177088544269
1965-04-01,435400000000.0,7.599244645802461,8.389345282549176
1965-05-01,437100000000.0,6.373677892630059,8.139534883720923
1965-06-01,440100000000.0,6.525034233194393,8.106116433308763
1965-07-01,442900000000.0,7.0703006886081,7.998049256278961
1965-08-01,445800000000.0,8.202434084376042,7.837445573294621
1965-09-01,449500000000.0,8.821149722980316,7.819621012233147
1965-10-01,452600000000.0,9.052462640880645,7.9933190169410695
1965-11-01,455700000000.0,9.183209819821748,7.9601990049751326
1965-12-01,459200000000.0,8.915260183269801,8.123381210266079
1966-01-01,462000000000.0,8.569966481573221,8.070175438596493
1966-02-01,464600000000.0,8.04401325594255,7.946096654275103
1966-03-01,467200000000.0,7.1528727410614,7.848568790397037
1966-04-01,469300000000.0,6.47173095393998,7.7859439595773905
1966-05-01,470100000000.0,4.820006644453612,7.549759780370624
1966-06-01,471200000000.0,3.468890152035775,7.06657577823222
1966-07-01,470900000000.0,1.370723215727665,6.321968841725001
1966-08-01,472600000000.0,2.1442360031360908,6.0116644235082894
1966-09-01,475400000000.0,3.613318275211364,5.761957730812006
1966-10-01,475700000000.0,4.1400648800989925,5.103844454264261
1966-11-01,477300000000.0,4.037730126216088,4.739960500329166
1966-12-01,480200000000.0,4.100283757354073,4.57317073170731
1967-01-01,481600000000.0,5.054172765789966,4.2424242424242475
1967-02-01,485100000000.0,6.698757233676167,4.412397761515274
1967-03-01,489700000000.0,8.15131222148966,4.815924657534243
1967-04-01,492100000000.0,9.010303087149785,4.858299595141702
1967-05-01,497200000000.0,10.356871799701109,5.764730908317373
1967-06-01,502000000000.0,10.43187664822376,6.536502546689293
1967-07-01,506300000000.0,12.051648285201534,7.517519643236348
1967-08-01,510800000000.0,11.398431118307006,8.082945408379171
1967-09-01,514700000000.0,10.510057382920191,8.266722759781242
1967-10-01,518200000000.0,9.738223429772509,8.934202228295153
1967-11-01,521200000000.0,8.396204044996768,9.197569662685945
1967-12-01,524800000000.0,8.083309051802367,9.287796751353605
1968-01-01,527400000000.0,7.292871172906445,9.509966777408629
1968-02-01,530400000000.0,7.249785785908136,9.338280766852192
1968-03-01,533200000000.0,6.557802957349801,8.882989585460477
1968-04-01,535700000000.0,6.44520033301057,8.859987807356218
1968-05-01,538900000000.0,6.566001997690463,8.386967015285606
1968-06-01,542600000000.0,7.240441862037139,8.08764940239044
1968-07-01,545600000000.0,7.599650605049235,7.762196326288762
1968-08-01,549400000000.0,8.024405762265197,7.55677368833203
1968-09-01,553600000000.0,8.35904482009755,7.557800660578984
1968-10-01,557600000000.0,9.092178335960057,7.60324199150908
1968-11-01,562400000000.0,9.80614065477008,7.904834996162702
1968-12-01,566800000000.0,9.884146819050809,8.00304878048781
1969-01-01,569300000000.0,8.66099434216967,7.9446340538490645
1969-02-01,571900000000.0,6.929894451458041,7.824283559577672
1969-03-01,574400000000.0,5.4722859150554415,7.72693173293324
1969-04-01,575700000000.0,4.573148156151929,7.466865783087551
1969-05-01,576500000000.0,3.256371681645742,6.977175728335494
1969-06-01,578500000000.0,2.885868555499038,6.616291927755258
1969-07-01,579500000000.0,2.666520477116552,6.213343108504388
1969-08-01,580100000000.0,2.5213261605318227,5.587914088096113
1969-09-01,582100000000.0,2.512528109074452,5.148121387283244
1969-10-01,583400000000.0,2.7192732238208395,4.626972740315649
1969-11-01,585400000000.0,3.704931871055495,4.089615931721191
1969-12-01,587900000000.0,4.04553402746386,3.7226534932957023
1970-01-01,589600000000.0,4.319188557940423,3.5657825399613596
1970-02-01,586300000000.0,0.6163837594902688,2.517922713761145
1970-03-01,587300000000.0,-0.4076081654937113,2.2458217270195036
1970-04-01,588400000000.0,-0.8116292181960305,2.2060100746916778
1970-05-01,591500000000.0,3.5951489353994948,2.601908065915004
1970-06-01,595200000000.0,5.4900958119697085,2.886776145203118
1970-07-01,599100000000.0,7.474794191604994,3.3822260569456475
1970-08-01,604900000000.0,9.374314011778594,4.275124978451994
1970-09-01,611200000000.0,11.194086708623365,4.99914104105823
1970-10-01,616400000000.0,12.060676987352691,5.6564964004113705
1970-11-01,621100000000.0,11.150591696088942,6.098394260334805
1970-12-01,626500000000.0,10.39538516452534,6.565742473209735
1971-01-01,633000000000.0,11.215244225656718,7.360922659430114
1971-02-01,641000000000.0,13.445167607583098,9.329694695548362
1971-03-01,649900000000.0,15.798210105498356,10.65894772688576
1971-04-01,658400000000.0,17.042731529062394,11.896668932698852
1971-05-01,666700000000.0,17.027978279132338,12.713440405748088
1971-06-01,673000000000.0,14.993716180978222,13.071236559139777
1971-07-01,679600000000.0,13.51524530029662,13.436821899515937
1971-08-01,685500000000.0,11.765564507184578,13.324516448999834
1971-09-01,692500000000.0,12.103417933691563,13.301701570680624
1971-10-01,698400000000.0,11.533014907675954,13.303049967553537
1971-11-01,704600000000.0,11.619666061015876,13.443889872806313
1971-12-01,710300000000.0,10.684841563250624,13.375897845171592
1972-01-01,717700000000.0,11.52053960403081,13.380726698262247
1972-02-01,725700000000.0,12.527309972570231,13.213728549141956
1972-03-01,733500000000.0,13.719047658392869,12.863517464225271
1972-04-01,738400000000.0,12.045641423992247,12.150668286755772
1972-05-01,743400000000.0,10.1188670945632,11.504424778761058
1972-06-01,749700000000.0,9.1313608123325,11.396731054977716
1972-07-01,759500000000.0,11.92944768005284,11.75691583284284
1972-08-01,768700000000.0,14.32396998345884,12.137126185266233
1972-09-01,778300000000.0,16.15504527031282,12.38989169675091
1972-10-01,786900000000.0,15.230399731559396,12.671821305841924
1972-11-01,793900000000.0,13.772076200892558,12.673857507805852
1972-12-01,802300000000.0,12.916926108742622,12.952273687174443
1973-01-01,810300000000.0,12.435944997913694,12.90232687752544
1973-02-01,814100000000.0,10.572673706614989,12.181342152404584
1973-03-01,815300000000.0,6.640605050913151,11.15201090661213
1973-04-01,819700000000.0,4.72162790135453,11.010292524377041
1973-05-01,826800000000.0,6.387561076627657,11.218724778046818
1973-06-01,833300000000.0,9.127889963505575,11.15112711751367
1973-07-01,836500000000.0,8.453617061593999,10.138248847926267
1973-08-01,838800000000.0,5.933132635852245,9.119292311695059
1973-09-01,839300000000.0,2.911371278976405,7.837594757805477
1973-10-01,842600000000.0,2.948977607231007,7.078408946498915
1973-11-01,848900000000.0,4.904096367334088,6.927824663055793
1973-12-01,855500000000.0,7.947145623960949,6.630936058830872
1974-01-01,859700000000.0,8.368206989305872,6.096507466370471
1974-02-01,864200000000.0,7.406586284514449,6.154035130819313
1974-03-01,870100000000.0,7.003163874681784,6.721452226174418
1974-04-01,872900000000.0,6.284581546854451,6.490179333902657
1974-05-01,874600000000.0,4.90129368825416,5.781325592646347
1974-06-01,877800000000.0,3.587089643235619,5.340213608544331
1974-07-01,881400000000.0,3.95232583974352,5.36760310818889
1974-08-01,884100000000.0,4.416148616331506,5.4005722460658045
1974-09-01,887900000000.0,4.6824595339330255,5.79053973549386
1974-10-01,893300000000.0,5.510857170279437,6.017089959648714
1974-11-01,898600000000.0,6.723508661019273,5.854635410531284
1974-12-01,902100000000.0,6.552221158133964,5.447106954997083
1975-01-01,906300000000.0,5.949420103921366,5.4204955216936135
1975-02-01,914100000000.0,7.080201249638463,5.774126359638965
1975-03-01,925000000000.0,10.54731522458352,6.309619583955861
1975-04-01,935100000000.0,13.32984845136014,7.1256730438767235
1975-05-01,947900000000.0,15.63125980081348,8.380974159615828
1975-06-01,963000000000.0,17.473042664539506,9.706083390293907
1975-07-01,975100000000.0,18.239993660785856,10.630814613115502
1975-08-01,983100000000.0,15.701953430960035,11.197828299966073
1975-09-01,991500000000.0,12.373970407347112,11.66798062844916
1975-10-01,997800000000.0,9.642106960827345,11.6981976939438
1975-11-01,1006900000000.0,10.04101282673895,12.052081014912087
1975-12-01,1016200000000.0,10.343279678263515,12.648265159073269
1976-01-01,1026600000000.0,12.054948745786076,13.27375041377028
1976-02-01,1040300000000.0,13.943362254587788,13.805929329395038
1976-03-01,1050000000000.0,13.983092039973164,13.513513513513509
1976-04-01,1060800000000.0,14.00634026523486,13.44241257619505
1976-05-01,1072100000000.0,12.799400138584694,13.10264795864542
1976-06-01,1077600000000.0,10.936161446927771,11.900311526479745
1976-07-01,1086300000000.0,9.96768281329663,11.403958568351968
1976-08-01,1098700000000.0,10.299949604735636,11.758722408707145
1976-09-01,1110800000000.0,12.90499437501067,12.032274331820481
1976-10-01,1125000000000.0,15.029960760447825,12.7480457005412
1976-11-01,1138200000000.0,15.174895538034283,13.04002383553482
1976-12-01,1152000000000.0,15.682171434668213,13.363511119858295
1977-01-01,1165200000000.0,15.07786978439829,13.500876680303907
1977-02-01,1177600000000.0,14.582122525933915,13.198115928097653
1977-03-01,1188500000000.0,13.288761212382848,13.190476190476197
1977-04-01,1199600000000.0,12.342458704875336,13.084464555052788
1977-05-01,1209000000000.0,11.0999888792495,12.769331219102686
1977-06-01,1217800000000.0,10.231859762210194,13.01039346696362
1977-07-01,1226700000000.0,9.347191438259529,12.924606462303224
1977-08-01,1237000000000.0,9.590673281775386,12.587603531446256
1977-09-01,1246200000000.0,9.659713980202245,12.189413035649977
1977-10-01,1254000000000.0,9.203531944813715,11.466666666666669
1977-11-01,1262400000000.0,8.469876315249692,10.91196626251978
1977-12-01,1270300000000.0,7.962816228980385,10.269097222222223
1978-01-01,1279700000000.0,8.453240720730083,9.82663920357021
1978-02-01,1285500000000.0,7.522754232177409,9.162703804347828
1978-03-01,1292200000000.0,7.076398287127339,8.725283971392518
1978-04-01,1300400000000.0,6.628957579851291,8.402800933644539
1978-05-01,1310500000000.0,8.008958225651774,8.395368072787424
1978-06-01,1318500000000.0,8.393088165872786,8.2690096896042
1978-07-01,1324100000000.0,7.491790977502144,7.940001630390481
1978-08-01,1333500000000.0,7.207206310444292,7.801131770412284
1978-09-01,1345000000000.0,8.285074792394065,7.928101428342149
1978-10-01,1352300000000.0,8.795028399743622,7.838915470494423
1978-11-01,1359100000000.0,7.903012510885765,7.660012674271233
1978-12-01,1366000000000.0,6.393148215940214,7.533653467684798
1979-01-01,1371600000000.0,5.832173063593427,7.18137063374229
1979-02-01,1377800000000.0,5.618275397960804,7.180085569817196
1979-03-01,1387800000000.0,6.538047974752903,7.398235567249656
1979-04-01,1402100000000.0,9.195829429221437,7.82067056290372
1979-05-01,1410200000000.0,9.743326364259008,7.607783288821057
1979-06-01,1423000000000.0,10.538118413042575,7.925673113386433
1979-07-01,1434800000000.0,9.660321494679993,8.36039574050298
1979-08-01,1446600000000.0,10.731453761460186,8.481439820022496
1979-09-01,1454100000000.0,9.032883444215756,8.111524163568774
1979-10-01,1460400000000.0,7.330171941517904,7.993788360570875
1979-11-01,1465900000000.0,5.444403978839452,7.858141417114273
1979-12-01,1473700000000.0,5.501646221242496,7.884333821376277
1980-01-01,1482700000000.0,6.249245112747426,8.100029163021283
1980-02-01,1494600000000.0,8.064371587969488,8.477282624473803
1980-03-01,1499800000000.0,7.274639310173181,8.070327136474997
1980-04-01,1502200000000.0,5.365366065054467,7.139291063404896
1980-05-01,1512300000000.0,4.82186850192512,7.240107786129624
1980-06-01,1529200000000.0,8.07463073583612,7.463106113843998
1980-07-01,1545500000000.0,12.037912140297724,7.715361025926959
1980-08-01,1561500000000.0,13.662222982298733,7.942762339278309
1980-09-01,1574000000000.0,12.24364323643854,8.245650230383061
1980-10-01,1584800000000.0,10.566054565973303,8.518214187893737
1980-11-01,1595800000000.0,9.08019073907922,8.861450303567775
1980-12-01,1599800000000.0,6.719518648024736,8.556694035421053
1981-01-01,1606900000000.0,5.695756839568866,8.376610238079184
1981-02-01,1618700000000.0,5.864810368761142,8.303224943128606
1981-03-01,1636600000000.0,9.523526132251405,9.121216162154955
1981-04-01,1659200000000.0,13.668349296210948,10.451338037544943
1981-05-01,1664200000000.0,11.726605418698188,10.044303378959206
1981-06-01,1670300000000.0,8.494503596282854,9.227046821867635
1981-07-01,1681900000000.0,5.585851366158789,8.825622775800701
1981-08-01,1694300000000.0,7.433363481895538,8.504642971501752
1981-09-01,1706000000000.0,8.827382289405406,8.38627700127066
1981-10-01,1721800000000.0,9.832313499927947,8.644623927309446
1981-11-01,1736100000000.0,10.239619348343432,8.791828549943602
1981-12-01,1755500000000.0,12.121068499604505,9.732466558319786
1982-01-01,1770400000000.0,11.777602366900776,10.174870869375807
1982-02-01,1774500000000.0,9.145306907042515,9.625007722246238
1982-03-01,1786500000000.0,7.252826675335822,9.159232555297558
1982-04-01,1803900000000.0,7.786465419238153,8.721070395371267
1982-05-01,1815400000000.0,9.543171300809528,9.085446460761926
1982-06-01,1826000000000.0,9.14177452122782,9.32167874034604
1982-07-01,1833700000000.0,6.773457392838522,9.02550686723349
1982-08-01,1848500000000.0,7.495057216015399,9.101103700643343
1982-09-01,1862400000000.0,8.215322757174825,9.167643610785458
1982-10-01,1873700000000.0,9.01520786405574,8.822162852828441
1982-11-01,1887300000000.0,8.66406312701411,8.709175738724717
1982-12-01,1909300000000.0,10.459948994471691,8.761036741669038
1983-01-01,1962400000000.0,20.323349652649725,10.845006778129228
1983-02-01,1999600000000.0,26.011085491077974,12.685263454494233
1983-03-01,2017800000000.0,24.7428840108568,12.94710327455919
1983-04-01,2031100000000.0,14.755915980889146,12.59493320028826
1983-05-01,2045500000000.0,9.502850108751026,12.67489258565606
1983-06-01,2055800000000.0,7.748436281110949,12.584884994523549
1983-07-01,2067100000000.0,7.280483774422186,12.728363418225452
1983-08-01,2076200000000.0,6.139933571994938,12.318095753313507
1983-09-01,2085300000000.0,5.864591495606764,11.968427835051543
1983-10-01,2101500000000.0,6.824687111948302,12.157762715482745
1983-11-01,2114600000000.0,7.605919929371607,12.043660255391298
1983-12-01,2125700000000.0,7.977611683316188,11.333996752736608
1984-01-01,2140400000000.0,7.612368925034252,9.07052588666939
1984-02-01,2160500000000.0,8.969302517249588,8.046609321864363
1984-03-01,2177500000000.0,10.109493412902548,7.9145604123302515
1984-04-01,2193900000000.0,10.379276572755655,8.015361134360699
1984-05-01,2206400000000.0,8.772700961285596,7.8660474211684095
1984-06-01,2217400000000.0,7.533434781560833,7.860686837240971
1984-07-01,2225800000000.0,5.944213132067544,7.6774224759324605
1984-08-01,2232500000000.0,4.816312021453917,7.5281764762547
1984-09-01,2246500000000.0,5.35363362901482,7.730302594350924
1984-10-01,2261100000000.0,6.49630203823226,7.594575303354745
1984-11-01,2283600000000.0,9.474826882768394,7.992055235032636
1984-12-01,2308800000000.0,11.562840495037396,8.613633156136814
1985-01-01,2334900000000.0,13.708795910163984,9.087086525883015
1985-02-01,2356400000000.0,13.374639443414637,9.06734552186994
1985-03-01,2368500000000.0,10.751164480312813,8.771526980482204
1985-04-01,2377800000000.0,7.554392156172973,8.382332831943117
1985-05-01,2392100000000.0,6.199205569314548,8.416424945612766
1985-06-01,2415200000000.0,8.12318836472814,8.920357175069892
1985-07-01,2432000000000.0,9.434180875359964,9.26408482343426
1985-08-01,2446500000000.0,9.411647130619594,9.585666293393057
1985-09-01,2458800000000.0,7.4188299954316195,9.450255953705767
1985-10-01,2470600000000.0,6.5014365780963645,9.265401795586214
1985-11-01,2480200000000.0,5.624807938934029,8.60921352250832
1985-12-01,2494600000000.0,5.9524135588276295,8.047470547470548
1986-01-01,2504800000000.0,5.653154921337111,7.276542892629245
1986-02-01,2515300000000.0,5.782140472831077,6.743337294177554
1986-03-01,2535600000000.0,6.738058839304184,7.0550981633945575
1986-04-01,2560300000000.0,9.161930242032646,7.675161914374629
1986-05-01,2587800000000.0,12.0375674437885,8.181096108022246
1986-06-01,2608000000000.0,11.919916079840664,7.982775753560789
1986-07-01,2629800000000.0,11.308276785770063,8.133223684210522
1986-08-01,2649700000000.0,9.916777861712433,8.305742898017577
1986-09-01,2671200000000.0,10.051325048189153,8.638360175695459
1986-10-01,2691100000000.0,9.655005448765785,8.92495750020239
1986-11-01,2704900000000.0,8.59705116686953,9.05975324570598
1986-12-01,2731600000000.0,9.356044236267058,9.500521125631355
1987-01-01,2747300000000.0,8.618799791163045,9.681411689556052
1987-02-01,2751100000000.0,7.00908534608784,9.374627281040038
1987-03-01,2757000000000.0,3.771632327219998,8.731661145291048
1987-04-01,2771300000000.0,3.5403961929926453,8.241221731828308
1987-05-01,2776600000000.0,3.759475977519311,7.295772470824646
1987-06-01,2778200000000.0,3.1114664631413103,6.526073619631911
1987-07-01,2782700000000.0,1.6556180195174797,5.814130352118041
1987-08-01,2791800000000.0,2.2077750718549005,5.362871268445479
1987-09-01,2803200000000.0,3.648330234901653,4.941599281221931
1987-10-01,2818800000000.0,5.291060321285257,4.745271450336297
1987-11-01,2823500000000.0,4.619817143499261,4.38463529150801
1987-12-01,2831000000000.0,4.026297054034322,3.63889295650901
1988-01-01,2852000000000.0,4.795113753802327,3.811014450551453
1988-02-01,2875000000000.0,7.497961270503195,4.503653084220849
1988-03-01,2895200000000.0,9.384252407354364,5.012694958288
1988-04-01,2915300000000.0,9.177947573083522,5.196117345650064
1988-05-01,2930700000000.0,7.977697197742461,5.549953180148393
1988-06-01,2942800000000.0,6.740371276159562,5.924699445684256
1988-07-01,2952600000000.0,5.2168876722122,6.1055809106263625
1988-08-01,2957700000000.0,3.7363655071684265,5.9424027509134
1988-09-01,2962600000000.0,2.7185983341281306,5.686358447488593
1988-10-01,2971000000000.0,2.5161164050454765,5.399460763445441
1988-11-01,2985900000000.0,3.868665012388695,5.751726580485217
1988-12-01,2993900000000.0,4.293462737436116,5.754150476863296
1989-01-01,2997200000000.0,3.574367172646986,5.09116409537167
1989-02-01,2997600000000.0,1.5766031050243434,4.264347826086956
1989-03-01,3005200000000.0,1.5183053823335737,3.7993920972644313
1989-04-01,3011400000000.0,1.9086124785680612,3.2964017425307857
1989-05-01,3017100000000.0,2.62758256719724,2.9481011362473053
1989-06-01,3033400000000.0,3.8066579190958016,3.07870055729238
1989-07-01,3058100000000.0,6.34888642038014,3.573121994174633
1989-08-01,3080100000000.0,8.617661306160663,4.138350745511721
1989-09-01,3098500000000.0,8.86474815453373,4.587186930398968
1989-10-01,3120300000000.0,8.38736875678794,5.025244025580622
1989-11-01,3139200000000.0,7.898815190708253,5.134130412940818
1989-12-01,3158400000000.0,7.959912032747551,5.494505494505497
1990-01-01,3172300000000.0,6.834519353512492,5.8421193113572745
1990-02-01,3184700000000.0,5.92492587160256,6.241659994662396
1990-03-01,3195600000000.0,4.795136090843521,6.335684812990805
1990-04-01,3207100000000.0,4.460716976487644,6.498638507006715
1990-05-01,3205800000000.0,2.6766254324309235,6.254350203838133
1990-06-01,3218700000000.0,2.9229795139592785,6.108656952594438
1990-07-01,3229100000000.0,2.772275233779542,5.591707269219448
1990-08-01,3246500000000.0,5.175825788808863,5.402421999285734
1990-09-01,3259100000000.0,5.115980341843951,5.1831531386154595
1990-10-01,3263800000000.0,4.368195298315869,4.598916770823314
1990-11-01,3267100000000.0,2.5623779876376096,4.074286442405706
1990-12-01,3276200000000.0,2.115314412360348,3.7297365754812573
1991-01-01,3292100000000.0,3.5137215443700187,3.7764398070800453
1991-02-01,3308900000000.0,5.216744131837547,3.8998963795648045
1991-03-01,3326300000000.0,6.258587683324901,4.089998748278889
1991-04-01,3337000000000.0,5.568111260512576,4.050388201178645
1991-05-01,3347700000000.0,4.7735260564131465,4.426352236571218
1991-06-01,3356600000000.0,3.693777954561495,4.284338397489673
1991-07-01,3360200000000.0,2.810076738356093,4.059954786163322
1991-08-01,3359000000000.0,1.3570323225173595,3.4652702910827005
1991-09-01,3358900000000.0,0.2743687158877073,3.0621950845325374
1991-10-01,3364100000000.0,0.4650669638261551,3.073104969667262
1991-11-01,3369600000000.0,1.2682680905456545,3.137338924428401
1991-12-01,3376300000000.0,2.088263719013117,3.055369025090049
1992-01-01,3384900000000.0,2.4962044943929174,2.818869414659342
1992-02-01,3403900000000.0,4.134293151962498,2.871044758076713
1992-03-01,3407700000000.0,3.7722664325975153,2.4471635150166815
1992-04-01,3403400000000.0,2.2041678743422777,1.9898112076715657
1992-05-01,3402300000000.0,-0.1878870984135972,1.6309705170714173
1992-06-01,3397200000000.0,-1.2268180663297046,1.2095572901150042
1992-07-01,3397400000000.0,-0.7033145857828327,1.107076959704778
1992-08-01,3402300000000.0,0.0,1.2890741292051144
1992-09-01,3414000000000.0,1.9928213394159844,1.6404179939861319
1992-10-01,3427500000000.0,3.591262036693199,1.8846050949733906
1992-11-01,3430100000000.0,3.308654518430365,1.7954653371319962
1992-12-01,3428700000000.0,1.733475771799342,1.5519947871930784
1993-01-01,3423100000000.0,-0.5125058615384037,1.128541463558741
1993-02-01,3419000000000.0,-1.288153207493259,0.4436088016686712
1993-03-01,3416300000000.0,-1.4387837441800833,0.25236963347712305
1993-04-01,3415600000000.0,-0.873522511587399,0.3584650643474241
1993-05-01,3440900000000.0,2.586875315662618,1.1345266437410073
1993-06-01,3446900000000.0,3.6312489536667543,1.462969504297651
1993-07-01,3446300000000.0,3.644032211959547,1.4393359627950852
1993-08-01,3450100000000.0,1.073784548932566,1.404931957793254
1993-09-01,3456700000000.0,1.1421130116444411,1.250732278851796
1993-10-01,3461100000000.0,1.7288814402197206,0.9803063457330508
1993-11-01,3474600000000.0,2.870897465869371,1.2973382700212754
1993-12-01,3479100000000.0,2.617372156623521,1.4699448770671086
1994-01-01,3479600000000.0,2.155251957899851,1.650550670444928
1994-02-01,3480600000000.0,0.6925181898801425,1.801696402456865
1994-03-01,3485900000000.0,0.7841064850475199,2.037291806925623
1994-04-01,3489100000000.0,1.096560086808296,2.151891322168864
1994-05-01,3498600000000.0,2.084711041088161,1.6768868609956744
1994-06-01,3487200000000.0,0.1492558474047722,1.1691664974324834
1994-07-01,3495800000000.0,0.7703216749986419,1.4363230130864935
1994-08-01,3492900000000.0,-0.6500983554653339,1.2405437523550056
1994-09-01,3493000000000.0,0.6669518368046301,1.0501345213643098
1994-10-01,3491400000000.0,-0.5025115689605952,0.8754442229349069
1994-11-01,3494500000000.0,0.1833547721125983,0.5727277960053012
1994-12-01,3493400000000.0,0.0458137662859625,0.4110258400160882
1995-01-01,3498800000000.0,0.8504966075947973,0.551787561788708
1995-02-01,3496100000000.0,0.1832707632120511,0.44532551858875724
1995-03-01,3497300000000.0,0.4473047173359834,0.3270317565047698
1995-04-01,3505400000000.0,0.7566821162129589,0.4671691840302694
1995-05-01,3530400000000.0,3.982504171401202,0.908935002572453
1995-06-01,3555900000000.0,6.872656570904789,1.9700619408121067
1995-07-01,3574500000000.0,8.121204771780622,2.251272956118777
1995-08-01,3596400000000.0,7.690228439638758,2.963153826333409
1995-09-01,3609400000000.0,6.15535316625222,3.3323790438018808
1995-10-01,3620400000000.0,5.236166471340709,3.6947929197456597
1995-11-01,3627500000000.0,3.504141725781129,3.8059808270138884
1995-12-01,3637100000000.0,3.105281334383148,4.1134711169634075
1996-01-01,3655300000000.0,3.91204236562952,4.472962158454319
1996-02-01,3669200000000.0,4.678105710564129,4.95123137210034
1996-03-01,3695200000000.0,6.544449392461926,5.658650959311462
1996-04-01,3706000000000.0,5.664609940435006,5.722599418040741
1996-05-01,3716900000000.0,5.302326985190331,5.282687514162698
1996-06-01,3730400000000.0,3.865140478785567,4.907337101718268
1996-07-01,3745200000000.0,4.298580784857875,4.775493075954684
1996-08-01,3752200000000.0,3.853325748720726,4.332109887665436
1996-09-01,3760800000000.0,3.2997672370308706,4.1946029811049
1996-10-01,3777400000000.0,3.4836754118561464,4.336537399182405
