DATE,AWHMAN,3m growth rate,12m growth rate
1969-04-01,41.0,1.9752490193011285,1.7369727047146455
1969-05-01,40.7,3.003546112518096,-0.4889975550122161
1969-06-01,40.7,-0.9767936598388705,-0.4889975550122161
1969-07-01,40.6,-3.845700694432408,-0.4901960784313597
1969-08-01,40.6,-0.9791847955454068,-0.24570024570025328
1969-09-01,40.6,-0.9791847955454068,-0.7334963325183352
1969-10-01,40.5,-0.9815876666202428,-1.2195121951219523
1969-11-01,40.5,-0.9815876666202428,-0.9779951100244433
1969-12-01,40.6,0.0,-0.24570024570025328
1970-01-01,40.4,-0.9840023596687232,-0.9803921568627416
1970-02-01,40.2,-2.930203428038069,-0.4950495049504844
1970-03-01,40.1,-4.83585365784548,-1.7156862745097978
1970-04-01,39.8,-5.809559524472718,-2.9268292682926855
1970-05-01,39.8,-3.921088111557447,-2.211302211302224
1970-06-01,39.8,-2.9591039999472213,-2.211302211302224
1970-07-01,40.0,2.0252522051322552,-1.4778325123152691
1970-08-01,39.8,0.0,-1.9704433497537033
1970-09-01,39.6,-1.9949498125062748,-2.463054187192115
1970-10-01,39.5,-4.907028808593728,-2.4691358024691357
1970-11-01,39.5,-2.981156312614064,-2.4691358024691357
1970-12-01,39.5,-1.00628130715823,-2.7093596059113323
1971-01-01,39.9,4.112577947142171,-1.2376237623762387
1971-02-01,39.7,2.040750594587992,-1.243781094527363
1971-03-01,39.8,3.072760094131688,-0.7481296758104827
1971-04-01,39.9,0.0,0.2512562814070307
1971-05-01,40.0,3.0571049586205934,0.5025125628140836
1971-06-01,39.9,1.0088192574456478,0.2512562814070307
1971-07-01,40.0,1.00628138726766,0.0
1971-08-01,39.8,-1.9850499375000497,0.0
1971-09-01,39.7,-1.98998756289176,0.2525252525252597
1971-10-01,39.9,-0.996256246093774,1.0126582278481067
1971-11-01,40.0,2.0252522051322552,1.2658227848101333
1971-12-01,40.2,5.133757216499935,1.7721518987341867
1972-01-01,40.2,3.04160852349078,0.7518796992481258
1972-02-01,40.4,4.060401000000002,1.76322418136019
1972-03-01,40.4,2.004950187493759,1.5075376884422065
1972-04-01,40.5,3.0186561953550406,1.5037593984962516
1972-05-01,40.5,0.9937811900285308,1.2499999999999956
1972-06-01,40.6,1.9949510501117595,1.7543859649122862
1972-07-01,40.5,0.0,1.2499999999999956
1972-08-01,40.6,0.9913183250357172,2.01005025125629
1972-09-01,40.6,0.0,2.267002518891692
1972-10-01,40.7,1.9899887882285583,2.0050125313283207
1972-11-01,40.7,0.9888676370959136,1.750000000000007
1972-12-01,40.6,0.0,0.995024875621886
1973-01-01,40.4,-2.9159637953019235,0.4975124378109319
1973-02-01,40.9,1.9801379547527365,1.2376237623762387
1973-03-01,40.9,2.988586535253024,1.2376237623762387
1973-04-01,40.8,4.019602999607885,0.7407407407407307
1973-05-01,40.7,-1.9416898177087027,0.4938271604938427
1973-06-01,40.7,-1.9416898177087027,0.24630541871921707
1973-07-01,40.7,-0.9767936598388705,0.4938271604938427
1973-08-01,40.6,-0.9791847955454068,0.0
1973-09-01,40.7,0.0,0.24630541871921707
1973-10-01,40.6,-0.9791847955454068,-0.24570024570025328
