DATE,HTRUCKSSA,3m growth rate,12m growth rate
2001-05-01,31.0,-20.20946069372992,-21.717171717171723
2001-06-01,30.0,-18.76621514599676,-30.555555555555557
2001-07-01,28.4,0.0,-26.61498708010337
2001-08-01,27.7,-36.251157894622864,-24.72826086956521
2001-09-01,25.7,-46.14234072839506,-24.633431085043988
2001-10-01,28.8,5.753948351547455,-12.990936555891242
2001-11-01,25.5,-28.18062101950408,-18.26923076923077
2001-12-01,26.5,13.044907396266868,-18.711656441717793
2002-01-01,25.275,-40.68087912911987,-24.326347305389216
2002-02-01,24.909,-8.953249794298824,-24.057926829268293
2002-03-01,26.624,1.8848763444591743,-15.746835443037988
2002-04-01,27.079,31.75461368936448,-4.65140845070422
2002-05-01,29.415,94.4689370191825,-5.112903225806454
2002-06-01,27.188,8.746634826999111,-9.373333333333333
2002-07-01,26.516,-8.060623887543628,-6.633802816901413
2002-08-01,28.609,-10.518078785586372,3.2815884476534496
2002-09-01,28.176,15.34753274135172,9.634241245136188
2002-10-01,27.999,24.319152495925955,-2.7812500000000018
2002-11-01,27.058,-19.98488037228481,6.109803921568635
2002-12-01,22.728,-57.6622739579452,-14.233962264150934
2003-01-01,23.491,-50.45088096680319,-7.05835806132542
2003-02-01,25.043,-26.62254508356362,0.5379581677305456
2003-03-01,24.501,35.04868458144544,-7.974008413461531
2003-04-01,26.526,62.58521201982297,-2.0421729015103973
2003-05-01,26.498,25.3449868171084,-9.916709161992177
2003-06-01,27.242,52.834258112793634,0.19861703692807264
2003-07-01,28.346,30.40074421914532,6.901493437924278
2003-08-01,27.553,16.902334995172595,-3.691146142822188
2003-09-01,28.471,19.303979705198397,1.0469903463941055
2003-10-01,28.882,7.780929210023779,3.1536840601450233
2003-11-01,30.481,49.77567134772718,12.650602409638555
2003-12-01,30.414,30.22167614916611,33.81731784582893
2004-01-01,32.552,61.36214292701898,38.57221914775872
2004-02-01,33.17,40.23778457527298,32.45218224653597
2004-03-01,34.189,59.680331842987,39.54124321456267
2004-04-01,33.776,15.910333788100427,27.3316745834276
2004-05-01,35.59,32.5348423832025,34.31202354894709
2004-06-01,34.371,2.1464030984718496,26.169150576315992
2004-07-01,36.587,37.681103355624025,29.072885063148245
2004-08-01,36.68,12.82500358102916,33.12524951910862
2004-09-01,36.935,33.347151269642026,29.72849566225282
2004-10-01,38.157,18.30134618275796,32.11342704798834
2004-11-01,37.469,8.885763804784386,22.925757028968864
2004-12-01,39.566,31.684959104255928,30.091405273887027
2005-01-01,43.249,65.04690798758877,32.8612681248464
2005-02-01,40.289,33.67726217259654,21.4621646065722
2005-03-01,40.319,7.832685662897965,17.929743484746563
2005-04-01,40.184,-25.473902587318708,18.972051160587377
2005-05-01,40.468,1.7890387543282538,13.706097218319746
2005-06-01,42.922,28.434231798057485,24.878531320008122
2005-07-01,43.955,43.15960022795598,20.13830048924481
2005-08-01,41.74,13.178208091309674,13.794983642311887
2005-09-01,41.696,-10.945109237474638,12.890212535535394
2005-10-01,40.703,-26.4686495510151,6.672432319102661
2005-11-01,41.826,0.8267000812920644,11.628279377618833
2005-12-01,40.485,-11.12103300719286,2.3227013092048665
2006-01-01,42.377,17.49385515608035,-2.0162315891696925
2006-02-01,46.398,51.42992587655875,15.16294770284694
2006-03-01,45.958,66.06109937611619,13.985961953421455
2006-04-01,46.581,45.98707169434626,15.919271351781816
2006-05-01,46.556,1.369101206158696,15.043985371157431
2006-06-01,45.669,-2.491713392540762,6.399981361539542
2006-07-01,44.724,-15.017926312000618,1.7495165510180932
2006-08-01,46.363,-1.6479352010628334,11.075706756109248
2006-09-01,46.2,4.732602109175477,10.80199539524176
2006-10-01,45.213,4.445742837162436,11.08026435397882
2006-11-01,44.074,-18.33353648060489,5.3746473485391855
2006-12-01,44.813,-11.47862066624896,10.690379152772644
2007-01-01,41.166,-31.277115373702323,-2.85768223328694
2007-02-01,38.717,-40.45066381516028,-16.554592870382358
2007-03-01,35.191,-61.97139822985071,-23.427912441794675
2007-04-01,33.377,-56.78500012486132,-28.346321461540114
2007-05-01,30.386,-62.06087240903535,-34.732365323481396
2007-06-01,29.669,-49.47745702406855,-35.03470625588473
2007-07-01,28.215,-48.93409611249528,-36.91306680976656
2007-08-01,28.807,-19.22108854973651,-37.8664020878718
2007-09-01,27.723,-23.765902096064583,-39.9935064935065
2007-10-01,27.388,-11.218790281421631,-39.4245018025789
2007-11-01,26.299,-30.53519677191472,-40.32989971411717
2007-12-01,25.996,-22.68474131184569,-41.990047530850426
2008-01-01,26.867,-7.394789236368593,-34.73497546518971
2008-02-01,27.131,13.267747808524357,-29.924839217914613
2008-03-01,26.622,9.985796239433252,-24.349975846097017
2008-04-01,28.121,20.017987559489047,-15.747370944063288
2008-05-01,27.781,9.933053828022633,-8.573027051931813
2008-06-01,25.96,-9.581762723802932,-12.50126394553237
2008-07-01,24.262,-44.59061218001481,-14.01027822080454
2008-08-01,23.715,-46.89920562526968,-17.67625924254521
2008-09-01,22.779,-40.71840693212548,-17.833567795693106
2008-10-01,22.247,-29.306509478132792,-18.77099459617351
2008-11-01,22.513,-18.78411718377442,-14.395984638199167
2008-12-01,20.169,-38.53910991084577,-22.414986921064774
2009-01-01,17.697,-59.958274476927166,-34.131090184985304
2009-02-01,16.683,-69.84473746870528,-38.50945412996204
2009-03-01,16.359,-56.71977142568609,-38.550822627901724
2009-04-01,15.191,-45.70662347956289,-45.97987269300522
2009-05-01,15.028,-34.15722195611563,-45.90547496490407
2009-06-01,16.098,-6.230698134312562,-37.989214175654865
2009-07-01,16.341,33.89645071521292,-32.64776193223972
2009-08-01,15.536,14.222616593193704,-34.488720219270505
2009-09-01,15.723,-8.997365444739792,-30.975898854207816
2009-10-01,17.137,20.95523426905439,-22.9693891311188
2009-11-01,18.635,106.9954208487584,-17.225602984942036
2009-12-01,18.682,99.32042902180456,-7.372700679260258
2010-01-01,18.69,41.4809667086742,5.611120528903224
2010-02-01,17.245,-26.66096242165296,3.3686986752982095
2010-03-01,18.229,-9.352066326180386,11.431016565804741
2010-04-01,17.032,-31.03553234185381,12.119017839510239
2010-05-01,17.377,3.0970905972425244,15.630822464732486
2010-06-01,17.67,-11.71339466776633,9.76518822213941
2010-07-01,19.466,70.62563569897901,19.12367664157639
2010-08-01,17.678,7.110812518774168,13.787332646755935
2010-09-01,18.269,14.26491611747196,16.192838516822473
2010-10-01,17.961,-27.52050223526784,4.8083095057477765
2010-11-01,19.17,38.278905464182685,2.8709417762275313
2010-12-01,18.565,6.64014110785629,-0.6262712771651691
2011-01-01,21.592,108.85719197015572,15.527019796682694
2011-02-01,22.18,79.20813315970305,28.61699043200927
2011-03-01,22.94,133.1276790596241,25.84343628284602
2011-04-01,24.095,55.07301701209475,41.4689995302959
2011-05-01,24.982,60.93950040376066,43.764746503999554
2011-06-01,25.422,50.82217633300894,43.87096774193546
2011-07-01,25.079,17.36352343835259,28.834891605876912
2011-08-01,27.193,40.38466651515333,53.82396198665007
2011-09-01,27.5,36.9278905882564,50.52821719853304
2011-10-01,28.218,60.274361246517685,57.10706530816771
2011-11-01,28.059,13.360111787577766,46.36932707355241
2011-12-01,28.527,15.796020145228296,53.660113116078634
2012-01-01,28.121,-1.3679351583878896,30.23805113004816
2012-02-01,29.852,28.11647339712337,34.5897204688909
2012-03-01,29.754,18.346938096295503,29.70357454228423
2012-04-01,30.101,31.28063035980197,24.926333264162693
2012-05-01,30.123,3.6809947697067136,20.578816748058614
2012-06-01,29.127,-8.16640445021406,14.573991031390122
2012-07-01,29.431,-8.610483458096729,17.35316400175446
2012-08-01,29.387,-9.420874243337952,8.068252859191706
2012-09-01,28.307,-10.794351166561478,2.9345454545454563
