DATE,T10YFF,3m growth rate,12m growth rate
1971-05-19,1.85,-17.30485864614667,-337.1794871794872
1971-05-20,1.74,-43.84185376089002,-410.71428571428567
1971-05-21,1.9,-32.9903692391545,-367.6056338028169
1971-05-24,1.74,-89.26745646776757,1481.8181818181818
1971-05-25,1.69,-57.24748441174865,-493.0232558139535
1971-05-26,1.74,-62.26145992793577,-597.1428571428571
1971-05-27,1.47,-82.72054856373877,-916.6666666666666
1971-05-28,1.5,-70.76895331712983,-3850.0
1971-06-01,1.61,74.90062500000008,168.33333333333337
1971-06-02,1.61,47.87408861872828,-512.8205128205128
1971-06-03,1.44,-59.93771935969914,-580.0
1971-06-04,1.51,-61.74370793648707,-855.0000000000001
1971-06-07,1.59,-72.21489528171833,430.00000000000006
1971-06-08,1.63,-38.41440727935128,48.18181818181817
1971-06-09,1.56,-47.19269129264161,-1660.0000000000002
1971-06-10,1.73,-53.05392718138005,1472.7272727272727
1971-06-11,1.62,-19.44813192041188,500.0
1971-06-14,1.63,-41.020832144412026,68.04123711340206
1971-06-15,1.73,-71.12404205498004,36.22047244094488
1971-06-16,1.8,-10.380378206568183,682.6086956521739
1971-06-17,1.8,-56.78066078634654,2471.428571428571
1971-06-18,1.7,-81.43920264466168,1788.888888888889
