DATE,PAYEMS,3m growth rate,12m growth rate
1956-04-01,52375,3.1141228791820463,4.233004298678544
1956-05-01,52506,2.6247915760541973,3.9475768134304756
1956-06-01,52586,2.252302962189545,3.536129159283319
1956-07-01,51955,-3.169259575546679,1.8985231529605517
1956-08-01,52631,0.9556781048515316,2.9739195085206616
1956-09-01,52604,0.1369888876336267,2.6099169039909498
1956-10-01,52777,6.480333674099192,2.6210892687005494
1956-11-01,52821,1.4518541521590267,2.382152271670024
1956-12-01,52929,2.494291805507776,2.169674741820282
1957-01-01,52887,0.8363065570274886,1.7546897546897533
1957-02-01,53097,2.1065165438785893,1.7827362125481638
1957-03-01,53156,1.726573364384465,1.6483726622557038
1957-04-01,53238,2.681261988420691,1.647732696897375
1957-05-01,53150,0.3998674696160664,1.2265264922104224
1957-06-01,53067,-0.6680467157739067,0.9146921233788463
1957-07-01,53123,-0.8612488607962709,2.24809931671639
1957-08-01,53128,-0.1654663730163097,0.9443103874142711
1957-09-01,52934,-0.9987437382813712,0.6273287202494204
1957-10-01,52763,-2.6832601528550937,-0.02652670670936219
1957-11-01,52558,-4.222950655911994,-0.4979080290036131
1957-12-01,52384,-4.091791495086305,-1.0296812711368064
1958-01-01,52076,-5.107355361898103,-1.5334581277062442
1958-02-01,51576,-7.266787183553403,-2.8645686196960285
1958-03-01,51299,-8.031105513594571,-3.493490857099857
1958-04-01,51027,-7.817247818512129,-4.153048574326612
1958-05-01,50914,-5.036165146557858,-4.206961429915335
1958-06-01,50914,-2.9683814167680955,-4.057135319501759
1958-07-01,51039,0.0941010344859494,-3.9229712177399567
1958-08-01,51233,2.529839088563701,-3.566857400993828
1958-09-01,51506,4.732729272273728,-2.6976990214229057
1958-10-01,51485,3.541449723051904,-2.4221518867388103
1958-11-01,51944,5.6677380165037095,-1.1682331899996234
1958-12-01,52085,4.572954894188608,-0.570784972510685
1959-01-01,52478,7.940949118099527,0.7719486903756012
1959-02-01,52688,5.853517466486768,2.1560415697223556
1959-03-01,53014,7.32765016462138,3.3431450905475835
1959-04-01,53321,6.582043349876177,4.495659160836429
1959-05-01,53550,6.706542267718008,5.177357897631296
1959-06-01,53681,5.128409768662445,5.434654515457438
1959-07-01,53804,3.6728680438022687,5.417425890005689
1959-08-01,53336,-1.5889494907495472,4.104776218452955
1959-09-01,53428,-1.8719250344997884,3.731604084960982
1959-10-01,53358,-3.2747380104643176,3.6379528017869367
1959-11-01,53634,2.253688340302329,3.2535037732943195
1959-12-01,54174,5.703153592385024,4.01075165594702
1960-01-01,54274,7.045681261094927,3.422386523876675
1960-02-01,54513,6.718467920088278,3.4637868205283917
1960-03-01,54454,2.083495939284808,2.7162636284755015
1960-04-01,54813,4.032004851533166,2.798147071510293
1960-05-01,54475,-0.2785411540023208,1.7273576097105448
1960-06-01,54348,-0.7763682559274732,1.242525288277041
1960-07-01,54306,-3.6488346368583446,0.9330161326295494
1960-08-01,54272,-1.4822807026580564,1.7549122543872864
1960-09-01,54227,-0.8875874669545203,1.4954705397918655
1960-10-01,54142,-1.2025086966771736,1.4693204392968173
1960-11-01,53961,-2.2725307231727943,0.6096878845508469
1960-12-01,53742,-3.529843319715442,-0.7974305017166894
1961-01-01,53683,-3.3482030068659463,-1.088919187824744
1961-02-01,53557,-2.961290922623028,-1.753710124190555
1961-03-01,53659,-0.6163367058589997,-1.4599478458882764
1961-04-01,53627,-0.4166118541598318,-2.16372028533377
1961-05-01,53786,1.721328190731053,-1.2648003671408947
