DATE,GACDFSA066MSFRBPHI,3m growth rate,12m growth rate
1976-10-01,22.2,-60.48338166389006,-37.110481586402265
1976-11-01,13.8,-75.42508297337584,-68.77828054298642
1976-12-01,13.6,-85.65876544938904,-58.91238670694865
1977-01-01,31.5,305.3501306718045,191.66666666666666
1977-02-01,34.9,3990.584441943463,68.59903381642512
1977-03-01,33.2,3451.3763754025945,-8.287292817679559
1977-04-01,44.4,294.72048457175754,2.777777777777768
1977-05-01,30.3,-43.184241864337714,-19.628647214854112
1977-06-01,27.6,-52.237836226865255,-15.596330275229365
1977-07-01,21.5,-94.50178195034692,-23.214285714285708
1977-08-01,20.1,-80.63516879970508,2.5510204081632626
1977-09-01,11.2,-97.28833670583926,-49.321266968325794
1977-10-01,15.9,-70.08874346298599,-28.37837837837838
1977-11-01,18.2,-32.77956442898652,31.884057971014478
1977-12-01,30.6,5472.03217124701,125.0
1978-01-01,20.6,181.76067834297385,-34.6031746031746
1978-02-01,11.3,-85.13967793215369,-67.621776504298
1978-03-01,8.9,-99.28439342757405,-73.19277108433735
1978-04-01,18.4,-36.34941338220183,-58.55855855855856
1978-05-01,27.6,3458.9554718398654,-8.910891089108908
1978-06-01,23.2,4517.340614276112,-15.94202898550725
1978-07-01,17.9,-10.434484081892714,-16.744186046511633
1978-08-01,27.7,1.4571709014402412,37.81094527363182
1978-09-01,17.9,-64.56273597051376,59.821428571428555
1978-10-01,21.0,89.4371079930154,32.0754716981132
1978-11-01,14.4,-92.6965023792315,-20.879120879120872
1978-12-01,8.5,-94.91532055294456,-72.22222222222221
1979-01-01,4.1,-99.85470246450812,-80.09708737864078
1979-02-01,-1.5,-99.98822624300732,-113.27433628318585
1979-03-01,5.8,-78.3211484536823,-34.83146067415731
1979-04-01,-3.4,-52.708810122299774,-118.4782608695652
1979-05-01,-1.6,29.45382716049383,-105.79710144927536
1979-06-01,-4.2,-72.5030079982355,-118.10344827586208
1979-07-01,-13.2,22618.521090504182,-173.74301675977654
1979-08-01,-17.8,1531692.9931640625,-164.25992779783394
1979-09-01,-24.4,113810.07656274903,-236.3128491620112
1979-10-01,-28.6,2103.780864197532,-236.1904761904762
1979-11-01,-20.1,62.59388959744041,-239.58333333333334
1979-12-01,-15.6,-83.29143747931238,-283.52941176470586
1980-01-01,-18.4,-82.86803574773955,-548.7804878048781
1980-02-01,-20.9,16.896340284536148,1293.3333333333333
1980-03-01,-19.5,144.140625,-436.2068965517242
1980-04-01,-37.1,1552.8153837001707,991.1764705882354
1980-05-01,-53.4,4161.670650953753,3237.5
1980-06-01,-54.3,5912.580069325302,1192.8571428571427
1980-07-01,-57.1,461.11101530095135,332.5757575757576
1980-08-01,-39.4,-70.36398136533263,121.34831460674155
1980-09-01,-10.3,-99.87053583325824,-57.78688524590163
1980-10-01,24.7,-96.49858667588973,-186.36363636363635
1980-11-01,9.0,-99.7277391785862,-144.77611940298507
1980-12-01,7.4,-73.35731561266054,-147.43589743589746
1981-01-01,2.1,-99.99477496305128,-111.41304347826086
1981-02-01,5.2,-88.85594269166285,-124.88038277511961
1981-03-01,8.0,36.594454798707176,-141.02564102564102
1981-04-01,-1.2,-89.33777592669722,-96.7654986522911
1981-05-01,9.1,837.8906249999994,-117.04119850187267
1981-06-01,-2.1,-99.52519287109376,-96.13259668508287
1981-07-01,5.5,44029.17148919755,-109.6322241681261
1981-08-01,16.8,1061.639998599489,-142.63959390862942
1981-09-01,7.5,16169.262807163675,-172.8155339805825
1981-10-01,-13.2,3217.76,-153.4412955465587
1981-11-01,-25.7,447.64025804276014,-385.55555555555554
1981-12-01,-34.5,44674.55999999998,-566.2162162162163
1982-01-01,-19.9,416.5550132686958,-1047.6190476190475
1982-02-01,-15.4,-87.10710665518621,-396.1538461538462
1982-03-01,-15.7,-95.71133395546792,-296.25
1982-04-01,-3.2,-99.93313673071484,166.66666666666669
1982-05-01,-4.6,-99.20393515883876,-150.54945054945054
1982-06-01,2.2,-99.96144398738878,-204.76190476190476
1982-07-01,2.8,-41.38183593750004,-49.09090909090909
1982-08-01,-3.2,-76.58098706050936,-119.04761904761905
1982-09-01,-13.6,145937.67502219786,-281.33333333333337
1982-10-01,10.9,22865.39218684924,-182.57575757575756
1982-11-01,2.3,-73.31228256225589,-108.94941634241245
1982-12-01,14.7,36.49404539024987,-142.6086956521739
1983-01-01,12.5,72.95537379521402,-162.8140703517588
1983-02-01,20.2,594868.7200946251,-231.1688311688312
1983-03-01,32.6,2318.8061339416736,-307.64331210191085
1983-04-01,37.2,7743.893844377604,-1262.5
1983-05-01,37.6,1100.4550472566411,-917.3913043478261
1983-06-01,42.3,183.45953426642217,1822.7272727272723
1983-07-01,49.5,213.50829503673967,1667.8571428571431
1983-08-01,41.5,48.4024282323811,-1396.875
1983-09-01,40.7,-14.29302493857083,-399.264705882353
1983-10-01,35.4,-73.84273981150515,224.77064220183482
1983-11-01,45.1,39.48059157339343,1860.8695652173915
1983-12-01,41.0,2.9811624852858154,178.91156462585033
1984-01-01,47.0,210.72656470250612,276.0
1984-02-01,25.8,-89.29041464885613,27.722772277227726
1984-03-01,35.0,-46.89483647060031,7.361963190184051
1984-04-01,36.9,-62.00608621547188,-0.8064516129032362
1984-05-01,31.7,127.90729418364673,-15.691489361702137
1984-06-01,27.7,-60.76741730279052,-34.515366430260045
1984-07-01,1.4,-99.99979279192404,-97.17171717171718
1984-08-01,23.7,-68.75674055927436,-42.89156626506024
1984-09-01,22.3,-57.99505929999596,-45.20884520884522
1984-10-01,15.4,1464000.000000001,-56.49717514124293
1984-11-01,2.7,-99.98315536237268,-94.01330376940133
1984-12-01,2.1,-99.99213574247196,-94.8780487804878
1985-01-01,5.5,-98.37307371928364,-88.29787234042553
1985-02-01,10.9,26461.398349017112,-57.75193798449612
1985-03-01,31.0,4748543.826389208,-11.428571428571432
1985-04-01,10.0,992.821528584113,-72.89972899728997
1985-05-01,8.0,-70.98290335476956,-74.76340694006309
1985-06-01,-2.4,-99.9964074882975,-108.66425992779783
1985-07-01,11.5,74.90062499999995,721.4285714285716
1985-08-01,7.0,-41.3818359375,-70.46413502109705
1985-09-01,2.3,-15.653633777006204,-89.68609865470853
1985-10-01,6.1,-92.08359547028492,-60.3896103896104
1985-11-01,19.7,6172.963269471052,629.6296296296296
1985-12-01,13.5,118592.62366844033,542.8571428571428
1986-01-01,22.4,18083.301223811544,307.27272727272725
1986-02-01,19.9,4.123174647179084,82.5688073394495
1986-03-01,14.0,15.658370355316942,-54.83870967741935
1986-04-01,3.2,-99.95835068721364,-68.0
1986-05-01,1.9,-99.99168997944211,-76.25
1986-06-01,2.8,-99.84,-216.66666666666669
1986-07-01,11.8,18389.625549316406,2.60869565217392
1986-08-01,6.8,16306.700378296668,-2.857142857142858
1986-09-01,10.6,20439.56945022908,360.8695652173913
1986-10-01,9.1,-64.62979800222179,49.18032786885247
1986-11-01,16.4,3283.294021862764,-16.751269035533
1986-12-01,22.8,2040.503424315957,68.88888888888889
1987-01-01,5.8,-83.49762677954713,-74.10714285714286
1987-02-01,9.3,-89.6591461059074,-53.26633165829144
1987-03-01,5.5,-99.66138096324308,-60.71428571428572
1987-04-01,14.4,3699.6010072375766,350.0
1987-05-01,19.7,1913.414122100948,936.8421052631579
1987-06-01,13.0,3021.207567789086,364.28571428571433
1987-07-01,15.5,34.23841767441187,31.355932203389813
1987-08-01,30.1,445.00574180602194,342.64705882352945
1987-09-01,26.3,1575.1341203039108,148.11320754716982
1987-10-01,27.2,848.3067098203505,198.90109890109892
1987-11-01,11.8,-97.63809705948262,-28.04878048780487
1987-12-01,29.6,60.45152540819432,29.824561403508774
1988-01-01,3.5,-99.9725844753572,-39.6551724137931
1988-02-01,18.3,478.4639911487326,96.7741935483871
1988-03-01,12.8,-96.50318195715307,132.72727272727275
1988-04-01,26.8,343669.22788837994,86.11111111111111
1988-05-01,17.8,-10.489156372518282,-9.644670050761416
1988-06-01,17.4,241.47358536720253,33.84615384615384
1988-07-01,23.7,-38.841868566983216,52.903225806451616
1988-08-01,15.2,-46.82661079957282,-49.501661129568106
1988-09-01,25.6,368.5574722505827,-2.6615969581749055
1988-10-01,27.2,73.49310997375724,0.0
1988-11-01,27.2,925.4187736435416,130.50847457627114
1988-12-01,22.7,-38.17792644258592,-23.31081081081081
1989-01-01,28.2,15.53692831789688,705.7142857142857
1989-02-01,20.1,-70.17993309267723,9.836065573770503
1989-03-01,18.2,-58.677924852608335,42.18749999999998
1989-04-01,4.1,-99.95531734263008,-84.70149253731344
1989-05-01,-10.2,-93.36842848593882,-157.30337078651684
1989-06-01,-7.6,-96.9593333053445,-143.67816091954023
1989-07-01,-16.9,28767.6473700359,-171.30801687763713
1989-08-01,-9.4,-27.870864442904185,-161.8421052631579
1989-09-01,-5.4,-74.51288549044281,-121.09375
1989-10-01,-6.9,-97.22124955987776,-125.36764705882352
1989-11-01,-4.2,-96.014473077236,-115.44117647058823
1989-12-01,-2.1,-97.7128105471727,-109.2511013215859
1990-01-01,-7.5,39.5881947248616,-126.59574468085107
1990-02-01,-22.0,75182.41833392465,-209.45273631840794
1990-03-01,-21.8,1161211.6839177094,-219.7802197802198
1990-04-01,-9.0,107.36,-319.5121951219512
1990-05-01,-16.5,-68.359375,61.76470588235294
1990-06-01,-8.6,-97.57803517998512,13.157894736842103
1990-07-01,-18.1,1535.8529507696996,7.100591715976345
1990-08-01,-18.1,44.80332109811709,92.55319148936172
1990-09-01,-43.4,64758.23307644991,703.7037037037036
1990-10-01,-48.2,4928.909885931208,598.5507246376811
1990-11-01,-27.1,402.5310074730972,545.2380952380953
1990-12-01,-37.1,-46.60055781081318,1666.6666666666667
1991-01-01,-32.0,-80.57273070292187,326.6666666666667
1991-02-01,-22.0,-56.56762686211599,0.0
1991-03-01,-11.6,-99.04426757953163,-46.78899082568808
1991-04-01,-6.5,-99.829763174057,-27.77777777777778
1991-05-01,3.9,-99.90124304180044,-123.63636363636363
1991-06-01,13.0,57.73986046564244,-251.1627906976744
1991-07-01,19.9,8685.346176954587,-209.9447513812154
1991-08-01,27.0,229618.8473792935,-249.17127071823205
1991-09-01,20.0,460.2044746332413,-146.08294930875576
1991-10-01,9.5,-94.80623715131836,-119.70954356846472
1991-11-01,1.3,-99.99946257439676,-104.79704797047971
1991-12-01,-18.7,-23.57306493750002,-49.59568733153639
1992-01-01,-2.2,-99.71239508598,-93.125
1992-02-01,0.6,-95.46234375547074,-102.72727272727273
1992-03-01,15.0,-58.60016501495827,-229.31034482758622
1992-04-01,20.1,696676.518424288,-409.23076923076917
1992-05-01,17.0,64445116.049382746,335.89743589743597
1992-06-01,15.0,0.0,15.384615384615374
1992-07-01,27.8,265.9274202887665,39.69849246231156
1992-08-01,16.7,-6.874160869721402,-38.14814814814815
1992-09-01,21.0,284.1599999999999,5.000000000000004
1992-10-01,-4.9,-99.90348270620012,-151.57894736842107
1992-11-01,18.2,41.06512802597837,1299.9999999999998
1992-12-01,25.4,114.02163995454563,-235.8288770053476
1993-01-01,31.1,162177.09926153568,-1513.6363636363637
1993-02-01,34.3,1161.5106701446027,5616.666666666666
1993-03-01,16.2,-83.45277425876323,7.999999999999985
1993-04-01,23.3,-68.49480819256738,15.920398009950244
1993-05-01,14.8,-96.53366620435897,-12.941176470588234
1993-06-01,3.5,-99.78212263252291,-76.66666666666666
1993-07-01,-3.2,-99.96442243431213,-111.51079136690647
1993-08-01,-0.3,-99.99998311744562,-101.79640718562875
1993-09-01,7.3,1792.4275551853398,-65.23809523809524
1993-10-01,8.9,5883.566379547119,-281.6326530612245
1993-11-01,18.9,1575296000.0,3.8461538461538325
1993-12-01,41.4,103345.10005390825,62.99212598425197
1994-01-01,27.2,8623.998647099646,-12.540192926045023
1994-02-01,21.3,61.31367937748351,-37.900874635568506
1994-03-01,19.8,-94.76810045704524,22.222222222222232
1994-04-01,16.7,-85.7901246444277,-28.326180257510735
1994-05-01,22.1,15.8912590213246,49.32432432432432
1994-06-01,25.0,154.15536027471103,614.2857142857143
1994-07-01,17.8,29.0666757987919,-656.25
1994-08-01,18.5,-50.89589283762143,-6266.666666666667
1994-09-01,18.5,-70.013424,153.42465753424656
1994-10-01,26.1,362.2554286234371,193.25842696629212
1994-11-01,24.7,217.76122380094336,30.687830687830697
1994-12-01,23.3,151.6151405135418,-43.71980676328502
1995-01-01,8.8,-98.7076841846568,-67.64705882352942
1995-02-01,9.2,-98.07529800556054,-56.8075117370892
1995-03-01,2.0,-99.99457129429813,-89.8989898989899
1995-04-01,-11.1,153.14026274940656,-166.4670658682635
1995-05-01,-8.5,-27.13408992740517,-138.46153846153845
1995-06-01,-20.8,1169758.5600000003,-183.20000000000002
1995-07-01,-20.2,996.76494913039,-213.48314606741573
1995-08-01,1.2,-99.96027633768752,-93.51351351351352
1995-09-01,26.2,151.73976672872317,41.62162162162162
1995-10-01,21.7,33.17829715311209,-16.858237547892728
1995-11-01,5.5,44029.17148919755,-77.7327935222672
1995-12-01,19.6,-68.68018990062819,-15.879828326180256
1996-01-01,-14.7,-78.94135596266896,-267.0454545454545
1996-02-01,4.8,-41.98848712519639,-47.82608695652174
1996-03-01,-3.5,-99.89831710745524,-275.0
1996-04-01,21.3,340.8076011643768,-291.89189189189193
1996-05-01,19.6,27700.930748456805,-330.5882352941177
1996-06-01,21.2,134508.12234902123,-201.9230769230769
1996-07-01,29.0,243.61615815698545,-243.56435643564356
1996-08-01,13.8,-75.42508297337584,1050.0000000000002
1996-09-01,12.9,-86.29069629714272,-50.76335877862594
1996-10-01,8.2,-99.3607607725925,-62.211981566820285
1996-11-01,11.1,-58.1422799018014,101.81818181818181
1996-12-01,8.1,-84.45533975215287,-58.673469387755105
1997-01-01,12.8,493.7238145759677,-187.0748299319728
1997-02-01,16.9,437.3470924843335,252.08333333333331
1997-03-01,13.4,648.9953439194591,-482.8571428571429
1997-04-01,6.6,-92.9313600063324,-69.01408450704226
1997-05-01,1.1,-99.9982051675114,-94.38775510204081
1997-06-01,18.2,240.3034550782559,-14.150943396226412
1997-07-01,20.0,8332.264881050256,-31.034482758620683
1997-08-01,17.2,5977722.935591829,24.63768115942029
1997-09-01,19.1,21.296401557559783,48.06201550387597
1997-10-01,19.3,-13.281999937499966,135.36585365853662
1997-11-01,19.8,75.60908232155077,78.3783783783784
1997-12-01,15.6,-55.49949654072714,92.59259259259261
1998-01-01,18.6,-13.73740060185209,45.3125
1998-02-01,13.2,-80.24691358024691,-21.893491124260358
1998-03-01,10.4,-80.2469135802469,-22.388059701492537
1998-04-01,8.7,-95.21342097256046,31.818181818181813
1998-05-01,13.2,0.0,1099.9999999999998
1998-06-01,24.1,2783.5986471732112,32.41758241758244
1998-07-01,8.3,-17.16090245166142,-58.5
1998-08-01,10.4,-61.46657323717177,-39.534883720930225
1998-09-01,-14.2,-87.94727612113175,-174.3455497382199
1998-10-01,3.5,-96.8380149816088,-81.86528497409327
1998-11-01,-4.7,-95.82882823031188,-123.73737373737374
1998-12-01,4.6,-98.89877021516207,-70.51282051282051
1999-01-01,13.8,24068.19231986673,-25.806451612903224
1999-02-01,15.1,10554.089908746078,14.393939393939403
1999-03-01,4.3,-23.64411844583173,-58.65384615384615
1999-04-01,20.6,396.5380517446392,136.78160919540235
1999-05-01,13.1,-43.352937562892805,-0.7575757575757569
1999-06-01,5.8,231.0077421879776,-75.93360995850622
1999-07-01,9.8,-94.8780489776886,18.07228915662651
1999-08-01,13.7,19.61815127278086,31.73076923076923
1999-09-01,13.9,3198.733468381025,-197.88732394366198
1999-10-01,16.0,610.5188886832343,357.1428571428571
1999-11-01,20.9,441.6302052984058,-544.6808510638298
1999-12-01,14.2,8.916625282060163,208.69565217391303
2000-01-01,11.3,-75.1209471130371,-18.11594202898551
2000-02-01,14.5,-76.83208962273622,-3.9735099337748325
2000-03-01,19.4,248.3802626044298,351.16279069767444
2000-04-01,10.0,-38.66812723206237,-51.45631067961165
2000-05-01,13.9,-15.552423209445742,6.106870229007644
2000-06-01,2.6,-99.96773835766272,-55.172413793103445
2000-07-01,4.7,-95.120319,-52.04081632653062
2000-08-01,17.1,129.04733367727212,24.817518248175197
2000-09-01,5.5,1902.4301057385949,-60.431654676258994
2000-10-01,1.8,-97.84871183177752,-88.75
2000-11-01,7.1,-97.02799898569428,-66.02870813397129
2000-12-01,-7.8,304.5085007854655,-154.92957746478874
2001-01-01,-36.6,17093530.86419753,-423.89380530973443
2001-02-01,-29.4,29300.581944972462,-302.7586206896552
2001-03-01,-20.5,4671.303398811554,-205.67010309278348
2001-04-01,-10.7,-99.2695158969522,-206.99999999999997
2001-05-01,-11.8,-97.4049919609937,-184.89208633093526
2001-06-01,-7.0,-98.64050781364736,-369.2307692307692
2001-07-01,-12.6,92.2857363595424,-368.08510638297867
2001-08-01,-18.1,453.5874937001549,-205.84795321637426
2001-09-01,-8.2,88.30560599750092,-249.09090909090907
2001-10-01,-23.6,1130.7386274872397,-1411.111111111111
2001-11-01,-17.7,-8.55104102582832,-349.29577464788736
2001-12-01,-11.0,223.8286960574515,41.025641025641036
2002-01-01,10.5,-96.08159624107716,-128.68852459016392
2002-02-01,11.1,-84.53325769530181,-137.75510204081633
2002-03-01,12.2,51.31033126152587,-159.51219512195124
2002-04-01,12.6,107.36,-217.7570093457944
2002-05-01,10.1,-31.452190679350625,-185.59322033898303
2002-06-01,20.4,681.7742237542669,-391.4285714285714
2002-07-01,5.9,-95.19242723637798,-146.82539682539684
2002-08-01,-1.3,-99.97255344038123,-92.81767955801105
2002-09-01,4.4,-99.78358366588074,-153.65853658536585
2002-10-01,-7.6,175.32542770657727,-67.79661016949152
2002-11-01,7.4,104891.337838311,-141.80790960451978
2002-12-01,7.2,617.0002049040364,-165.45454545454547
2003-01-01,5.5,-72.57185802269012,-47.61904761904761
2003-02-01,-1.6,-99.78144887232206,-114.41441441441442
2003-03-01,-3.9,-91.3914809992284,-131.9672131147541
2003-04-01,-6.6,107.36,-152.38095238095238
2003-05-01,-0.6,-98.0224609375,-105.94059405940595
2003-06-01,3.7,-18.9881652482168,-81.86274509803921
2003-07-01,7.7,85.26234567901238,30.508474576271173
2003-08-01,20.3,131032437.11419758,-1661.5384615384614
2003-09-01,21.0,103669.63345198196,377.27272727272725
2003-10-01,28.1,17636.273573031704,-469.7368421052632
2003-11-01,26.9,208.3365213265421,263.5135135135135
2003-12-01,26.5,153.57493148430947,268.05555555555554
2004-01-01,36.1,172.39775753323673,556.3636363636364
2004-02-01,28.0,17.387811326971224,-1850.0
2004-03-01,29.6,55.66226608491927,-858.9743589743591
2004-04-01,32.2,-36.70131626651285,-587.878787878788
2004-05-01,29.1,16.664797236177662,-4950.000000000001
2004-06-01,30.6,14.21387377638581,727.027027027027
2004-07-01,34.7,34.86349565581022,350.64935064935065
2004-08-01,25.1,-44.64932391363119,23.645320197044327
2004-09-01,19.7,-82.82173893043986,-6.190476190476191
2004-10-01,26.8,-64.41874379011682,-4.626334519572961
2004-11-01,19.2,-65.76187060683843,-28.624535315985135
2004-12-01,25.5,180.73451932472068,-3.7735849056603765
2005-01-01,13.3,-93.93448909663016,-63.1578947368421
2005-02-01,21.3,51.46542191505432,-23.92857142857142
2005-03-01,15.1,-87.70447527575308,-48.98648648648649
2005-04-01,25.3,1209.4096005614508,-21.42857142857143
2005-05-01,9.3,-96.36576187147948,-68.04123711340206
2005-06-01,-1.3,-99.99450629139469,-104.2483660130719
2005-07-01,8.0,-99.00028119068494,-76.94524495677233
2005-08-01,11.3,117.96259995344442,-54.980079681274894
2005-09-01,7.1,88873.35877595317,-63.95939086294417
2005-10-01,4.8,-87.04,-82.08955223880598
2005-11-01,10.3,-30.97043686588709,-46.354166666666664
2005-12-01,12.9,989.7464083544892,-49.411764705882355
2006-01-01,5.4,60.180664062500135,-59.3984962406015
2006-02-01,15.3,386.8742706687476,-28.169014084507037
2006-03-01,14.7,68.62054854903799,-2.6490066225165587
2006-04-01,14.2,4681.656101053548,-43.873517786561266
2006-05-01,13.7,-35.713979069295995,47.31182795698923
2006-06-01,11.7,-59.86954276478929,-1000.0
2006-07-01,4.0,-99.3703682963752,-50.0
2006-08-01,12.5,-30.6960826590424,10.619469026548668
2006-09-01,-0.8,-99.99781416940245,-111.26760563380283
2006-10-01,2.3,-89.0687109375,-52.083333333333336
2006-11-01,4.5,-98.320384,-56.310679611650485
2006-12-01,-1.8,2462.890625,-113.95348837209302
2007-01-01,7.5,11206.643772713796,38.888888888888886
2007-02-01,3.5,-63.40496875476299,-77.12418300653596
2007-03-01,2.8,485.52049992379176,-80.95238095238095
2007-04-01,2.9,-97.7646427654321,-79.5774647887324
2007-05-01,3.7,24.8920283215327,-72.99270072992701
2007-06-01,17.3,145631.1148024261,47.86324786324787
2007-07-01,6.8,2923.0383680602185,70.0
2007-08-01,-0.5,-99.9666517444339,-104.0
2007-09-01,7.5,-96.46767511381624,-1037.5
2007-10-01,7.8,73.11821278480856,239.13043478260875
2007-11-01,6.6,3035857.76,46.66666666666666
2007-12-01,-5.4,-73.126144,200.0
2008-01-01,-18.3,2929.8836262735904,-344.0
2008-02-01,-20.2,8674.648648603068,-677.1428571428571
2008-03-01,-14.9,5696.555979403169,-632.1428571428572
2008-04-01,-21.3,83.53295404735614,-834.4827586206897
2008-05-01,-16.1,-59.64493730665132,-535.1351351351352
2008-06-01,-16.8,61.61886527222431,-197.10982658959537
2008-07-01,-16.2,-66.53878977939318,-338.2352941176471
2008-08-01,-17.6,42.80623425534466,3420.0000000000005
2008-09-01,2.1,-99.9755859375,-72.0
2008-10-01,-37.8,2864.197530864198,-584.6153846153845
2008-11-01,-40.9,2816.3695881563926,-719.6969696969697
2008-12-01,-37.6,10277085.62533101,596.2962962962963
2009-01-01,-31.1,-54.17796668316104,69.94535519125684
2009-02-01,-39.3,-14.753419042077686,94.55445544554455
2009-03-01,-34.7,-27.46184261147623,132.88590604026845
2009-04-01,-25.2,-56.89172873851037,18.309859154929576
2009-05-01,-22.4,-89.44588378981787,39.13043478260867
2009-06-01,0.2,-99.99999988964244,-101.19047619047619
2009-07-01,-6.6,-99.52948488541296,-59.25925925925925
2009-08-01,8.8,-97.61801723240316,-150.0
2009-09-01,15.0,3164062400.0,614.2857142857142
2009-10-01,12.7,1271.0053251860793,-133.5978835978836
