,label,value
0,title,buy 3 month/ 12 month Required Reserves of Depository Institution
1,total,39
2,win-count,22
3,percent-win,0.5641025641025641
4,pnl-average,-0.04868421052631583
5,trade-len,4.421052631578948
6,expected-value,-0.0274628879892038
