,label,value
0,title,buy 3 month/ 12 month Current New Orders; Diffusion Index for Federal Reserve District 3: Philadelphia 
1,total,36
2,win-count,19
3,percent-win,0.5277777777777778
4,pnl-average,-0.19611111111111124
5,trade-len,3.4722222222222223
6,expected-value,-0.10350308641975316
