,label,value
0,title,buy 3 month/ 12 month 4-Week Moving Average of Initial Claims
1,total,31
2,win-count,18
3,percent-win,0.5806451612903226
4,pnl-average,0.002903225806451723
5,trade-len,3.5483870967741935
6,expected-value,0.0016857440166493875
